L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Baguette - Garlic Bread, 250 g","Unroll Garlic Bread Baguette is a partly baked frozen baguette with butter, garlic and parsley which should be baked or microwaved to melt garlic butter into bread baguette.",250 g,g,250 g,1,1,179,179,BHARATHI FOOD ENTERPRISES,India,['40117362'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40117362_3-unroll-baguette-garlic-bread.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117362-2_3-unroll-baguette-garlic-bread.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117362-3_3-unroll-baguette-garlic-bread.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117362-4_2-unroll-baguette-garlic-bread.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117362-5_1-unroll-baguette-garlic-bread.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40117362', 'Country of origin: India', 'Manufacturer Name: BHARATHI FOOD ENTERPRISES', '",-,-,-,-,-,"Wheat Flour, Water, Margarine(Rapeseed Oil, Palm Oil, Water, Salt, Emulsifer:Mono & Diglycerides Of Fatty Acids), Yeast, Salt, Sugar, Milk Powder, Wheat Starch, Preservative:(E223)(E282), Flour Treatment Agent (Ins924A), Citric Acidbutter(12%), Garlic Pure, Garlic Oil. Parsley",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Cheese Crust Chicken Tikka Pizza - Ready To Eat, 360 g","Unroll Cheese Crust Chicken Tikka Pizza is the perfect quick and easy pizza when craving something delicious. This yummy treat is ready in minutes for you to enjoy. This Chicken Tikka Pizza combines the best of two worlds. Cheesy topping and extra flavourful chicken tikka all on one delicious pizza. This pizza is delicious and convenient, especially when you're on the go or want to enjoy a quick meal. Just reheat and enjoy! Explore and enjoy such delicious treats available at Big Basket.",360 g,g,360 g,1,1,329,329,"UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",India,['8909859874577'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40296165_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296165-2_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296165-3_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296165-4_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296165-5_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296165-6_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296165-7_1-unroll-cheese-crust-chicken-tikka-pizza-ready-to-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Defrost for 20-30 mins.
2. Heat them in a microwave oven for 30-40 seconds.
3. Serve warm.","[{'EAN Code': '8909859874577'}, {'Manufactured & Marketed by': 'UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD'}, {'Country of origin': 'India'}, {'","UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",-,-,-,-,"Refined Flour,Margarine",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Cheese Crust Paneer Tikka Pizza - Ready To Eat, 360 g","Unroll Cheese Crust Paneer tikka Pizza is a tasty combination of cheesy and flavourful deliciousness. Treat yourself to this delicious paneer tikka pizza. Paneer, cheese and vegetables all wrapped up in a pizza crust and topped with some tangy sauce. Full of flavour and deliciousness this is a perfect snack during cravings. All you have to do is just reheat it and enjoy it. Explore and enjoy such delicious treats available at Big Basket.",360 g,g,360 g,1,1,299,299,"UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",India,['8909853247568'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40296164_1-unroll-cheese-crust-paneer-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296164-2_1-unroll-cheese-crust-paneer-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296164-3_1-unroll-cheese-crust-paneer-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296164-4_1-unroll-cheese-crust-paneer-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296164-5_1-unroll-cheese-crust-paneer-tikka-pizza-ready-to-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296164-6_1-unroll-cheese-crust-paneer-tikka-pizza-ready-to-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Defrost for 20-30 mins.
2. Heat them in a microwave oven for 30-40 seconds.
3. Serve warm.","[{'EAN Code': '8909853247568'}, {'Manufactured & Marketed by': 'UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD'}, {'Country of origin': 'India'}, {'","UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",-,-,-,-,"Refined Flour,Margarine",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Cinnamon Swirls, 300 g","Unroll Cinnamon Swirls (6 unbaked Swirls and a pouch of Icing sugar in the box) are uncooked puff sheets which is coated with delicious cinnamon spread, rolled and frozen. Just thaw it, and bake.",300 g,g,300 g,1,1,179,179,BHARATHI FOOD ENTERPRISES,India,['8909756298278'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110586_3-unroll-cinnamon-swirls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110586-2_2-unroll-cinnamon-swirls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110586-3_3-unroll-cinnamon-swirls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110586-4_3-unroll-cinnamon-swirls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110586-5_2-unroll-cinnamon-swirls.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw for 30 mins and bake at 200 C in a convection oven.
Glazing: Mix tablespoon of milk with the Icing sugar provided in the box and glaze zig-zag lines on swirls. Enjoy warm and yummy Swirls from your Kitchen.","['EAN Code: 8909756298278', 'Country of origin: India', 'Manufacturer Name & : BHARATHI FOOD ENTERPRISES', '",-,-,-,-,-,"Wheat Flour, Margarine (Vegetable Oil(Palm Oil Rapeseed In Varying Proportions) Salt, Water, Sugar, Cinnamon Spread, Brown Sugar, Emulsifier:(E471), Raising Agent(E503(Ii)), Citric Acid, Preservative: (E223), Flour Treatment Agent (Ins924A).",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Puff - Pastry Sheet, 320 g","Unroll puff pastry sheet is uncooked layers of dough and margarine which are rolled and frozen. Just thaw it, unroll and cut it to needed sizes. Fill with stuffing and bake.",320 g,g,320 g,1,1,179,179,BHARATHI FOOD ENTERPRISES,India,['40083434'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40083434_4-unroll-puff-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083434-2_4-unroll-puff-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083434-3_3-unroll-puff-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083434-4_3-unroll-puff-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40083434-5_3-unroll-puff-pastry-sheet.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Thaw and Just unroll our puff pastry sheet, cut it to your desired shapes & sizes. Fill it with your stuffing and bake for hot and yummy puff pastries. Need Oven to use the Puff Pastry Sheet.","[{'EAN Code': '40083434'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'BHARATHI FOOD ENTERPRISES'}]",-,-,-,-,-,"Wheat Flour, Margarine (Vegetable Oil(Palm Oil Rapeseed In Varying Proportions) Salt, Water, Sugar, Emulsifier:(E471), Raising Agent(E503(Ii)), Citric Acid, Preservative: (E223), Flour Treatment Agent (Ins924A)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Puff Sheet Squares, 550 g","Pre-shaped and ready to be filled with stuffing and bake. Unroll Puff Sheet Squares is ready to bake frozen puff sheet dough Squares. Tailored for that perfect size for baking those wonderful Puffs. Ready to be filled with stuffing and bake. Thaw them as needed, then fill them with your stuffing.",550 g,g,550 g,1,1,286,286,BHARATHI FOOD ENTERPRISES,-,['40117364'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40117364_4-unroll-puff-sheet-squares.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117364-2_4-unroll-puff-sheet-squares.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117364-3_4-unroll-puff-sheet-squares.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117364-4_3-unroll-puff-sheet-squares.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40117364-5_3-unroll-puff-sheet-squares.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40117364', 'Manufacturer Name: BHARATHI FOOD ENTERPRISES', '",-,-,-,-,-,"Wheat Flour, Margarine (Vegetable Oil(Palm Oil Rapeseed In Varying Proportions) Salt, Water, Sugar, Emulsifier:(E471), Raising Agent(E503(Ii))Citric Acid, Preservative:(E223), Flour Treatment Agent (Ins924A)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Samosa Dough Sheet, 500 g","Unroll Samosa Dough Sheet is ready to bake frozen samosa dough sheet. It is an uncooked layer of dough that is rolled and frozen. It is unleavened dough that is used to make samosa. Now make any type of samosa at home without any hassle. We bring to you a ready-made dough that makes your cooking easy. It is a quick source of carbohydrates that makes light, buttery and flaky snacks. These are the perfect ready-made dough sheets to make delicious samosa at home.",500 g,g,500 g,1,1,90,90,"Bharathi Food Enterprises D No. 3-12-64, Ganesh Nagar, Ramanthapur.Hyderabad- 500013.",India,['40216340'],['11517014000724'],https://datalabs.siva3.io/image/Eunimart_groceries_40216340_1-unroll-samosa-dough-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216340-2_1-unroll-samosa-dough-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216340-3_1-unroll-samosa-dough-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216340-4_1-unroll-samosa-dough-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216340-5_1-unroll-samosa-dough-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40216340-6_1-unroll-samosa-dough-sheet.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Leave the sheet out of frozen to thaw.
Once thawed, unroll the sheet and fill it with your Onion or Mix veg, potato curry stuffing
Fry it in hot oil till golden brown & enjoy the samosa","['EAN Code: 40216340', 'Country Of Origin: India', 'FSSAI No: 11517014000724', 'Manufactured by: Bharathi Food Enterprises D No. 3-12-64, Ganesh Nagar, Ramanthapur.Hyderabad- 500013.', 'Marketed by: UNROLL FOODS INDIA PRIVATE LIMITED, Survey No.133, MBN Reddy Estates, Thokatta Village, Old Bowenpally, Secunderabad \x80\x93 500003', 'Best Before 28-11-2023', '","UNROLL FOODS INDIA PRIVATE LIMITED, Survey No.133, MBN Reddy Estates, Thokatta Village, Old Bowenpally, Secunderabad ì 500003",-,-,-,-,"Wheat Flour(Maida), Corn Flour, Vegetable Oil, Salt, Water, Emulsifier (E471), Raising Agent (E503(ii)) Citric Acid, Preservatives (E223)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,UNROLL,"UNROLL Shortcrust Pastry Sheet, 320 g","Unroll Short Crust Pastry Sheet is a ready-to-bake frozen pie pastry sheet. These are the perfect ready-made dough sheets to bake the Perfect Pie Pastry. Starting from Apple Pie, Tarts, Pie Cups and many more in your kitchen. These sheets are here to make baking a fun-filled activity without any tinge of hassle.",320 g,g,320 g,1,1,179,179,"Bharathi Food Enterprises D No. 3-12-64, Ganesh Nagar, Ramanthapur. Hyderabad- 500013.",India,['40213051'],['13617012000290'],https://datalabs.siva3.io/image/Eunimart_groceries_40213051_1-unroll-shortcrust-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213051-2_1-unroll-shortcrust-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213051-3_1-unroll-shortcrust-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213051-4_1-unroll-shortcrust-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213051-5_1-unroll-shortcrust-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213051-6_1-unroll-shortcrust-pastry-sheet.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40213051-7_1-unroll-shortcrust-pastry-sheet.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40213051', 'FSSAI No: 13617012000290', 'Manufactured & Marketed by: Bharathi Food Enterprises D No. 3-12-64, Ganesh Nagar, Ramanthapur. Hyderabad- 500013. ', 'Country of origin: India', 'Best before 01-06-2023', '","Bharathi Food Enterprises D No. 3-12-64, Ganesh Nagar, Ramanthapur. Hyderabad- 500013.",-,-,-,-,"Wheat Flour, Margarine (Vegetable Oil (Palm Oil Rapeseed In Varying Proportions) Salt, Water, Sugar, Emulsifier: (E471), Raising Agent (E503 (ii)) Citric Acid, Preservative: (E223), Flour Treatment Agent (INS924a)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Wow Momo,"Wow Momo Chicken Cheese Momos, 10 pcs","Chicken cheese momo blends cheesy taste and delectable chicken to create a riot of flavours in your mouth. Momos are a kind of dumpling that is similar to Chinese potstickers. It is made from high-quality ingredients. Wow Momo brings to you Masala Chicken momo that is a blend of tasty delectable chicken to create a riot of flavours in your mouth. It is a treat for all momo lovers out there. This momo is thinly wrapped and generously stuffed with the best quality tender chicken, spices and herbs. It is an excellent low-calorie dish with a good source of protein. This versatile dish can be made with various fillings. Now you can eat momos at home without any hassle you just need to microwave or steam them.",10 pcs,pcs,10 pcs,10,1,210,189,"B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020",India,['40214956'],['10020011008250'],https://datalabs.siva3.io/image/Eunimart_groceries_40214956_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-2_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-3_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-4_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-5_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-6_4-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-7_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-8_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-9_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214956-10_1-wow-momo-chicken-cheese-momos.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. All you need is to open Steam/Microwave and eat.
2. You can also pan-fry momos.","['EAN Code: 40214956', 'FSSAI No: 10020011008250', 'Manufactured & Marketed by: B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020\x82 ', 'Country of origin: India', 'Best before 18-07-2023', '","B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020",-,-,-,-,"Chicken, Refined Wheat Flour, Cheese, Margarine and Fat Spread, Butter, Refined Oil, Ginger Garlic Paste, Iodised Salt, Flavour Enhancer INS-627 & INS-631, Yeast Extract, Flavour, Nature Identical Flavoring Substances, Anti Caking Agent INS-551,170(i), Flour treatment agent (INS-928, 920 & INS- 1101(i),1102), Corn Starch, Soy Protein Isolate (Allergen), Phosphate INS-451 (i), Malto Dextrin Powder, Spices and Condiments, Carrageenan INS-407, Thickener INS-412,415.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Wow Momo,"Wow Momo Chicken Cheese Momos, 20 pcs","Chicken cheese momo blends cheesy taste and delectable chicken to create a riot of flavours in your mouth. Momos are a kind of dumpling that is similar to Chinese potstickers. It is made from high-quality ingredients. Wow Momo brings to you Masala Chicken momo that is a blend of tasty delectable chicken to create a riot of flavours in your mouth. It is a treat for all momo lovers out there. This momo is thinly wrapped and generously stuffed with the best quality tender chicken, spices and herbs. It is an excellent low-calorie dish with a good source of protein. This versatile dish can be made with various fillings. Now you can eat momos at home without any hassle you just need to microwave or steam them.",20 pcs,pcs,20 pcs,20,1,375,337.5,"B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020",India,['40214957'],['10020011008250'],https://datalabs.siva3.io/image/Eunimart_groceries_40214957_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-2_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-3_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-4_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-5_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-6_4-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-7_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-8_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-9_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-10_1-wow-momo-chicken-cheese-momos.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. All you need is to open Steam/Microwave and eat.
2. You can also pan-fry momos.","['EAN Code: 40214957', 'FSSAI No: 10020011008250', 'Manufactured & Marketed by: B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020\x82 ', 'Country of origin: India', 'Best before 18-07-2023', '","B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020",-,-,-,-,"Chicken, Refined Wheat Flour, Cheese, Margarine And Fat Spread, Butter, Refined Oil, Ginger Garlic Paste, Iodized Salt, Flavour Enhancer Ins-627 & Ins-631, Yeast Extract, Flavour, Nature Identical Flavoring Substances, Anti Caking Agent Ins-551,170(i), Flour Treatment Agent (ins-928, 920 & Ins- 1101(i),1102), Corn Starch, Soy Protein Isolate (Allergen), Phosphate Ins-451 (i), Malto Dextrin Powder, Spices And Condiments, Carrageenan Ins-407, Thickener Ins-412,415.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Wow Momo,"Wow Momo Chicken Cheese Momos, 20 pcs","Chicken cheese momo blends cheesy taste and delectable chicken to create a riot of flavours in your mouth. Momos are a kind of dumpling that is similar to Chinese potstickers. It is made from high-quality ingredients. Wow Momo brings to you Masala Chicken momo that is a blend of tasty delectable chicken to create a riot of flavours in your mouth. It is a treat for all momo lovers out there. This momo is thinly wrapped and generously stuffed with the best quality tender chicken, spices and herbs. It is an excellent low-calorie dish with a good source of protein. This versatile dish can be made with various fillings. Now you can eat momos at home without any hassle you just need to microwave or steam them.",20 pcs,pcs,20 pcs,20,1,375,337.5,"B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020",India,['40214957'],['10020011008250'],https://datalabs.siva3.io/image/Eunimart_groceries_40214957_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-2_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-3_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-4_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-5_5-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-6_4-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-7_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-8_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-9_1-wow-momo-chicken-cheese-momos.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40214957-10_1-wow-momo-chicken-cheese-momos.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. All you need is to open Steam/Microwave and eat.
2. You can also pan-fry momos.","['EAN Code: 40214957', 'FSSAI No: 10020011008250', 'Manufactured & Marketed by: B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020\x82 ', 'Country of origin: India', 'Best before 18-07-2023', '","B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020",-,-,-,-,"Chicken, Refined Wheat Flour, Cheese, Margarine And Fat Spread, Butter, Refined Oil, Ginger Garlic Paste, Iodized Salt, Flavour Enhancer Ins-627 & Ins-631, Yeast Extract, Flavour, Nature Identical Flavoring Substances, Anti Caking Agent Ins-551,170(i), Flour Treatment Agent (ins-928, 920 & Ins- 1101(i),1102), Corn Starch, Soy Protein Isolate (Allergen), Phosphate Ins-451 (i), Malto Dextrin Powder, Spices And Condiments, Carrageenan Ins-407, Thickener Ins-412,415.",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-10,Wow Momo,"Wow Momo Chicken Cheese Momos, 20 pcs + Chicken Darjeeling Momos, 20 pcs, Combo 2 Items","Chicken Cheese Momos - Chicken cheese momo blends cheesy taste and delectable chicken to create a riot of flavours in your mouth. Momos are a kind of dumpling that is similar to Chinese potstickers. It is made from high-quality ingredients. Wow Momo brings to you Masala Chicken momo that is a blend of tasty delectable chicken to create a riot of flavours in your mouth. It is a treat for all momo lovers out there. This momo is thinly wrapped and generously stuffed with the best quality tender chicken, spices and herbs. It is an excellent low-calorie dish with a good source of protein. This versatile dish can be made with various fillings. Now you can eat momos at home without any hassle you just need to microwave or steam them.
Chicken Darjeeling Momos - Each & every bite of these momos will give you an authentic taste of hills, served with popular wow momo sauce. Momos are a kind of dumpling that is similar to Chinese potstickers. It is made from high-quality ingredients. Wow Momo brings to you Chicken Darjeeling momo that is a blend of tasty delectable chicken to create a riot of flavours in your mouth. It is a treat for all momo lovers out there. This momo is thinly wrapped and generously stuffed with the best quality tender chicken, spices and herbs. It is an excellent low-calorie dish with a good source of protein. This versatile dish can be made with various fillings. Now you can eat momos at home without any hassle you just need to microwave or steam them.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,710,511.2,"B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020Çö",India,['1216468'],['10020011008250'],https://datalabs.siva3.io/image/Eunimart_groceries_216468_3-wow-momo-chicken-cheese-momos-20-pcs-chicken-darjeeling-momos-20-pcs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216468-2_2-wow-momo-chicken-cheese-momos-20-pcs-chicken-darjeeling-momos-20-pcs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216468-3_2-wow-momo-chicken-cheese-momos-20-pcs-chicken-darjeeling-momos-20-pcs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216468-4_2-wow-momo-chicken-cheese-momos-20-pcs-chicken-darjeeling-momos-20-pcs.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_216468-5_2-wow-momo-chicken-cheese-momos-20-pcs-chicken-darjeeling-momos-20-pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1216468', 'FSSAI No: 10020011008250', 'Manufactured & Marketed by: B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020\x83\x80\x9a\x82 ', 'Country of origin: India', 'Best before 18-07-2023', '","B-263, B block, Okhla Phase 1, Industrial Area, New Delhi -110020Çö",-,-,-,-,-,-,"Chicken Cheese Momos, 20 pcs + Chicken Darjeeling Momos, 20 pcs",-
