L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,About
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Patanjali,"Patanjali Fortified Sunflower Oil, 5 L Jar","Patanjali physical sunflower oil is a 100 % pure natural oil .its good for our health they are made with refining process in which hard chemicals remove with the help of enzymes. 
* unadulterated 
* free from minerals and chemicals.",5 L Jar,L Jar,5 L Jar,1,1,950,950,"(A) Patanjali Ayurved Limited,Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad, (B) Patanjali Ayurved Limited, Vlllage- Haripura,Kota-Baran Road,Distt-Baran,325205(Rajasthan), Patanjali Ayurved Limitedsurvey No.-217/2,Village-Mithirohar,Gandhidham-370201 Bhuj, , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",India,['40168254'],['10014012000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40168254_1-patanjali-fortified-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168254-2_1-patanjali-fortified-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168254-3_1-patanjali-fortified-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168254-4_1-patanjali-fortified-sunflower-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168254-5_1-patanjali-fortified-sunflower-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use suitable amount for cooking your favourite dish.,"['EAN Code: 40168254', 'Country of origin: India', 'FSSAI No: 10014012000266', 'Manufactured & Marketed By: (A) Patanjali Ayurved Limited,Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad, (B) Patanjali Ayurved Limited, Vlllage- Haripura,Kota-Baran Road,Distt-Baran,325205(Rajasthan), Patanjali Ayurved Limitedsurvey No.-217/2,Village-Mithirohar,Gandhidham-370201 Bhuj, , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).', 'Best before __PSL __ days from delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd Floor, Feet Main Road, Koramangala 4th Block, Bangalore - 560034. ']","(A) Patanjali Ayurved Limited,Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad, (B) Patanjali Ayurved Limited, Vlllage- Haripura,Kota-Baran Road,Distt-Baran,325205(Rajasthan),Patanjali Ayurved Limitedsurvey No.-217/2,Village-Mithirohar,Gandhidham-370201 Bhuj, , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",-,-,-,"100 % physical refined sunflower oil 
Antioxidant tbhq (ins 319),
Antifoaming agent (ins 900a)",-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Patanjali,"Patanjali Mustard Oil, 1 L","Mustard Oil refers to cold press extraction process for taking out oil from seeds. Oil from seeds was extracted in kohlus. In this process, seeds are crushed at a low temperature so natural properties, antioxidants and essential oils are retained in the oil.",1 L,L,1 L,1,1,160,160,"(A) Divya Gram Udhyog Khatoli More Hamidpur Narnaul Distt - Mahendragarh - 123001 (Haryana) (B) Singhania Oil Mills E - 60 ,Industrial Area Khairthal Alwar 301404 (Rajasthan) ( C ) Jai Vaishno Oils Mills G - 46 - Riico Industrial Area Khairthal Alwar 301404 (Rajasthan) (D) Divya Gram Udhyog F - 135, F - 135 A, Agro Food Park,Mia,Alwar 301404 (Rajasthan)",India,['8904422700970'],['1001401200066'],https://datalabs.siva3.io/image/Eunimart_groceries_40140644_5-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40140644-2_4-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40140644-3_4-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40140644-4_3-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40140644-5_3-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40140644-6_3-patanjali-mustard-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use a suitable amount for cooking your favourite dish.,"['EAN Code: 8904422700970', 'Country of origin: India', 'FSSAI Number: 1001401200066', 'Manufacturer Name & Address: (A) Divya Gram Udhyog Khatoli More Hamidpur Narnaul Distt - Mahendragarh - 123001 (Haryana) (B) Singhania Oil Mills E - 60 ,Industrial Area Khairthal Alwar 301404 (Rajasthan) ( C ) Jai Vaishno Oils Mills G - 46 - Riico Industrial Area Khairthal Alwar 301404 (Rajasthan) (D) Divya Gram Udhyog F - 135, F - 135 A, Agro Food Park,Mia,Alwar 301404 (Rajasthan)', 'Marketed by: Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand)', 'Best before 16-07-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand)",-,-,-,Mustard Oil.,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Patanjali,"Patanjali Mustard Oil, 1 L Bottle","Mustard Oil refers to cold press extraction process for taking out oil from the seeds. Oil from seeds is extracted in kohlus. In this process, seeds are crushed at a low temperature so natural properties, antioxidants and essential oils are retained in the oil.",1 L Bottle,L Bottle,1 L Bottle,1,1,175,175,"Divya Gram Udhyog, Khatoli More Hamidpur, Narnaul Distt - Mahendragarh - 123001 (Haryana), (B) Singhania Oil Mills, E - 60 ,Industrial Area, Khairthal Alwar 301404 (Rajasthan), ( C ) Jai Vaishno Oils Mills, G - 46 - Riico Industrial Area, Khairthal Alwar 301404 (Rajasthan), (D) Divya Gram Udhyog, F - 135, F - 135 A, Agro Food Park,Mia,Alwar 301404 (Rajasthan), , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",India,['30002397'],['1001401200066['1001401200066']],https://datalabs.siva3.io/image/Eunimart_groceries_30002397_5-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002397-2_4-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002397-3_4-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002397-4_4-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002397-5_4-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002397-6_2-patanjali-mustard-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30002397-7_2-patanjali-mustard-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 30002397 Country of origin: India FSSAI Number: 1001401200066 Manufacturer Name & Address: (A) Divya Gram Udhyog Khatoli More Hamidpur Narnaul Distt - Mahendragarh - 123001 (Haryana) (B) Singhania Oil Mills E - 60 ,Industrial Area Khairthal Alwar 301404 (Rajasthan) ( C ) Jai Vaishno Oils Mills G - 46 - Riico Industrial Area Khairthal Alwar 301404 (Rajasthan) (D) Divya Gram Udhyog F - 135, F - 135 A, Agro Food Park,Mia,Alwar 301404 (Rajasthan) Marketed by: Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand)', 'Best before 16-07-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: ']","30002397 Country of origin: India FSSAI Number: 1001401200066 Manufacturer Name & Address: (A) Divya Gram Udhyog Khatoli More Hamidpur Narnaul Distt - Mahendragarh - 123001 (Haryana) (B) Singhania Oil Mills E - 60 ,Industrial Area Khairthal Alwar 301404 (Rajasthan) ( C ) Jai Vaishno Oils Mills G - 46 - Riico Industrial Area Khairthal Alwar 301404 (Rajasthan) (D) Divya Gram Udhyog F - 135, F - 135 A, Agro Food Park,Mia,Alwar 301404 (Rajasthan) Marketed by: Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand)",-,-,-,Mustard Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Patanjali,"Patanjali Sesame Oil, 200 ml Bottle","Sesame oil is a popular edible oil that adds a rich, nutty flavour to many dishes. if used properly and in moderation (as it is high in omega-6 fats), this oil can provide many health benefits. This oil will enhance your bones, lowers blood pressure, boosts your metabolism, and moisturize your skin.",200 ml Bottle,ml Bottle,200 ml Bottle,1,1,84,84,"(A) Patanjali Ayurved Limited, Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad, (B) Presidency Impex Private Limited, Mouza-Palora,Nh-6,Bombay Roadp.S. Uluberia Howrah (West Bengal) 711303, , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",India,['8904109411014'],['10014012000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40168248_1-patanjali-sesame-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168248-2_1-patanjali-sesame-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168248-3_1-patanjali-sesame-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168248-4_1-patanjali-sesame-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168248-5_1-patanjali-sesame-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use a suitable amount for cooking your favourite dish.,"['EAN Code: 8904109411014', 'Country of origin: India', 'FSSAI No: 10014012000266', 'Manufactured & Marketed By: (A) Patanjali Ayurved Limited, Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad, (B) Presidency Impex Private Limited, Mouza-Palora,Nh-6,Bombay Roadp.S. Uluberia Howrah (West Bengal) 711303, , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).', 'Best before __PSL __ days from delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. ']","(A) Patanjali Ayurved Limited, Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad, (B) Presidency Impex Private Limited, Mouza-Palora,Nh-6,Bombay Roadp.S. Uluberia Howrah (West Bengal) 711303, , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",-,-,-,First Pressed And Filtered Sesame Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Patanjali,"Patanjali Virgin Coconut Oil, 500 ml Bottle","Patanjali virgin coconut oil is known for its nice fragrance, taste, antioxidants, medium chain fatty acids (mcfa), and vitamins, among other things. coconut oil is certainly not an unfamiliar name, but virgin coconut oil might be. try this new range of coconut oil and feel the difference.",500 ml Bottle,ml Bottle,500 ml Bottle,1,1,335,335,"(A) Patanjali Ayurved Limited, Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad , , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",India,['8904109410772'],['10014012000266'],https://datalabs.siva3.io/image/Eunimart_groceries_40168256_1-patanjali-virgin-coconut-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168256-2_1-patanjali-virgin-coconut-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168256-3_1-patanjali-virgin-coconut-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168256-4_1-patanjali-virgin-coconut-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40168256-5_1-patanjali-virgin-coconut-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Use a suitable amount for cooking your favourite dish.,"['EAN Code: 8904109410772', 'Country of origin: India', 'FSSAI No: 10014012000266', 'Manufactured & Marketed By: (A) Patanjali Ayurved Limited, Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad , , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).', 'Best before __PSL __ days from delivery date', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. ']","(A) Patanjali Ayurved Limited, Unit-Vi,42-43 Milestone,Delhi-G.T. Karnal Road,Village-Hashmabad , , Marketed By:-, Patanjali Ayurved Limited, Patanjali Food & Herbal Park, Village Padartha, Haridwar Laksar Road, Haridwar- 249404 (Uttarakhand).",-,-,-,Virgin Coconut Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Pietro Coricelli,"Pietro Coricelli Extra Virgin Olive Oil, 5 L Bottle","Since 1939, the family-owned and managed Pietro Coricelli has been making olive oil with passion, focus and commitment to innovation and tradition. An art that has been passed down from generation to generation. 
The Company can assert that all of its quality certifications confirm to the highest standards. Pietro Coricelli manufactures a full range of Mediterranean olive oils, extra virgin olive oils, pomace olive oils, as well as flavoured oils.
Made from a careful blending of Extra Virgin Olive Oils of the Mediterranean Basin directly selected by Pietro Coricelli for their particular characteristics, such as taste, delicate perfume and full body.
Olive oil is rich in antioxidants and has strong inflammatory properties. It prevents strokes, reduces the risk of cancer, obesity, and prevent premature ageing.",5 L Bottle,L Bottle,5 L Bottle,1,1,5300,5300,"ACEITIES CANOLIVA SL Ctra, canetekm3 14850 baena, cordoba Spain",Italy,-,['10012022000597'],https://datalabs.siva3.io/image/Eunimart_groceries_40078846_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-2_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-3_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-4_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-5_1-pietro-coricelli-extra-virgin-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to use,"['EAN Code: __EAN __', 'FSSAI NO: 10012022000597', 'Country of Origin: ITALY', 'Manufacturer Name & Address: ACEITIES CANOLIVA SL Ctra, canetekm3 14850 baena, cordoba Spain', 'Marketed By: TAJIR PRIVATE LIMITED, 1st floor , Adie Mansion , 334, Maulana Shaukatali Road Mumbai -400007', 'Best Before 26-02-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","TAJIR PRIVATE LIMITED, 1st floor , Adie Mansion , 334, Maulana Shaukatali Road Mumbai -400007",-,-,-,Extra Virgin Olive Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Pietro Coricelli,"Pietro Coricelli Extra Virgin Olive Oil, 5 L Bottle","Since 1939, the family-owned and managed Pietro Coricelli has been making olive oil with passion, focus and commitment to innovation and tradition. An art that has been passed down from generation to generation. 
The Company can assert that all of its quality certifications confirm to the highest standards. Pietro Coricelli manufactures a full range of Mediterranean olive oils, extra virgin olive oils, pomace olive oils, as well as flavoured oils.
Made from a careful blending of Extra Virgin Olive Oils of the Mediterranean Basin directly selected by Pietro Coricelli for their particular characteristics, such as taste, delicate perfume and full body.
Olive oil is rich in antioxidants and has strong inflammatory properties. It prevents strokes, reduces the risk of cancer, obesity, and prevent premature ageing.",5 L Bottle,L Bottle,5 L Bottle,1,1,5300,5300,"ACEITIES CANOLIVA SL Ctra, canetekm3 14850 baena, cordoba Spain",Italy,-,['10012022000597'],https://datalabs.siva3.io/image/Eunimart_groceries_40078846_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-2_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-3_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-4_2-pietro-coricelli-extra-virgin-olive-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40078846-5_1-pietro-coricelli-extra-virgin-olive-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to use,"['EAN Code: __EAN __', 'FSSAI NO: 10012022000597', 'Country of Origin: ITALY', 'Manufacturer Name & Address: ACEITIES CANOLIVA SL Ctra, canetekm3 14850 baena, cordoba Spain', 'Marketed By: TAJIR PRIVATE LIMITED, 1st floor , Adie Mansion , 334, Maulana Shaukatali Road Mumbai -400007', 'Best Before 26-02-2024', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","TAJIR PRIVATE LIMITED, 1st floor , Adie Mansion , 334, Maulana Shaukatali Road Mumbai -400007",-,-,-,Extra Virgin Olive Oil,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Porna,"Porna Refined - Rice Bran Oil, 1 L Pouch","Rice Bran Oil is the only cooking medium which besides having an ideal SFA/MUFA/PUFA ratio and EFA ratio quite closer to the recommended levels.
Contain three types of natural anti-oxidants as against only one category found in most of the other vegetable oils, leading to comparatively better oxidation stability desirable for promotion of overall health.",1 L Pouch,L Pouch,1 L Pouch,1,1,189,189,"SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",India,['890601431031'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40020572_2-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020572-2_1-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020572-3_1-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40020572-4_1-porna-refined-rice-bran-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Nutritionally Superior
Contains more micro nutrients
Better protection for Heart & related blood vessels
More stable at higher temperature
Anti-viral capability
Longer shelf life
Oil is less sticky, saves soap.",-,"['EAN Code: 890601431031', 'Manufactured & Marketed By:SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104', 'Country of origin:India', 'FSSAI Number :', 'Best before __PSL__ days from the date of delivery', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ', 'Country of origin: India']","SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Porna,"Porna Refined - Rice Bran Oil, 5 L",Rice Bran Is Naturally Enriched With Multiple Nutrients That Translate Into Health Benefits For Every Member In The Family. It Is Recommended By Doctors And Scientists All Over The World.,5 L,L,5 L,1,1,970,970,"SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",India,['40068188'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40068188_1-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40068188-2_1-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40068188-3_1-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40068188-4_1-porna-refined-rice-bran-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40068188-5_1-porna-refined-rice-bran-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40068188', 'Manufactured & Marketed By:SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104', 'Country of origin:India', 'FSSAI Number :', 'Best before __PSL__ days from the date of delivery', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ', 'Country of origin: India']","SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",-,-,-,-,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Porna,"Porna Refined Oil - Ground Nut, 500 ml Pouch","Porna Refined Groundnut Oil is made from good quality groundnuts. The groundnut oil is enriched with Vitamin A, D & E. It provides high Mono Unsaturated Fatty Acids (MUFA) that lowers LDL levels (unhealthy body cholesterol). It improves HDL levels (healthy body cholesterol) and helps decrease the risk of heart disease. It is light and contain all the essential nutrients. It is ideal for deep frying as it has a high smoking point. The oil has a strong peanut flavour and aroma.",500 ml Pouch,ml Pouch,500 ml Pouch,1,1,119,119,"SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",India,['40113055'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40113055_1-porna-refined-oil-ground-nut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113055-2_1-porna-refined-oil-ground-nut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113055-3_1-porna-refined-oil-ground-nut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113055-4_1-porna-refined-oil-ground-nut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40113055', 'Manufactured & Marketed By:SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104', 'Country of origin:India', 'FSSAI Number :', 'Best before 31-05-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ', 'Country of origin: India']","SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",-,-,-,Filtered edible groundnut oil.,-,-,-
RET,RET-10,RET-10-1B,RET-10-1B-10,RET-10-1B-10-11,Porna,"Porna Refined Oil - Ground Nut, 500 ml Pouch","Porna Refined Groundnut Oil is made from good quality groundnuts. The groundnut oil is enriched with Vitamin A, D & E. It provides high Mono Unsaturated Fatty Acids (MUFA) that lowers LDL levels (unhealthy body cholesterol). It improves HDL levels (healthy body cholesterol) and helps decrease the risk of heart disease. It is light and contain all the essential nutrients. It is ideal for deep frying as it has a high smoking point. The oil has a strong peanut flavour and aroma.",500 ml Pouch,ml Pouch,500 ml Pouch,1,1,119,119,"SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",India,['40113055'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40113055_1-porna-refined-oil-ground-nut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113055-2_1-porna-refined-oil-ground-nut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113055-3_1-porna-refined-oil-ground-nut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40113055-4_1-porna-refined-oil-ground-nut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40113055', 'Manufactured & Marketed By:SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104', 'Country of origin:India', 'FSSAI Number :', 'Best before 31-05-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ', 'Country of origin: India']","SKM ANIMAL FEEDS AND FOODS (INDIA) PVT LTD, CHAVADIPALAYAM PUDUR ROAD, NANJAI UTHUKULI(PO)MODAKKURICHI(VIA).ERODE-638104",-,-,-,Filtered edible groundnut oil.,-,-,-
