L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredient,Specification,About
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motomax,"Motomax Dashboard Polish - Protects & Shines Car, Bikes Interiors, For Fibre, Plastic Surfaces, 100 ml","Formulated to restore the gloss on vinyl, rubber, plastic surface and protect against UV rays. The multi-purpose lubricant WD-40 protects metal from rust and corrosion, penetrates stuck or jammed parts, displaces moisture and lubricates just about anything. Wd-40 is also great when it comes to removing grease, grime and other marks from most surfaces. This product penetrates dirt, marks and grease, making it easy for you to wipe them away. The lubricating ingredients are dispersed and they adhere firmly to all moving parts. This formula protects metal surfaces by leasing rust-to-metal bonds and cooling stuck frozen or rusted metal parts. It quickly dries electrical systems to eliminate moisture-induced short circuits.",100 ml,ml,100 ml,1,1,180,180,"Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.",India,['40015776'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40015776_4-pidilite-motomax-dashboard-polish.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015776-2_3-pidilite-motomax-dashboard-polish.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Restore, Protect and Prevent Car/Bike Interiors: The dashboard polish is an alternative to a traditional car wash as car servicing is expensive. By applying the Motomax Dashboard Polish, you can prevent the fading, drying and cracking of your car interiors and protect it from the damage of harsh UV rays. Motomax Dashboard Polish helps keep your car interiors like dashboard shine and restore the shine of your dull, faded interiors.
Economical & Easy To Use: The dashboard polish is a great alternative to a traditional car wash or car servicing is expensive.
UV Rays Resistant: The Car and Bike Dashboard Polish provides UV Rays protection to preserve the interiors of your car & bike. With harsh UV rays, rubber and vinyl interiors can be damaged. With the use of Dashboard polish, the car interiors are protected.","This polish can be applied to the interior dashboard of the vehicle using the foam applicator to protect against fading and cracking.
Just make sure that you clean it with a wipe before applying the polish.
If needed, wash & dry the surface.
Take product on sponge applicator & spread it evenly on the surface.
For dull & faded surfaces, two or more applications will be required.","['EAN Code: 40015776', 'Country of origin: India', '",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.",-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motomax,"Motomax Insta Shine Disposable Polishing Sponge - Cleans Vehicles, Removes Oil & Dirt, For Exterior Care, 1 pc","A grade polish in the sponge is easy to use, clean and offers shine to both painted and plastic parts of the vehicle.
Benefits:",1 pc,pcs,1 pc,1,1,20,20,"Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.",India,['40207412'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40207412_6-pidilite-insta-shine-polish-in-a-sponge-for-plastic-painted-surface.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207412-2_3-pidilite-insta-shine-polish-in-a-sponge-for-plastic-painted-surface.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40207412'}, {'Manufacturer Name and ': 'Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.'}, {'Marketed by': 'Pidilite Ind. Ltd. Ram Krishna Mandir Road, Kondivita, Marol. Andheri East Mumbai 400059.'}, {'Country of origin': 'India'}, {'","Pidilite Ind. Ltd. Ram Krishna Mandir Road, Kondivita, Marol. Andheri East Mumbai 400059.",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motomax,"Motomax Liquid Polish - Premium, Cleans & Shines Bikes, Cars, For Auto Care Needs, 100 ml","Motomax Premium Liquid Polish is a specially formulated polish for metallic painted surfaces and other surface finishes of automobiles. It contains ingredients that protect the painted surface from dirt, abrasion, and fading, and it will give your car a brighter and shinier look. Get under dirt and grease, making it easy to wipe them away. The lubricating ingredients are widely dispersed, protecting all moving parts and losing rust-to-metal bonds. Cools stuck frozen or rusted metal parts quickly. Dries out the electrical system so moisture doesn't cause short circuits.",100 ml,ml,100 ml,1,1,70,70,"Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.",India,['40015775'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40015775_3-pidilite-motomax-premium-liquid-polish.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40015775-2_2-pidilite-motomax-premium-liquid-polish.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Removes Stubborn Stains: It cleans the bike's metallic surface and causes stubborn stains to disappear without leaving a trace. Moreover, it doesn't affect the paint.
Less effort: You can easily remove the dirt and give instant shine to the metallic surface of the bikes and scooters with minimum effort. It makes it different from any other polish.
Instant: It removes the minor oxidized layer and other scratches from the surface in no time. It is the Ultimate bike shiner when in a hurry.
Pidilite Promise: The manufacturer of Motomax is known for its high-quality paint and hardware products.
Eco-Friendly: The Motomax bike polish is eco-friendly and does not cause any damage to the environment. It does not contain any harmful solvent that can affect our surroundings and health.","Don't use too much polish.
Apply polish to your cloth and dab spots over the vehicle.
Then start from the very top of the vehicle.
Working your way across the panel in straight lines applying the polish.","[{'EAN Code': '40015775'}, {'Country of origin': 'India'}, {'",-,-,-,-,"Keep out of reach of children under the age of 3.
Store well in a cool and ventilated place.",-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motomax,"Motomax Protectant Spray - Shines Cars & Bikes, Restores Plastic, Fibre, For Auto Care Needs, 100 ml","Motomax range products specially formulated for car and bike care. It is suitable for new and old generation vehicles. Guard against fading and cracking. Thick streak proof foam gives an excellent cleaning without streaks or smudges every time. It cuts through grease, grime, and nicotine film without dripping. It cleans and protects your car's plastic, vinyl, and rubber from harmful UV rays and discolouration. It restores a new look instantly and contains no chemicals.",100 ml,ml,100 ml,1,1,120,120,"Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.",India,['40087837'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40087837_4-pidilite-motomax-protectant-spray.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40087837-2_3-pidilite-motomax-protectant-spray.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Shake well before using.
Spray directly onto the surface or apply liberally to a clean cloth.
Spread evenly and buff with a cloth.","['EAN Code: 40087837', 'Country of origin: India', '",-,-,-,-,"Keep out of reach of children.
Store well in a cool and ventilated place.",-,"Car interior protectant spray is quite popular and widely used.
Protectant Sprays clean and protects your car's plasticvinyl and rubber from harmful elements like UV rays and discolour surfaces.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motomax,"Motomax Shiner Multi Surface Spray Polish - Cleans Bikes Instantly, For Plastic, Metal, Tyre & Rubber Parts, 100 ml","Motomax Shiner is ready to use detailer for paintwork, plastic, rubber and other metal surfaces. Being a blend of special silicones and protectants, it will protect plastic and rubber parts from fading and give the surface a clean and polished look.",100 ml,ml,100 ml,1,1,140,130,"Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.",India,['40207413'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40207413_5-pidilite-shiner-multi-surface-spray-polish.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207413-2_5-pidilite-shiner-multi-surface-spray-polish.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40207413-3_3-pidilite-shiner-multi-surface-spray-polish.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40207413', 'Manufacturer Name and : Span Intermediates Pvt. Ltd., 6th Floor, Mustafa Bldg. Jas Chambers, Sir P.M. Road, Fort Mumbai, Mah. 400001.', 'Marketed by: Pidilite Ind. Ltd. Ram Krishna Mandir Road, Kondivita, Marol. Andheri East Mumbai 400059.', 'Country of origin: India', 'Best before 25-02-2024', '","Pidilite Ind. Ltd. Ram Krishna Mandir Road, Kondivita, Marol. Andheri East Mumbai 400059.",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motosol,"Motosol Car Care Pad - Removes Tough Stains, Easy To Use, 1 pc","Car Care Pad is a soft pad that can be used for cleaning the interiors and delicate parts of your vehicle. The pad allows you to clean the vehicle without causing any scratches to your parts. After use, the pad must be washed in lukewarm water or normal water.",1 pc,pcs,1 pc,1,1,190,190,"DPC Ltd., 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",China,['8261790893506'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236665_1-motosol-car-care-pad-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236665-2_1-motosol-car-care-pad-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236665-3_1-motosol-car-care-pad-removes-tough-stains-easy-to-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8261790893506', 'Manufacturer Name & : DPC Ltd., 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090', 'Imported & Marketed by: Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090', 'Country of Origin: China', '","Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Motosol,"Motosol Microfibre Plush Towel - Exterior, Removes Tough Stains, Easy To Use, 1 pc","Motosol Microfibre Towels are specially designed and developed for the automotive industry, these industry-standard towels are primarily designed to tackle all detailing tasks. With an 80:20, blend of polyester and polyamide, in a convenient 40 x 40 cm size, the towels are perfect for scratch-free wiping, and their super-absorbent quality ensures quick drying.",1 pc,pcs,1 pc,1,1,190,190,"NGTC Ltd., 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",China,['8261790893100'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236666_1-motosol-microfibre-plush-towel-exterior-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236666-2_1-motosol-microfibre-plush-towel-exterior-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236666-3_1-motosol-microfibre-plush-towel-exterior-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236666-4_1-motosol-microfibre-plush-towel-exterior-removes-tough-stains-easy-to-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take out of the cover, wipe the surface.","[{'EAN Code': '8261790893100'}, {'Manufacturer Name & ': 'NGTC Ltd., 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090'}, {'Imported & Marketed by': 'Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090'}, {'Country of Origin': 'China'}]","Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,NSH,"NSH Shoe Horn - Long Handle, Plastic, Green, 1 Pc",NSH plastic shoe horn helps put shoes on easily without bending and has a hanging loop for easy storage. The product can only be returned if it is not used and is in its packed condition.,1 Pc,pcs,1 Pc,1,1,259,119,"Decent Plastic no, 84 Nawada Industrial Area Uttam Nagar-110059",China,['40115385'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40115385_1-nsh-shoe-horn-long-handle-plastic-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115385-2_1-nsh-shoe-horn-long-handle-plastic-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40115385', 'Manufacturer Name &  : Decent Plastic no, 84 Nawada Industrial Area Uttam Nagar-110059', 'Country of Origin : China', '",-,-,-,-,-,-,"‚ Brand - NSH
‚ Type - Shoe Horn
‚ Model no - BB079 - G
‚ Material - Plastic
‚ Colour - Green
‚ Weight - 76 gm
‚ Dimension - 4X1X45(LxWxH) Cm
‚ No of pcs - 1 Pc",NSH plastic shoe horn helps put shoes on easily without bending and has a hanging loop for easy storage. The product can only be returned if it is not used and is in its packed condition.
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,NSH,"NSH Shoe Horn - Long Handle, Plastic, Yellow, 1 Pc",NSH plastic shoe horn helps put shoes on easily without bending and has a hanging loop for easy storage. The product can only be returned if it is not used and is in its packed condition.,1 Pc,pcs,1 Pc,1,1,259,119,"Decent Plastic no, 84 Nawada Industrial Area Uttam Nagar-110059",China,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40115386_1-nsh-shoe-horn-long-handle-plastic-yellow.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115386-2_1-nsh-shoe-horn-long-handle-plastic-yellow.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[',-,-,-,-,-,-,"‚ Brand - NSH
‚ Type - Shoe Horn
‚ Model no - BB079 - G
‚ Material - Plastic
‚ Colour - Green
‚ Weight - 76 gm
‚ Dimension - 4X1X45(LxWxH) Cm
‚ No of pcs - 1 Pc",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Pro Clean,"Pro Clean Multipurpose Microfiber Cloth - Highly Absorbent & Soft, 1 pc","Pro Clean Microfiber Cloth 3 in 1 is a microfiber dusting cloth. It is highly absorbent and soft that is perfect for multipurpose use. It is a lint-free kitchen towel that is soft on your hands. This cloth is extremely durable and resistant. They are a great option for household cleaning. It is safe, eco-friendly and hygienic to use. It is very handy and takes care of your equipment quickly and efficiently. This cloth instantly collects dust and removes fingerprints. Microfiber makes it easy to rinse the cloth from the dirt deposited during cleaning.",1 pc,pcs,1 pc,1,1,135,135,"Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021",India,['8906139670478'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40293660_1-pro-clean-multipurpose-microfiber-cloth-highly-absorbent-soft.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293660-2_1-pro-clean-multipurpose-microfiber-cloth-highly-absorbent-soft.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293660-3_1-pro-clean-multipurpose-microfiber-cloth-highly-absorbent-soft.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It helps you keep all surfaces clean, it's safe and hygienic.
2. It is highly absorbent and soft.
3. Extremely durable and resistant.
4. Safe, eco-friendly and hygienic to use.",It can be used on all surfaces in the home.,"[{'EAN Code': '8906139670478'}, {'Manufacturer & Marketed by': 'Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021'}, {'Country of Origin': 'India'}]","Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021",-,-,-,-,-,"1. Brand :- PRO CLEAN.
2. Type :- Microfiber cloth.
3. Material :- MicrofiberCotton.
4. Dimensions :- LENGTH: 400 MMXWIDTH: 400 MMX
5. Weight :- 70 GM.
6. Package Content :- 1 pc.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Pro Clean,"Pro Clean Square Cloth Brush - Flexible Bristles, 1 pc",Pro Clean Square Cloth Brush has flexible bristles. It is used for laundry and is suitable for all types of fabrics. The handle has a comfortable grip and a non-slip design. The brush is hard and it is good to scrub the dirt. The power bristles on the cloth brush give tough stain cleaning. It is used to scrub clothes by eliminating spots and stains from them. It is easy to hold and user-friendly.,1 pc,pcs,1 pc,1,1,75,75,"Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021",India,['8906139670768'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40293654_1-pro-clean-square-cloth-brush-flexible-bristles.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293654-2_1-pro-clean-square-cloth-brush-flexible-bristles.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40293654-3_1-pro-clean-square-cloth-brush-flexible-bristles.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Suitable for all types of fabrics.
2. Power bristles on cloth brush give tough stain cleaning.
3. Comfortable and non-slip grip.
4. Easy to hold and user-friendly.","1. It is used for laundry.
2. Used to scrub clothes by eliminating spots and stains from them.","[{'EAN Code': '8906139670768'}, {'Manufacturer & Marketed by': 'Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021'}, {'Country of Origin': 'India'}]","Innovative Cad/Cam Services Plot No. G-1993, Road No. L Alllmiggty Gate No.2, Near Jyoti Cng, Gidc Metoda, Ta, Lodhika, Dist. Rajkot-360 021",-,-,-,-,-,"1. Brand :- PRO CLEAN.
2. Type :- SquareBrush .
3. Material :- Plastic.
4. Dimensions :- 145 MMX50 MMXTOTAL HEIGHT: 43 MM HEAD HEIGHT: 13 MM BRISTLE HEIGHT: 30 MM
5. Weight :- 80 GM.
6. Package Content :- 1 pc.",-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Sonax,"Sonax Brilliant Shine Detailer - Cleans Maintains & Protects Surfaces, 750 ml","SONAX Brilliant Shine Detailer is a great compliment to any car enthusiasts' product arsenal. The easy-to-use formulation incorporates a uniques Hybrid Polymer Technology that provides long-lasting protection and an extremely flat surface, which generates outstanding paint reflection and a deep, brilliant shine.",750 ml,ml,750 ml,1,1,829,829,"Munchener Str. 75, 86633 Neuburg an der Donau, Germany",Germany,['4064700287402'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236668_1-sonax-brilliant-shine-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236668-2_1-sonax-brilliant-shine-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236668-3_1-sonax-brilliant-shine-detailer-cleans-maintains-protects-surfaces.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wash vehicle with SONAX Car Wash Shampoo Concentrate. Dry and Polish if necessary. Shake the bottle before use and turn the nozzle to open. Spray a light coat of SONAX Brilliant Shine Detailer on the paint surface and immediately distribute it evenly with a microfiber towel and wipe the rest away. Re-apply if there are uneven color impressions.,"['EAN Code: 4064700287402', 'Manufacturer Name & : Munchener Str. 75, 86633 Neuburg an der Donau, Germany', 'Imported & Marketed by: Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090', 'Country of Origin: Germany', 'Best before 18-08-2025', '","Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Sonax,"Sonax Extreme Interior Detailer - Cleans Maintains & Protects Surfaces, 750 ml","Gently, quickly and easily removes light soiling from interior trims, cockpits, upholstery seats, Roof linings, etc. without leaving residues. Maintains the appearance of all surfaces such as plastic, vinyl, leather, rubber, metal. At the same time, it removes unpleasant odours. Prevents electrostatic charging and thus has a dust-repellent effect. Silicone free. With pleasant fragrance.",750 ml,ml,750 ml,1,1,729,729,"Munchener Str. 75, 86633 Neuburg an der Donau, Germany",Germany,['4056554003987'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236669_1-sonax-extreme-interior-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236669-2_1-sonax-extreme-interior-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236669-3_1-sonax-extreme-interior-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236669-4_1-sonax-extreme-interior-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236669-5_1-sonax-extreme-interior-detailer-cleans-maintains-protects-surfaces.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236669-6_1-sonax-extreme-interior-detailer-cleans-maintains-protects-surfaces.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Shake before use. Spray SONAX XTREME Interior Detailer onto the SONAX Care Pad for Plastics (Art. No. 04172000) or a soft, lint-free cloth. Evenly wipe surfaces to be treated and allow to dry.","['EAN Code: 4056554003987', 'Manufacturer Name & : Munchener Str. 75, 86633 Neuburg an der Donau, Germany', 'Imported & Marketed by: Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090', 'Country of Origin: Germany', 'Best before 18-08-2025', '","Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Sonax,"Sonax Gloss Shampoo Concentrate - Removes Tough Stains & Dirt, 1 L","SONAX Gloss Shampoo Concentrate is a highly effective, phosphate-free formula that penetrates and loosens tough dirt without damaging or stripping the protective layer. The special anionic surfactants within, adhere to dirt particles and act as emulsifiers absorbing and dissolving oil droplets. SONAX Car Wash Shampoo Concentrate is safe for all finishes and leaves a brilliant, clean shine to your paint surface every time!",1 L,L,1 L,1,1,629,629,"Munchener Str. 75, 86633 Neuburg an der Donau, Germany",Germany,['4064700314306'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236651_1-sonax-gloss-shampoo-concentrate-removes-tough-stains-dirt.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236651-2_1-sonax-gloss-shampoo-concentrate-removes-tough-stains-dirt.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Rinse vehicle fist to remove excess dirt and wet the surface. Measure two (2) capfuls of SONAX Car Wash Shampoo Concentrate into a 5-gallon bucket and fill with warm water. Wash the vehicle from top to bottom with a soft sponge. Rinse with clean water and wipe immediately with a soft cloth or chamois. Rinse hands after use.,"['EAN Code: 4064700314306', 'Manufacturer Name & : Munchener Str. 75, 86633 Neuburg an der Donau, Germany', 'Imported & Marketed by: Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090', 'Country of Origin: Germany', 'Best before 18-08-2025', '","Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",-,-,-,-,-,-,-
RET,RET-10,RET-10-14,RET-10-14-10,RET-10-14-10-14,Sonax,"Sonax Multipurpose 2 In 1 Sponge - Removes Tough Stains, Easy To Use, 1 pc",Sonax Multi Sponge is an all-rounder for car cleaning. Particularly absorbent. With two different application surfaces. The grey side has a softer structure and is made for general vehicle cleaning. The white side has a rougher surface and is ideal for removing more stubborn dirt (e.g. insects).,1 pc,pcs,1 pc,1,1,428,428,"Munchener Str. 75, 86633 Neuburg an der Donau, Germany",Germany,['4064700428010'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40236667_1-sonax-multipurpose-2-in-1-sponge-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236667-2_1-sonax-multipurpose-2-in-1-sponge-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236667-3_1-sonax-multipurpose-2-in-1-sponge-removes-tough-stains-easy-to-use.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236667-4_1-sonax-multipurpose-2-in-1-sponge-removes-tough-stains-easy-to-use.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Take out of the cover, wipe the surface.","['EAN Code: 4064700428010', 'Manufacturer Name & : Munchener Str. 75, 86633 Neuburg an der Donau, Germany', 'Imported & Marketed by: Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090', 'Country of Origin: Germany', '","Methods Automotive Pvt. Ltd. 55, Shri Lakshmi Complex, St.Marks Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka - 560001 Customer Care: 1800 120 2090",-,-,-,-,-,-,-
