L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand,Package Contains,About
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Postcard,"Postcard Kovilpatti Chikki Peanut & Jaggery - Sweet & Crunchy, 420 g Cannister",Postcard Kovilpatti Chikki is a sweet and crunchy delight for traditional snacking. Remember all the times when you used to run back from school to buy chikki from the nearest shop? Relive those days with Postcard Kovilpatti Chikki. It is made with crunchy peanuts coated in sweet jaggery. Share it with your near and dear ones to share the sweetness after a meal. It is also perfect to gift during festivals and happy occasions. Discover a premium range of crunchy and tasty snacks from Postcard only on Big Basket.,420 g Cannister,g,420 g Cannister,1,1,300,300,"Dharmya Business Ventures Pvt. Ltd 3A Marthar Place, 5th Cross, Lavelle Road, Bengaluru - 560001, Karnataka",India,['8906145710816'],['11219333001486'],https://datalabs.siva3.io/image/Eunimart_groceries_40287554_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-2_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-3_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-4_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-5_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-6_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-7_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-8_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Have it as a crunchy and savoury snack with your evening brew. Carry it to your office, to picnics and more.","['EAN Code: 8906145710816', 'FSSAI No: 11219333001486', 'Manufactured & Marketed by:Dharmya Business Ventures Pvt. Ltd 3A Marthar Place, 5th Cross, Lavelle Road, Bengaluru - 560001, Karnataka', 'Country of origin: India', 'Best before 31-05-2023', '","Dharmya Business Ventures Pvt. Ltd 3A Marthar Place, 5th Cross, Lavelle Road, Bengaluru - 560001, Karnataka",-,-,-,"Roasted Peanut (52%), Jaggery (45%), Cardamom, Dried Ginger.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Postcard,"Postcard Kovilpatti Chikki Peanut & Jaggery - Sweet & Crunchy, 420 g Cannister",Postcard Kovilpatti Chikki is a sweet and crunchy delight for traditional snacking. Remember all the times when you used to run back from school to buy chikki from the nearest shop? Relive those days with Postcard Kovilpatti Chikki. It is made with crunchy peanuts coated in sweet jaggery. Share it with your near and dear ones to share the sweetness after a meal. It is also perfect to gift during festivals and happy occasions. Discover a premium range of crunchy and tasty snacks from Postcard only on Big Basket.,420 g Cannister,g,420 g Cannister,1,1,300,300,"Dharmya Business Ventures Pvt. Ltd 3A Marthar Place, 5th Cross, Lavelle Road, Bengaluru - 560001, Karnataka",India,['8906145710816'],['11219333001486'],https://datalabs.siva3.io/image/Eunimart_groceries_40287554_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-2_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-3_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-4_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-5_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-6_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-7_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40287554-8_1-postcard-kovilpatti-chikki-peanut-jaggery-sweet-crunchy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Have it as a crunchy and savoury snack with your evening brew. Carry it to your office, to picnics and more.","['EAN Code: 8906145710816', 'FSSAI No: 11219333001486', 'Manufactured & Marketed by:Dharmya Business Ventures Pvt. Ltd 3A Marthar Place, 5th Cross, Lavelle Road, Bengaluru - 560001, Karnataka', 'Country of origin: India', 'Best before 01-06-2023', '","Dharmya Business Ventures Pvt. Ltd 3A Marthar Place, 5th Cross, Lavelle Road, Bengaluru - 560001, Karnataka",-,-,-,"Roasted Peanut (52%), Jaggery (45%), Cardamom, Dried Ginger.",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Rafael,"Rafael Angoori Petha, 500 g","The petha is still made the traditional way i.e from white pumpkin or ash gourd that is peeled, de-seeded and then boiled in rose-flavoured sugar syrup (a process called josh Lena). Still soaked in syrup or dried for longer shelf life. Angoori Petha is a world-famous sweet from Agra. From over 15 varieties of petha, Kesar Petha still remains a peoples choice.",500 g,g,500 g,1,1,290,261,"M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001",India,['8904406135408'],['22719113000297'],https://datalabs.siva3.io/image/Eunimart_groceries_40193685_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-2_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-3_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-4_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-5_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-6_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-7_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-8_1-rafael-angoori-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904406135408', 'Country of origin: India', 'FSSAI Number: 22719113000297', 'Manufacturer Name & : M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001', 'Marketed by: RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)', 'Best before 01-07-2023', '","RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)",-,-,-,"Pumpkin, Sugar, Water",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Rafael,"Rafael Angoori Petha, 500 g","The petha is still made the traditional way i.e from white pumpkin or ash gourd that is peeled, de-seeded and then boiled in rose-flavoured sugar syrup (a process called josh Lena). Still soaked in syrup or dried for longer shelf life. Angoori Petha is a world-famous sweet from Agra. From over 15 varieties of petha, Kesar Petha still remains a peoples choice.",500 g,g,500 g,1,1,290,261,"M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001",India,['8904406135408'],['22719113000297'],https://datalabs.siva3.io/image/Eunimart_groceries_40193685_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-2_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-3_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-4_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-5_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-6_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-7_1-rafael-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193685-8_1-rafael-angoori-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904406135408', 'Country of origin: India', 'FSSAI Number: 22719113000297', 'Manufacturer Name & : M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001', 'Marketed by: RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)', 'Best before 01-07-2023', '","RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)",-,-,-,"Pumpkin, Sugar, Water",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Rafael,"Rafael Kesar Angoori Petha, 500 g","The petha is still made the traditional way i.e from white pumpkin or ash gourd that is peeled, de-seeded and then boiled in rose-flavoured sugar syrup (a process called josh Lena). Still soaked in syrup or dried for longer shelf life. Kesar Angoori Petha is a world-famous sweet of Agra. There are more than 15 variants of Petha and Kesar Angoori petha remains a people's choice.",500 g,g,500 g,1,1,300,270,"M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001",India,['8904406135392'],['22719113000297'],https://datalabs.siva3.io/image/Eunimart_groceries_40193687_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-2_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-3_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-4_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-5_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-6_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-7_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-8_1-rafael-kesar-angoori-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904406135392', 'Country of origin: India', 'FSSAI Number: 22719113000297', 'Manufacturer Name & : M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001', 'Marketed by: RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)', 'Best before 01-07-2023', '","RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)",-,-,-,"Pumpkin, Sugar, Water, Saffron",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,Rafael,"Rafael Kesar Angoori Petha, 500 g","The petha is still made the traditional way i.e from white pumpkin or ash gourd that is peeled, de-seeded and then boiled in rose-flavoured sugar syrup (a process called josh Lena). Still soaked in syrup or dried for longer shelf life. Kesar Angoori Petha is a world-famous sweet of Agra. There are more than 15 variants of Petha and Kesar Angoori petha remains a people's choice.",500 g,g,500 g,1,1,300,270,"M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001",India,['8904406135392'],['22719113000297'],https://datalabs.siva3.io/image/Eunimart_groceries_40193687_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-2_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-3_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-4_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-5_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-6_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-7_1-rafael-kesar-angoori-petha.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40193687-8_1-rafael-kesar-angoori-petha.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904406135392', 'Country of origin: India', 'FSSAI Number: 22719113000297', 'Manufacturer Name & : M/s DEV FOOD PRODUCTS, Bungalow no 153 lal kurti agra cantt .sultanpura near panch mukhi hanuman mandir, agra 282001', 'Marketed by: RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)', 'Best before 01-07-2023', '","RAFAEL TRADERS, SR Shoe Complex Hing Ki Mandi Agra 282003 U.P (INDIA)",-,-,-,"Pumpkin, Sugar, Water, Saffron",-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki - Made With jaggery, Healthy Snack, Protein Rich, 200 g POUCH","Why reimagine a classic, you might ask. But wait until you taste our crushed peanut chikki. Made from golden roasted peanuts that have been crushed and melded with sticky-sweet jaggery, this chikki is an explosion of flavour and texture.",200 g POUCH,g,200 g POUCH,1,1,80,80,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['890613339099'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236884_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-2_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-3_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-4_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-5_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Ready to eat.","['EAN Code: 890613339099', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki - Made With jaggery, Healthy Snack, Protein Rich, 200 g POUCH","Why reimagine a classic, you might ask. But wait until you taste our crushed peanut chikki. Made from golden roasted peanuts that have been crushed and melded with sticky-sweet jaggery, this chikki is an explosion of flavour and texture.",200 g POUCH,g,200 g POUCH,1,1,80,80,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['890613339099'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236884_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-2_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-3_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-4_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236884-5_1-sda-peanut-chikki-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Ready to eat.","['EAN Code: 890613339099', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki Ball - Made With jaggery, Healthy Snack, Protein Rich, 200 g POUCH","Chikki Peanut ball is a healthy, delicious traditional Indian candy made of peanuts and jaggery. This natural sweet delicacy is packed with immense health and beauty benefits. The combination of vital vitamins and proteins of peanuts and iron of jaggery.",200 g POUCH,g,200 g POUCH,1,1,85,85,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['40236888'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236888_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-2_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-3_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-4_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-5_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Ready to eat.","['EAN Code: 40236888', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki Ball - Made With jaggery, Healthy Snack, Protein Rich, 200 g POUCH","Chikki Peanut ball is a healthy, delicious traditional Indian candy made of peanuts and jaggery. This natural sweet delicacy is packed with immense health and beauty benefits. The combination of vital vitamins and proteins of peanuts and iron of jaggery.",200 g POUCH,g,200 g POUCH,1,1,85,85,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['40236888'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236888_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-2_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-3_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-4_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236888-5_1-sda-peanut-chikki-ball-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Ready to eat.","['EAN Code: 40236888', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki Nice - Made With jaggery, Healthy Snack, Protein Rich, 200 g POUCH","Nice Peanut Chikki contains peanut that makes it crispy and crunchy in nature. Made of the delightful jaggery with the addition of peanuts, this delightful treat can be consumed at any time of the day and is widely preferred by kids and youngsters and adults as well. It will give a delicious taste. It contains rich protein and nutrition.",200 g POUCH,g,200 g POUCH,1,1,80,80,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['40236886'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236886_1-sda-peanut-chikki-nice-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236886-2_1-sda-peanut-chikki-nice-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236886-3_1-sda-peanut-chikki-nice-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236886-4_1-sda-peanut-chikki-nice-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236886-5_1-sda-peanut-chikki-nice-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Ready to eat.","['EAN Code: 40236886', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki Round - Made With jaggery, Healthy Snack, Protein Rich, 200 g","Peanut Round which is called Kadalai Mittai in south India is a very popular local snack that is accepted by all its called chikki gur gajak in Hindi. This protein-rich snack is a good choice for small kids who won't take food properly. Peanut balls or Kadalai Mittai is a healthy and high Protein delicacy prepared using natural ingredients like peanuts, jaggery and cardamom powder.",200 g,g,200 g,1,1,85,85,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['40236890'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236890_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-2_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-3_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-4_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-5_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Open the packet and eat.","['EAN Code: 40236890', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
RET,RET-10,RET-10-11,RET-10-11-12,RET-10-11-12-11,SDA,"SDA Peanut Chikki Round - Made With jaggery, Healthy Snack, Protein Rich, 200 g","Peanut Round which is called Kadalai Mittai in south India is a very popular local snack that is accepted by all its called chikki gur gajak in Hindi. This protein-rich snack is a good choice for small kids who won't take food properly. Peanut balls or Kadalai Mittai is a healthy and high Protein delicacy prepared using natural ingredients like peanuts, jaggery and cardamom powder.",200 g,g,200 g,1,1,85,85,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['40236890'],['21220189000031'],https://datalabs.siva3.io/image/Eunimart_groceries_40236890_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-2_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-3_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-4_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40236890-5_1-sda-peanut-chikki-round-made-with-jaggery-healthy-snack-protein-rich.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Awesome gift option for your sweet loving friend who is health-conscious.
Open the packet and eat.","['EAN Code: 40236890', 'Country Of Origin: India', 'FSSAI No: 21220189000031', 'Manufactured & Marketed By: Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.', 'Best Before 17-04-2023', '","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,Peanut And Jaggery.,-,-,-,-
