L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Ingredients
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Lavash - 100% Wholewheat, 2X100 g Multipack",Crunchy 100% whole wheat flatbread with no maida which is a favourite with dips! Savour this yummy lavash and share it with your loved ones.,2X100 g Multipack,g MultiPack,2X100 g Multipack,1,1,238,178.5,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",India,['1222165'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_222165_1-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222165-2_1-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222165-3_1-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222165-4_1-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222165-5_1-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222165-6_1-the-bakers-dozen-lavash-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222165-7_1-the-bakers-dozen-lavash-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Once opened, store in an airtight container.","[{'EAN Code': '1222165'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10719012000010'}, {'Manufactured & Marketed by': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560'}, {'Country of origin': 'India'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",-,-,"Wholewheat Flour (Atta), Honey, Sesame Seeds, Iodized Salt, Yeast."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Peanut Butter Cookies 150 g + Garlic Bread - 100% Wholewheat 160 g, Combo 2 Items","The Baker's Dozen Peanut Butter Cookies 150 g
Enjoy the Baker's Dozen healthy Peanut Butter Cookies. These nutty, creamy, crunchy delight of cookies are made with the goodness of peanut butter, a delight for weight watchers and fitness lovers. Made with the love of chocolate this cookie is an instant hit with everyone. Made with 100% natural peanut butter and loaded with little chunks of curvature chocolate.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,288,239.4,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",India,['1222209'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_222209_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-2_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-3_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-4_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-5_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-6_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-7_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222209-8_1-the-bakers-dozen-peanut-butter-cookies-150-g-garlic-bread-100-wholewheat-160-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The Baker's Dozen Peanut Butter Cookies 150 g
Ready to Eat
The Baker's Dozen Garlic Bread - 100% Wholewheat 160 g
As our products are packed in a special airtight (fresh lock) pack and made without any preservatives, once opened, keep refrigerated and use within 3 days. 
Toast slightly before use to regain original texture","[{'EAN Code': '1222209'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed by': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611'}, {'Country of Origin': 'India'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",-,-,"The Baker's Dozen Peanut Butter Cookies 150 g
Peanut Butter (28%), Refined Wheat Flour (Maida), Sugar, Butter, Dark Chocolate (14%), Apple Cider Vinegar, Raising Agent (Baking Soda).
The Baker's Dozen Garlic Bread - 100% Wholewheat 160 g
Wholewheat Flour (Atta), Garlic (4%), Sugar, Iodized Salt, Sunflower Oil, Sourdough, Yeast, Gluten, Flour Treatment Agent (Amylases)."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Peri Peri Crackers - 100% Wholewheat, 100 g","These crackers are baked, not fried! They are unique crunchy chips made with 100% wholewheat, enhanced with Peri-Peri to add that extra tinge. They are perfect with any dip that you may choose to have. No added maida and no preservatives.",100 g,g,100 g,1,1,119,89.25,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",India,['40192817'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_40192817_3-the-bakers-dozen-peri-peri-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192817-2_3-the-bakers-dozen-peri-peri-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192817-3_3-the-bakers-dozen-peri-peri-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192817-4_3-the-bakers-dozen-peri-peri-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192817-5_3-the-bakers-dozen-peri-peri-crackers-100-wholewheat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192817-6_1-the-bakers-dozen-peri-peri-crackers-100-wholewheat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy with dips.,"[{'EAN Code': '40192817'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed By': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",-,-,"Wholewheat Flour (Atta), Peri Peri Powder (5%), Honey, Iodized Salt, Yeast."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Pita Bread 100% Wholewheat 100 g + Lavash - 100% Wholewheat 100 g, Combo 2 Items","The Baker's Dozen Pita Bread 100% Wholewheat 100 g
The perfect base for the perfect falafel! 100% whole wheat, no added maida, no preservatives. This whole wheat pita bread is packed using a special German packaging technology (""fresh lock pack"") that retains its oven-baked freshness. It contains 4 pieces in this pack.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,204,168.3,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",India,['1222211'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_222211_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-2_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-3_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-4_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-5_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-6_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-7_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222211-8_1-the-bakers-dozen-pita-bread-100-wholewheat-100-g-lavash-100-wholewheat-100-g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The Baker's Dozen Pita Bread 100% Wholewheat 100 g
As our products are packed in a special airtight (fresh lock) pack and made without any preservatives, once opened, keep refrigerated and use within 3 days. 
Toast slightly before use to regain original texture.

The Baker's Dozen Lavash - 100% Wholewheat 100 g
Once opened, store in an airtight container.","[{'EAN Code': '1222211'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed by': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560'}, {'Country of origin': 'India'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387560",-,-,"The Baker's Dozen Pita Bread 100% Wholewheat 100 g
Wholewheat Flour (Atta), Sunflower Oil, Iodized Salt, Sourdough, Yeast, Sugar, Flour Treatment Agent (Amylases), Raising Agent (Baking Powder).
The Baker's Dozen Lavash - 100% Wholewheat 100 g
Wholewheat Flour (Atta), Honey, Sesame Seeds, Iodized Salt, Yeast."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Pizza Base Sourdough 140g (Pack of 4) + Chilli Garlic Grissini Breadsticks 100g, Combo 2 Items","The Baker's Dozen Pizza Base - Sourdough 100% Wholewheat 140 g (Pack of 4)
Our unique square-shaped pizza bases are the perfect wholewheat base for the perfect individual-portion pizzas with the added flavour of sourdough. 100% wholewheat and no preservatives.",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,208,173.8,"Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",India,['1222210'],['10719012000010'],https://datalabs.siva3.io/image/Eunimart_groceries_222210_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-2_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-3_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-4_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-5_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-6_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-7_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_222210-8_1-the-bakers-dozen-pizza-base-sourdough-140g-pack-of-4-chilli-garlic-grissini-breadsticks-100g.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"The Baker's Dozen Pizza Base - Sourdough 100% Wholewheat 140 g (Pack of 4)
It can be used as base for delicious pizzas.

The Baker's Dozen Chilli Garlic Grissini Breadsticks - 100% Wholewheat 100 g
Enjoy with dips.","[{'EAN Code': '1222210'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10719012000010'}, {'Manufactured & Marketed By': 'Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611'}]","Mimansa Industries Private Limited, Survey No. 1540, Village-Radhu, TA-Kheda, Gujarat - 387611",-,-,"The Baker's Dozen Pizza Base - Sourdough 100% Wholewheat 140 g (Pack of 4)
Whoelwheat Flour (Atta), Canola Oil, Sourdough, Yeast, Iodized Salt, Flour Treatment Agent (Amylases).
The Baker's Dozen Chilli Garlic Grissini Breadsticks - 100% Wholewheat 100 g
Wholewheat Flour (Atta), Butter, Garlic (6%), Iodized Salt, Yeast, Chilli Flakes, Sunflower Oil."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,The Baker's Dozen,"The Baker's Dozen Ragi Crackers, 100 g Pouch","Unique crunchy chips embodied with Ragi, we are loaded with garlic and are perfect with any dip that you may choose to have.",100 g Pouch,g Pouch,100 g Pouch,1,1,119,89.25,"The Baker's Dozen,A Division of Mimansa Industries Pvt Ltd. 1st floor Indo time industries,Plot no. A-656,TTC Industrial Area, MIDC Khairane, Navi Mumbai-400710",India,['8906076130417'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30004789_4-the-bakers-dozen-ragi-crackers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30004789-2_2-the-bakers-dozen-ragi-crackers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30004789-3_2-the-bakers-dozen-ragi-crackers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30004789-4_2-the-bakers-dozen-ragi-crackers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30004789-5_2-the-bakers-dozen-ragi-crackers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30004789-6_1-the-bakers-dozen-ragi-crackers.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to Eat,"[{'EAN Code': '8906076130417'}, {'Country of origin': 'India'}, {'Manufacturer Name and ': ""The Baker's Dozen,A Division of Mimansa Industries Pvt Ltd. 1st floor Indo time industries,Plot no. A-656,TTC Industrial Area, MIDC Khairane, Navi Mumbai-400710""}]",-,-,-,"Wholewheat Flour (Atta), Ragi Flour (11%), Honey, Garlic, Sesame Seeds, Canola Oil, Sunfower Oil, Iodized Salt."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,UNROLL,"UNROLL Butter Garlic Bread - Heat & Eat, 150 g","Unroll Butter Garlic Bread is a delicious garlic bread, prepared with a blend of garlic and butter. It has a unique buttery richness to it. Taste the yummy goodness of this Butter Garlic Bread. This garlic bread is the perfect combination of flavour and texture. This bread is so soft and airy, yet still has that entire garlicky taste. It makes every bite filled with a whole lot of deliciousness. Enjoy the taste of freshness in this perfect slice of bread. Explore and enjoy such delicious treats available at Big Basket.",150 g,g,150 g,1,1,99,99,"UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",India,['8909856712476'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40296161_1-unroll-butter-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296161-2_1-unroll-butter-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296161-3_1-unroll-butter-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296161-4_1-unroll-butter-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296161-5_1-unroll-butter-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296161-6_1-unroll-butter-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296161-7_1-unroll-butter-garlic-bread-heat-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Defrost for 20-30 mins.
2. Heat them in a microwave oven for 30-40 seconds.
3. Serve warm.","[{'EAN Code': '8909856712476'}, {'Manufactured & Marketed by': 'UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD'}","UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",-,-,"Refined Wheat Flour,Water Vegetable Oil"
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,UNROLL,"UNROLL Cheese Sweetcorn Stuffed Garlic Bread - Heat & Eat, 180 g","Unroll Cheese Sweetcorn Stuffed Garlic Bread is an irresistible garlic bread stuffed with cheesy sweetcorn and lots of Italian flavours. Try this Stuffed Garlic Bread Soft and Cheesy filled with Sweetcorna tasty Garlic Bread Crust. It's so soft and delicious that you'll be surprised how it melts in your mouth with a burst of flavour. It's soft, cheesy and flavourful. Just reheat and enjoy this stuffed garlic bread. Explore and enjoy such delicious treats available at Big Basket.",180 g,g,180 g,1,1,139,139,"UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",India,['8909855784528'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40296163_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-2_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-3_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-4_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-5_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-6_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-7_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296163-8_1-unroll-cheese-sweetcorn-stuffed-garlic-bread-heat-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Defrost for 20-30 mins.
2. Heat them in a microwave oven for 30-40 seconds.
3. Serve warm.","[{'EAN Code': '8909855784528'}, {'Manufactured & Marketed by': 'UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD'}, {'Country of origin': 'India'}","UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",-,-,"Refined Wheat Flour,Water Vegetable Oil"
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,UNROLL,"UNROLL Whole Wheat Garlic Bread - Heat & Eat, 150 g","Unroll Whole Wheat Garlic Bread is specially-crafted garlic bread with whole wheat. It's soft and airy with a yummy flavour. This delicious and fresh garlic bread is soft, airy, and bursting with flavours that you will want more. Made with whole wheat flour, this butter garlic bread is tasty as well as tasty. So, you can have this delicious garlic bread without any guilt. Explore and enjoy such delicious treats available at Big Basket.",150 g,g,150 g,1,1,99,99,"UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",India,['8909851245962'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40296162_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-2_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-3_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-4_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-5_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-6_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-7_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40296162-8_1-unroll-whole-wheat-garlic-bread-heat-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Defrost for 20-30 mins.
2. Heat them in a microwave oven for 30-40 seconds.
3. Serve warm.","[{'EAN Code': '8909851245962'}, {'Manufactured & Marketed by': 'UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD'}, {'Country of origin': 'India'}","UNROLL FOODS PVT LTD SURVEY NO 133,THOKATTA VILLAGE,BOWENPALLY,SECUNDERABAD",-,-,"Refined Wheat Flour, Water Vegetable Oil"
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Wingreens Farms,"Wingreens Farms Baked Pita Bread Crisps - Chilli & Garlic, 100 g","Wingreens Farms Baked Chili Garlic Pita Bread Crisps that is made with wheat flour, chilli flakes, garlic, and other spices. It is light, flavourful and makes a perfect snack. These crisps are baked and not fried which makes them low in carbs and fat. They are not only versatile but also healthier than other crisps. It has a great texture and flavour. It's a healthy alternative when you've got an intense junk food craving. It goes well along with hummus or some cheese. It does not contain any added flavour, colour or preservatives.",100 g,g,100 g,1,1,150,127.5,"WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001",India,['890606654062'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010746_4-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010746-2_2-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010746-3_2-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010746-4_2-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010746-5_1-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Our yummy Baked Chilli Garlic Pita Bread Crisps taste great with all our dips.
2. Simply open a pack of your favourite Wingreens dip and dip away!","[{'EAN Code': '890606654062'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001'}, {'Marketed by': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001'}]","WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001",-,-,"Wheat Flour (80%), Refined Oil, Salt, Garlic (1.2%), Chilli Flakes (0.34%), Mixed Spices."
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Wingreens Farms,"Wingreens Farms Baked Pita Bread Crisps - Chilli & Garlic, 2 x 100 g Multipack","Wingreens Farms Baked Chili Garlic Pita Bread Crisps that is made with wheat flour, chilli flakes, garlic, and other spices. It is light, flavourful and makes a perfect snack. These crisps are baked and not fried which makes it low in carbs and fat. They are not only versatile but also healthier than other crisps. It has a great texture and flavour. It's a healthy alternative when you've got an intense junk food craving. It goes well along with hummus or some cheese. It does not contain any added flavour, colour or preservatives.",2 x 100 g Multipack,g MultiPack,2 x 100 g Multipack,1,1,300,255,"WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001",India,['1213984'],-,https://datalabs.siva3.io/image/Eunimart_groceries_213984_1-wingreens-farms-baked-pita-bread-crisps-chilli-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Our yummy Baked Chilli Garlic Pita Bread Crisps taste great with all our dips.
2. Simply open a pack of your favourite Wingreens dip and dip away!","[{'EAN Code': '1213984'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001'}, {'Marketed by': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001'}]","WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001",-,-,"Wheat Flour (80%), Refined Oil, Salt, Garlic (1.2%), Chilli Flakes (0.34%), Mixed Spices"
RET,RET-10,RET-10-11,RET-10-11-10,RET-10-11-10-11,Wingreens Farms,"Wingreens Farms Crispy Baked Multi-grain Flat Bread - With Flax Seeds, 100 g","Wingreens Farm Baked Multigrain Flatbread is made of the finest ingredients including, whole wheat flour, multigrain flour and some mixed herbs and spices. It contains essential omega 3 fatty acids. They are not only versatile but also healthier than other crisps. It has a great texture and flavour. It's a healthy alternative when you've got an intense junk food craving. It goes well along with hummus or some cheese. It does not contain any added flavour, colour or preservatives.",100 g,g,100 g,1,1,150,127.5,"WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001",India,['8906064654079'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30010748_4-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010748-2_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010748-3_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010748-4_2-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30010748-5_1-wingreens-farms-crispy-baked-multi-grain-flat-bread-with-flax-seeds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Our yummy Baked Chilli Garlic Pita Bread Crisps taste great with all our dips.
2. Simply open a pack of your favourite Wingreens dip and dip away!","[{'EAN Code': '8906064654079'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001'}, {'Marketed by': 'WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001'}]","WINGREENS FARMS PVT LTD, B-19 Info Technology Park, Sector 34, Gurugram, Haryana 122001",-,-,"Whole Wheat Flour, Multigrain Flour (79.48%), Flax Seeds (1.1%), Watermelon Seeds, Mixed Herbs & Spices"
