L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rasna,"Rasna Tomato Veggie Overloaded - Quikie Soup, Gold Pack, 90 g (Pack of 5)","Rasna Soup Pack Of 5 Gold Pack, Tomato Veggie Overload is the only bowl of goodness you need on a bad day. When you're feeling under the weather or just in a bad mood, indulge in a bowl of Tomato Veggie Overload from Rasna to instantly feel better. A great source of energy and nutrition, this soup tastes great with some croutons or bread toast. Enjoy a bowl full of comfort whenever you're in need of nutritious and tasty food after a long day of work. This pack is ready in just a minute and is sure to leave you full and satisfied. Explore a wide range of delectable, nutritious and fun products like soups, choco spreads, protein powders and more from Rasna only on Big Basket.",90 g (Pack of 5),g,90 g (Pack of 5),5,1,75,75,"Pioma Industries Pvt Ltd, Saij, G.I.D.C, Kalol - 382725",India,['40284517'],['12616005000410'],https://datalabs.siva3.io/image/Eunimart_groceries_40284517_1-rasna-tomato-veggie-overloaded-quikie-soup-gold-pack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284517-2_1-rasna-tomato-veggie-overloaded-quikie-soup-gold-pack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284517-3_1-rasna-tomato-veggie-overloaded-quikie-soup-gold-pack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284517-4_1-rasna-tomato-veggie-overloaded-quikie-soup-gold-pack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284517-5_1-rasna-tomato-veggie-overloaded-quikie-soup-gold-pack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Empty the content of this pack into a cup or bowl. Pour 150 ml of boiling water, Stir well and keep aside for one minute. ItÂÂ™s ready. Do not boil the contents of this pack.","[{'EAN Code': '40284517'}, {'FSSAI No': '12616005000410'}, {'Manufactured & Marketed by': 'Pioma Industries Pvt Ltd, Saij, G.I.D.C, Kalol - 382725'}, {'Country of origin': 'India'}]","Pioma Industries Pvt Ltd, Saij, G.I.D.C, Kalol - 382725",-,-,-,-,-,"Sugar, Potato Starch, Dehydrated Vegetables 15% (Tomato Solids, Onion, Garlic, Ginger, Coriander, Leek, Celery, Basil, Beetroot, Cabbage, Mint, Oregano), Salt, Milk Solids. Oat powder, Ragi powder, Jowar powder, Bajra powder. Spices(Pepper, Cinnamon, Cumin.Chilli. Turmeric, Nutmeg, Flavor Enhancer (INS 635), Acidity Regulator (INS 330, INS 60), Thickener (INS 415), Sunflower oil. Anticaking agent ( INS 551), Flavour (Natural Identical tomato flavour)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rasna,"Rasna Veggie Overloaded - Quikie Soup, Gold Pack, 172 g (Pack of 10)","Rasna Soup Pack Of 10, Gold Pack comes with delectable flavours for you to try every day. With a selection of Tomato, Manchow, Hot n Sour and Sweet n Sour, this Rasna Soup Pack Of 10 is a wonderful way to have comfort food in an instant. These Rasna Soup packs are ready in just a minute and can give you a great solution for when you're hungry but have no time. Pick your flavour based on your mood and enjoy a side of breadsticks. Explore a wide range of delectable, nutritious and fun products like soups, choco spreads, protein powders and more from Rasna only on Big Basket.",172 g (Pack of 10),g,172 g (Pack of 10),10,1,150,150,"Adarbehram Foods Pvt Ltd ,survey 907, pramukh swami farm, mahij village, near vijay paper mill, bareja-barejdi road, kheda -387120",India,['8901848004132'],['12616005000410'],https://datalabs.siva3.io/image/Eunimart_groceries_40284514_1-rasna-veggie-overloaded-quikie-soup-gold-pack.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284514-2_1-rasna-veggie-overloaded-quikie-soup-gold-pack.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Empty the content of this pack into a cup or bowl. Pour 150 ml of boiling water, Stir well and keep aside for one minute. ItÂÂ™s ready. Do not boil the contents of this pack.","[{'EAN Code': '8901848004132'}, {'FSSAI No': '12616005000410'}, {'Manufactured & Marketed by': 'Adarbehram Foods Pvt Ltd ,survey 907, pramukh swami farm, mahij village, near vijay paper mill, bareja-barejdi road, kheda -387120'}, {'Country of origin': 'India'}]","Adarbehram Foods Pvt Ltd ,survey 907, pramukh swami farm, mahij village, near vijay paper mill, bareja-barejdi road, kheda -387120",-,-,-,-,-,"Dehydrated Vegetables 20% (Carrot. Cabbage, Leek. Coriarder. Tomato solids, Celery, arlic.Ginger,Onion),Sugar.Potato Starch. Salt. Dried glucose syrup, Oat powder, Ragi powder. Jowar Powder. Bajra powder, Soy sauce powder (Soybean. Wheat. Salt), Spices (Chilli. Clove. Nutmeg, Cumin. Pepper), Flavour Enhancer (INS 635) . Natural color (INS 150d), Acidity Regulator (INS 330). Anticaking agent (INS 551), Sunflower oil. Thickener (INS 415). Flavours (Natural and Nature Identical Soya sauce flavour).
Dehydrated Vegetables 20%(Carrot, Cabbage, Coriander, Leek, Tomato solids, Celery, Garlic, Ginger, Onion),Potato Starch, Dried Glucose syrup, Sugar, Salt, Oat powder, Jowar Powder. Ragi powder. Bajra powder, Soy sauce powder (Soybean. Wheat. Salt). Spices (Chilli.Clove, Nutmeg, Cumin, Pepper). Flavour Enhancer(INS 635) Natural color (INS 150d),SunflowerAnticaking agent (INS 551). Acidity Regulator (I330). Thickener (INS 415). Flavours(Natural andNature Identical Soya sauce flavour)
Dehydrated Vegetables 20% (Green peas. Sweet corn. Bell peppers. Tomato solids, Carrot. cabbage. leek. Coriander. Celery, Garlic. Ginger. Onion, Basil , Oregano). Potato Starch. Dried glucose syrup, Salt, Oat powder, Ragi powder. Jowar Powder. Bajra powder, Soy sauce powder (Soybean, Wheat, Salt), Spices (Chilli, Turmeric. Clove, Cumin, Nutmeg, Pepper, Cinnamon). Acidity Regulator (INS 330. INS 260), Thickener (INS 415), Flavour Enhancer (INS 635), Sunflower oil,Anticaking agent (INS 551),Flavours (Naturaland Nature Identical tomato and soya)
Dehydrated Vegetables 15% (Tomato Solids, Onion, Garlic, Ginger, Coriander, Leek, Celery, Basil, Beetroot, Cabbage, Mint, Oregano), Salt, Milk Solids. Oat powder, Ragi powder, Jowar powder, Bajra powder. Spices(Pepper, Cinnamon, Cumin.Chilli. Turmeric, Nutmeg ,Flavor Enhancer (INS 635), Acidity Regulator (INS 330,INS 60),Thickener (INS 415), Sunflower oil . Anticaking agent ( INS 551), Flavour (Natural Identical tomato flavour)",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rex,"Rex Baking Powder, 100 g","Rex Baking Powder adds additional lightness to your cakes and biscuits. The rising action has a twin benefit, it gets activated as soon as the batter is sifted and mixed, then gets one more boost once the heat is applied. It is an important ingredient for the kitchen shelf.",100 g,g,100 g,1,1,34,34,"Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099",India,['8901030518584'],-,https://datalabs.siva3.io/image/Eunimart_groceries_29212_2-rex-baking-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29212-2_2-rex-baking-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29212-3_2-rex-baking-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29212-4_2-rex-baking-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29212-5_2-rex-baking-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29212-6_2-rex-baking-powder.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_29212-7_2-rex-baking-powder.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8901030518584'}, {'Country Of Origin': 'India'}, {'Manufacturer Name & ': 'Hindustan Unilever Limited, Unilever House, B D Sawant Marg, Chakala, Anderi E, Mumbai - 400099'}]",-,-,-,-,-,"Edible Corn Starch, Raising Agent-500, Sodium Aluminium Sulphate-521.|",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rishta,"Rishta Barnyard Millet Magic Dosa Batter - Low GI, No Preservatives, Stone Ground, 1 kg Pouch","The Rishta Barnyard Millet Dosa Batter is a great way to make delicious millet dosas quickly and easily. Made with barnyard millet, urad dal, poha, salt, and methi, this dosa batter is savoury and super convenient. All you have to do is mix the batter well and simply spread it on tawa to make delicious, crisp and hot dosas. Barnyard millet is low in calories. Barnyard millet is also a good source of highly digestible protein and at the same time is the least caloric dense compared to all other cereals, rich in fiber, has a low glycaemic index and is a gluten-free food. This dosa batter is a better alternative to rice-based dosa, especially for those who are diabetic or want to lose extra weight. Explore the range of Rishta batters and mixes only on Big Basket.",1 kg Pouch,kg,1 kg Pouch,1,1,175,105,"SHRIJRG FOOD PRODUCTS PRIVATE LIMITED, Plot 17N, SY No.49/5 Yedahalli Nelamangala Taluk, Bangalore Rural 562111, Karnataka",India,['40262641'],['12716052000210'],https://datalabs.siva3.io/image/Eunimart_groceries_40262641_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262641-2_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262641-3_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262641-4_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262641-5_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262641-6_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40262641-7_1-rishta-barnyard-millet-magic-dosa-batter-low-gi-no-preservatives-stone-ground.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to use. Mix well before use.,"[{'EAN Code': '40262641'}, {'FSSAI No': '12716052000210'}, {'Manufactured & Marketed by': 'SHRIJRG FOOD PRODUCTS PRIVATE LIMITED, Plot 17N, SY No.49/5 Yedahalli Nelamangala Taluk, Bangalore Rural 562111, Karnataka'}, {'Country of origin': 'India'}]","SHRIJRG FOOD PRODUCTS PRIVATE LIMITED, Plot 17N, SY No.49/5 Yedahalli Nelamangala Taluk, Bangalore Rural 562111, Karnataka",-,-,-,-,-,"Water, barnyard millet (sanwa/samak/oodhalu), urad dal, poha, salt, methi",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rishta,"Rishta Multi Grain Idli Dosa Batter, 800 g Pouch","We have almost one hundred years of experience in food & we assure you a Magical idli dosa meal that your family will love!
No soda
Fluffy Idlis
Tasty Crispy Dosas - every time!
The goodness of Sprouted Ragi & Brown rice
Approved by the staunchest critics
Dietary fibre for better gut health
Support immunity
7. 5 years of research on top-quality grains
Stoneground for the grainy texture
So Tasty that even Kids love it!
We serve what we eat at home",800 g Pouch,g,800 g Pouch,1,1,120,105,"SHRIJRG Food Products Pvt Ltd, Plot No 17N, SY No 49/5, Yedahalli, Nelamangala Taluk, Bangalore Rural 562111.",India,['890801156015'],['10018043002131'],https://datalabs.siva3.io/image/Eunimart_groceries_40187710_3-rishta-multi-grain-idli-dosa-batter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40187710-2_1-rishta-multi-grain-idli-dosa-batter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40187710-3_1-rishta-multi-grain-idli-dosa-batter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40187710-4_1-rishta-multi-grain-idli-dosa-batter.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40187710-5_1-rishta-multi-grain-idli-dosa-batter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"For Idlis: Open the pack, mix well, pour into the mould, and cook for 12-14 minutes.
For Dosas: Open the pack, pour 60 ml water, mix well, Heat the Tawa, pour batter onto the tawa, spread the batter gently and cook till it's crispy and ready to eat.","[{'EAN Code': '890801156015'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10018043002131'}, {'Manufacturer Name & ': 'SHRIJRG Food Products Pvt Ltd, Plot No 17N, SY No 49/5, Yedahalli, Nelamangala Taluk, Bangalore Rural 562111.'}, {'Marketed By': 'SHRIJRG Food Products Pvt Ltd, The Orchid, No 68, 1st floor, 9th main, HMT Layout, RT Nagar, Bangalore 560032.'}]","SHRIJRG Food Products Pvt Ltd, The Orchid, No 68, 1st floor, 9th main, HMT Layout, RT Nagar, Bangalore 560032.",-,-,-,-,"Water (Purified), Rice (Semi Polished), Ragi (Sprouted), Salt (Rock Salt), Methi",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rishta,"Rishta Specialty Idli Dosa Batter, 1 kg (Pack of 2)","We have almost one hundred years of experience in food & we assure you a Magical idli dosa meal that your family will love!
No soda Fluffy Idlis
Tasty Crispy Dosas - Every time!
Approved by the toughest critics 4. 5 years of research on top-quality grains
Stoneground for the grainy texture
So Tasty that even Kids love it!
We serve what we eat at home",1 kg (Pack of 2),kg,1 kg (Pack of 2),2,1,240,210,"SHRIJRG Food Products Pvt Ltd, Plot No 17N, SY No 49/5, Yedahalli, Nelamangala Taluk, Bangalore Rural 562111.",India,['1223138'],['10018043002131'],https://datalabs.siva3.io/image/Eunimart_groceries_223138_1-rishta-specialty-idli-dosa-batter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"For Idlis: Open the pack, mix well, pour into the mould, and cook for 12-14 minutes.
For Dosas: Open the pack, pour 60 ml water, mix well.
Heat the Tawa, pour batter onto the tawa, spread the batter gently and cook till it's crispy and ready to eat.","[{'EAN Code': '1223138'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10018043002131'}, {'Manufacturer Name & ': 'SHRIJRG Food Products Pvt Ltd, Plot No 17N, SY No 49/5, Yedahalli, Nelamangala Taluk, Bangalore Rural 562111.'}, {'Marketed By': 'SHRIJRG Food Products Pvt Ltd, The Orchid, No 68, 1st floor, 9th main, HMT Layout, RT Nagar, Bangalore 560032.'}]","SHRIJRG Food Products Pvt Ltd, The Orchid, No 68, 1st floor, 9th main, HMT Layout, RT Nagar, Bangalore 560032.",-,-,-,-,"Water (Purified), Rice, Urad Dal (Unpolished), Salt, Methi",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,Rishta,"Rishta Specialty Idli Dosa Batter, 1 kg (Pack of 2)","We have almost one hundred years of experience in food & we assure you a Magical idli dosa meal that your family will love!
No soda Fluffy Idlis
Tasty Crispy Dosas - Every time!
Approved by the toughest critics 4. 5 years of research on top-quality grains
Stoneground for the grainy texture
So Tasty that even Kids love it!
We serve what we eat at home",1 kg (Pack of 2),kg,1 kg (Pack of 2),2,1,240,210,"SHRIJRG Food Products Pvt Ltd, Plot No 17N, SY No 49/5, Yedahalli, Nelamangala Taluk, Bangalore Rural 562111.",India,['1223138'],['10018043002131'],https://datalabs.siva3.io/image/Eunimart_groceries_223138_1-rishta-specialty-idli-dosa-batter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"For Idlis: Open the pack, mix well, pour into the mould, and cook for 12-14 minutes.
For Dosas: Open the pack, pour 60 ml water, mix well.
Heat the Tawa, pour batter onto the tawa, spread the batter gently and cook till it's crispy and ready to eat.","[{'EAN Code': '1223138'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '10018043002131'}, {'Manufacturer Name & ': 'SHRIJRG Food Products Pvt Ltd, Plot No 17N, SY No 49/5, Yedahalli, Nelamangala Taluk, Bangalore Rural 562111.'}, {'Marketed By': 'SHRIJRG Food Products Pvt Ltd, The Orchid, No 68, 1st floor, 9th main, HMT Layout, RT Nagar, Bangalore 560032.'}]","SHRIJRG Food Products Pvt Ltd, The Orchid, No 68, 1st floor, 9th main, HMT Layout, RT Nagar, Bangalore 560032.",-,-,-,-,"Water (Purified), Rice, Urad Dal (Unpolished), Salt, Methi",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,SDA PAPPADS,"SDA PAPPADS Corn Papad, 100 g","SDA Corn Papads are prepared from Rice, Salt, and Edible Oil, which makes them fluffy and crunchy appetizers. Just fry these and serve with any meal. These papads are perfect to be served with rice and curries.",100 g,g,100 g,1,1,40,38,"SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",India,['40185550'],['21218189000121'],https://datalabs.siva3.io/image/Eunimart_groceries_40185550_1-sda-pappads-corn-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185550-2_1-sda-pappads-corn-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185550-3_1-sda-pappads-corn-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185550-4_1-sda-pappads-corn-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185550-5_1-sda-pappads-corn-papad.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fry and eat as an accompaniment with hot meals.,"[{'EAN Code': '40185550'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '21218189000121'}, {'Manufactured & Marketed By': 'SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008'}]","SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",-,-,-,-,"Rice, Salt, Corn, Edible Oil.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,SDA PAPPADS,"SDA PAPPADS Fancy Papad, 200 g","SDA Fancy Papads are prepared from Rice, Salt, and Edible Oil, which makes them fluffy and crunchy appetizers. Just fry these and serve with any meal. These papads are perfect to be served with rice and curries.",200 g,g,200 g,1,1,40,38,"SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",India,['40185538'],['21218189000121'],https://datalabs.siva3.io/image/Eunimart_groceries_40185538_1-sda-pappads-fancy-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185538-2_1-sda-pappads-fancy-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185538-3_1-sda-pappads-fancy-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185538-4_1-sda-pappads-fancy-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185538-5_1-sda-pappads-fancy-papad.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fry and eat as an accompaniment with hot meals.,"[{'EAN Code': '40185538'}, {'Country of origin': 'India'}, {'FSSAI Number': '21218189000121'}, {'Manufactured & Marketed By': 'SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008'}]","SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",-,-,-,-,"Rice, Salt, Edible Oil.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,SDA PAPPADS,"SDA PAPPADS Garlic Sandige Papad, 100 g","Papads are prepared from rice, salt, garlic, edible oil, which creates them fluffy and crunchy appetizers. Hygienically prepared and crispy, papad is one of the favourites dishes that can make any boring meal interesting. This flavoursome papad will be your favourite munching option.",100 g,g,100 g,1,1,45,42.75,"SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",India,['40185540'],['21218189000121'],https://datalabs.siva3.io/image/Eunimart_groceries_40185540_1-sda-pappads-sda-garlic-sandige-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185540-2_1-sda-pappads-sda-garlic-sandige-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185540-3_1-sda-pappads-sda-garlic-sandige-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185540-4_1-sda-pappads-sda-garlic-sandige-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185540-5_1-sda-pappads-sda-garlic-sandige-papad.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fry and eat as an accompaniment with hot meals.,"[{'EAN Code': '40185540'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '21218189000121'}, {'Manufactured & Marketed By': 'SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008'}]","SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",-,-,-,-,"Rice, Salt,Garlic, Edible Oil",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,SDA PAPPADS,"SDA PAPPADS Homemade Appalams/Papad - Fryums, Fry & Eat, 200 g Pouch","SDA Fryums Papad is basically papad that is made from fine quality ingredients. A fryums is a thin Indian wafer. It is crisp, long flatbread. This papad has the goodness of urad dal and salt. It is usually served with a meal or can be taken as a snack. It is basically made out of seasoned dough, kneaded, rolled and dried. It is a good appetizer and digestive. It tastes delicious because of its crispiness. It is great accompanied with Indian meals. This versatile papad can be served roasted or fried.",200 g Pouch,g,200 g Pouch,1,1,40,40,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['8951056284376'],['21218189000121'],https://datalabs.siva3.io/image/Eunimart_groceries_40230724_1-sda-pappads-homemade-appalamspapad-fryums-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230724-2_1-sda-pappads-homemade-appalamspapad-fryums-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230724-3_1-sda-pappads-homemade-appalamspapad-fryums-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230724-4_1-sda-pappads-homemade-appalamspapad-fryums-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230724-5_1-sda-pappads-homemade-appalamspapad-fryums-fry-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Roast it, fry in air fryer, deep fry.
2. It is usually served with a meal or can be taken as a snack.","[{'EAN Code': '8951056284376'}, {'Country Of Origin': 'India'}, {'FSSAI No': '21218189000121'}, {'Manufactured & Marketed By': 'Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.'}]","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,-,"Wheat Flour, Salt, Spice Edible Oil.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,SDA PAPPADS,"SDA PAPPADS Homemade Appalams/Papad - Tube, Fry & Eat, 150 g Pouch","SDA Tube Papad are made from fine quality ingredients. It is crisp, long tube like papad. It is usually served with a meal or can be taken as a snack. Enjoy the taste of gold finger. It is good appetizer and digestive. It tastes delicious because of its crispiness. It is great accompanied with Indian meals.",150 g Pouch,g,150 g Pouch,1,1,38,38,"Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",India,['8951056284147'],['21218189000121'],https://datalabs.siva3.io/image/Eunimart_groceries_40230726_1-sda-pappads-homemade-appalamspapad-tube-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230726-2_1-sda-pappads-homemade-appalamspapad-tube-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230726-3_1-sda-pappads-homemade-appalamspapad-tube-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230726-4_1-sda-pappads-homemade-appalamspapad-tube-fry-eat.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40230726-5_1-sda-pappads-homemade-appalamspapad-tube-fry-eat.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Deep fry and eat it.
2. It is usually served with a meal or can be taken as a snack.","[{'EAN Code': '8951056284147'}, {'Country Of Origin': 'India'}, {'FSSAI No': '21218189000121'}, {'Manufactured & Marketed By': 'Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.'}]","Sri Durga Agency NO.18,18TH B CROSS,LAKSHMIPURAM,ULSOOR,BANGALORE-560008.",-,-,-,-,"Wheat Flour, Salt, Spice Edible Oil.",-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-16,SDA PAPPADS,"SDA PAPPADS Jeera Papad, 100 g","SDA Jeera Papads are prepared from Rice, Salt, Jeera, and Edible Oil, which makes them fluffy and crunchy appetizers. Just fry these and serve with any meal. These papads are perfect to be served with rice and curries.",100 g,g,100 g,1,1,42,39.9,"SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",India,['40185552'],['21218189000121'],https://datalabs.siva3.io/image/Eunimart_groceries_40185552_1-sda-pappads-jeera-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185552-2_1-sda-pappads-jeera-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185552-3_1-sda-pappads-jeera-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185552-4_1-sda-pappads-jeera-papad.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40185552-5_1-sda-pappads-jeera-papad.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fry and eat as an accompaniment with hot meals.,"[{'EAN Code': '40185552'}, {'Country Of Origin': 'India'}, {'FSSAI Number': '21218189000121'}, {'Manufactured & Marketed By': 'SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008'}]","SRI DURGA AGENCIES/#18, 1st flour,18th ""b"" cross CMH Road,Lakshmipuram,Halasuru,Bangaluru-560008",-,-,-,-,"Rice, Salt, Jeera, Edible Oil.",-,-,-,-
