L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Schweppes,"Schweppes Bitter Lemon Original Mixer Carbonated Water, 300 ml","The Schweppes Bitter Lemon is your best friend for party nights when you must take up the role of a professional bartender! Make excellent drinks in seconds with this mixer. The bitter lemon flaunts a signature taste of lemon pith and peels which gives it a raw and citrusy flavour. It is the perfect, refreshing drink, coupled with a few ice cubes. Or mix it with your favourite liqueur or sweetener or create exciting cocktails with it. Trust Schweppes for all your beverage needs! Explore a range of mixers, tonics, ales, beers and more that are sure to add that extra spark to all your party nights, only on Big Basket.",300 ml,ml,300 ml,1,1,75,65,"Hindustan Coca Cola Beverages Pvt. Ltd. Survey No. 284 P, At and Post Kudus Taluka Wada Thane (Maharashtra) 421312",India,['8901764251252'],['10012022000261'],https://datalabs.siva3.io/image/Eunimart_groceries_40286474_1-schweppes-bitter-lemon-original-mixer-carbonated-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286474-2_1-schweppes-bitter-lemon-original-mixer-carbonated-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286474-3_1-schweppes-bitter-lemon-original-mixer-carbonated-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286474-4_1-schweppes-bitter-lemon-original-mixer-carbonated-water.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40286474-5_1-schweppes-bitter-lemon-original-mixer-carbonated-water.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Simply pour out a glass of Bitter Lemon and add some ice and enjoy a non-alcoholic, refreshing drink.
Add a sweetener if you don't prefer bitter drinks.
Replace normal Tonic water with Bitter lemon for your favourite Gin and tonic drinks, for a most bitter and zesty cocktail.","['EAN Code: 8901764251252', 'Country Of Origin: India', 'FSSAI No:10012022000261', 'Manufacture Name:Hindustan Coca Cola Beverages Pvt. Ltd. Survey No. 284 P, At and Post Kudus Taluka Wada Thane (Maharashtra) 421312', 'Best Before 03-06-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']",-,-,-,-,"Carbonated Water, Sugar, Acidity Regulator (330), Preservative (211). Quinine, Colour (102) & Flavours (Natural Flavouring Substances).",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sepoy & Co.,"Sepoy & Co. Classic Lemonade With Natural Fruit - Balanced Botanical Mixer, Low Calories, 200 ml",Sepoy Classic Lemonades are carefully packed and delivered to you. A classic blend of Italian lemon juice concentrate and natural lemon oils gives this drink a rich and nostalgic profile. They are best served chilled.,200 ml,ml,200 ml,1,1,95,95,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",India,['8908012471141'],['23318009000055'],https://datalabs.siva3.io/image/Eunimart_groceries_40243045_1-sepoy-co-classic-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243045-2_1-sepoy-co-classic-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243045-3_1-sepoy-co-classic-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243045-4_1-sepoy-co-classic-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243045-5_1-sepoy-co-classic-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908012471141', 'FSSAI No: 23318009000055', 'Manufactured & Marketed by: Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",-,-,-,"Water, Fructose, Lemon Juice Concentrate 0.9% (equivalent to 6% reconstituted), Pear juice concentrate 0.4% (equivalent to 2.5% reconstituted), Carbon Dioxide (INS 290), citric acid (INS 330), antioxidant (INS 300), contains added natural flavours (Natural Flavouring Substances). Contains Fruit.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sepoy & Co.,"Sepoy & Co. Mint Tonic Water - Natural Quinine, Balanced Botanical Mixer, Low Calories, 200 ml",Sepoy Mint Tonic Waters are carefully packed and delivered to you. A complex innovative tonic with a natural and a playful contrast between bitterness and fresh mint. And are best enjoyed chilled by themselves or paired with your favourite spirits!,200 ml,ml,200 ml,1,1,95,95,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",India,['8908012471011'],['23318009000055'],https://datalabs.siva3.io/image/Eunimart_groceries_40243040_1-sepoy-co-mint-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243040-2_1-sepoy-co-mint-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243040-3_1-sepoy-co-mint-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243040-4_1-sepoy-co-mint-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243040-5_1-sepoy-co-mint-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908012471011'}, {'FSSAI No': '23318009000055'}, {'Manufactured & Marketed by': 'Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070'}, {'Country of origin': 'India'}]","Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",-,-,-,"Carbonated Water, Fructose, Acidity Regulator ( INS 330 ), Quinine, Contains added natural flavour ( natural Flavouring substances )",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sepoy & Co.,"Sepoy & Co. Original Ginger Ale - Naturally Light , Botanical Mixer, 200 ml","Ginger Ale is carefully packed and delivered to you. A distinctive blend of the finest ginger from India and Africa, along with subtle citric flavours gives our ginger ale a fiery and authentic flavour. And are best enjoyed chilled by themselves or paired with your favourite spirits!",200 ml,ml,200 ml,1,1,95,95,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",India,['40243044'],['23318009000055'],https://datalabs.siva3.io/image/Eunimart_groceries_40243044_1-sepoy-co-original-ginger-ale-naturally-light-botanical-mixer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243044-2_1-sepoy-co-original-ginger-ale-naturally-light-botanical-mixer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243044-3_1-sepoy-co-original-ginger-ale-naturally-light-botanical-mixer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243044-4_1-sepoy-co-original-ginger-ale-naturally-light-botanical-mixer.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243044-5_1-sepoy-co-original-ginger-ale-naturally-light-botanical-mixer.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40243044'}, {'FSSAI No': '23318009000055'}, {'Manufactured & Marketed by': 'Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070'}, {'Country of origin': 'India'}]","Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",-,-,-,"Carbonated Water, Fructose, Acidity Regulator ( INS 330 ), Contains Natural Colour (150d) and added natural flavours ( natural Flavouring substances )",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sepoy & Co.,"Sepoy & Co. Spiced Grapefruit Tonic Water - Natural Quinine, Balanced Botanical Mixer, Low Calories, 200 ml","Sepoy Spiced Grapefruit Tonic Waters are carefully packed and delivered to you. A medium-bodied versatile drink that oozes grapefruit along with traces of spices like cardamom, cinnamon, and clove. And are best enjoyed chilled by themselves or paired with your favourite spirits!",200 ml,ml,200 ml,1,1,95,95,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",India,['8908012471028'],['23318009000055'],https://datalabs.siva3.io/image/Eunimart_groceries_40243041_1-sepoy-co-spiced-grapefruit-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243041-2_1-sepoy-co-spiced-grapefruit-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243041-3_1-sepoy-co-spiced-grapefruit-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243041-4_1-sepoy-co-spiced-grapefruit-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243041-5_1-sepoy-co-spiced-grapefruit-tonic-water-natural-quinine-balanced-botanical-mixer-low-calories.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8908012471028'}, {'FSSAI No': '23318009000055'}, {'Manufactured & Marketed by': 'Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070'}, {'Country of origin': 'India'}]","Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",-,-,-,"Carbonated Water, Fructose, Acidity Regulator ( INS 330 ), Quinine, Contains added natural flavour ( natural Flavouring substances )",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sepoy & Co.,"Sepoy & Co. Tropical Lemonade With Natural Fruit - Balanced Botanical Mixer, Low Calories, 200 ml","Sepoy Tropical Lemonades are carefully packed and delivered to you. The Real Italian juice concentrate is balanced with fruit notes and a hint of cardamom, to give this drink a refreshing tropical taste. They are best enjoyed chilled by themselves.",200 ml,ml,200 ml,1,1,95,95,"Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",India,['8908012471158'],['23318009000055'],https://datalabs.siva3.io/image/Eunimart_groceries_40243046_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243046-2_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243046-3_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243046-4_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40243046-5_1-sepoy-co-tropical-lemonade-with-natural-fruit-balanced-botanical-mixer-low-calories.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8908012471158', 'FSSAI No: 23318009000055', 'Manufactured & Marketed by: Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Jayanti Cold Storage, Village Dadar, Alwar, Rajasthan-301001 & Sepoy Beverages LLP., Block 5, C 6 & 7, LSC, Vasant Kunj, New Delhi - 110070",-,-,-,"Water, Fructose, Pear Juice Concentrate 2% (equivalent to 12% reconstituted), lemon juice concentrate 0.7% (equivalent to 5% reconstituted), Carbon Dioxide (INS 290), citric acid (INS 330), antioxidant (INS 300), contains natural colour (E 160a(iii)) and added natural flavours (Natural Flavouring Substances). Contains Fruit.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sippin,"Sippin Assorted Mix, 64 g","The Sippin' Assorted Mixes make some fruity drinks, some refreshing gulps and some classic cocktails. We've basically built you a bar in a box that's the ultimate wow-factor at any party. Let your guests pick what they love best from an assorted box of exotic flavours. Tastes might collide but their tipsy tales won ™t as they sip on your cocktails.",64 g,g,64 g,1,1,300,300,"Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",India,['8908015328084'],['10020031003632'],https://datalabs.siva3.io/image/Eunimart_groceries_40217129_2-sippin-assorted-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217129-2_2-sippin-assorted-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217129-3_2-sippin-assorted-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217129-4_2-sippin-assorted-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217129-5_2-sippin-assorted-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217129-6_2-sippin-assorted-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"For Cocktails - Pick your favourite liquors with your choice of flavours or look out for our recommendations in our recipe card in the box.
For Mocktails - Stir it into soda and/or water","['EAN Code: 8908015328084', 'FSSAI No: 10020031003632', 'Manufactured & Marketed by:Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001  ', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",-,-,-,"Sugar, Acidity Regulators (e330, E296, E334, E330, E296), Edible Common Salt, Apple Fruit Powder, Spices And Condiments (black Salt, Black Rock Salt, Cumin, Asafoetida, Green Mango Powder), Edible Common Salt, Red Chilli, Food Colours (e124, E122, E171, E127, E110, E102). Contains Permitted Synthetic Food Colours And Added Flavours (Natural Flavouring Substance, Nature-identical Flavouring Substance And Artificial Flavouring Substance). This Contains Artificial Sweetener Sucralose E955.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sippin,"Sippin Cosmo Cranberry Ginger Mix, 80 g","The Sippin' Cosmo: Cranberry Ginger Mix makes a punchy, refreshing drink that's an instant hit at any party. It has been created with premium, delicious flavours that brew an authentic Cosmopolitan cocktail or mocktail without any hassle.",80 g,g,80 g,1,1,300,300,"Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",India,['40217122'],['10020031003632'],https://datalabs.siva3.io/image/Eunimart_groceries_40217122_2-sippin-cosmo-cranberry-ginger-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217122-2_2-sippin-cosmo-cranberry-ginger-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217122-3_2-sippin-cosmo-cranberry-ginger-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217122-4_2-sippin-cosmo-cranberry-ginger-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217122-5_2-sippin-cosmo-cranberry-ginger-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217122-6_2-sippin-cosmo-cranberry-ginger-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Just snip, add soda/water and stir
Cocktails - We recommend mixing it up with Vodka, White Rum or Gin.
Mocktails - Stir it into soda and/or water.","['EAN Code: 40217122', 'FSSAI No: 10020031003632', 'Manufactured & Marketed by:Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001  ', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",-,-,-,"Sugar, Acidity Regulators (e330, E296), Edible Common Salt, Food Colours (e124, E122) Contains Permitted Synthetic Food Colours And Added Flavours (Natural Flavouring Substance-ginger And Nature Identical Flavouring Substance- Cranberry) This Contains Artificial Sweetener Sucralose E955.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sippin,"Sippin Lychee Lime Mix, 80 g","The Sippin' Lychee Lime Mix makes a mouthwatering, indulgent drink that's definitely a wow factor at any party. It has been created with a delicate balance of sweet Lychees and tangy Lime that brews a mouthwatering cocktail or mocktail without any hassle.",80 g,g,80 g,1,1,300,300,"Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",India,['8908015328060'],['10020031003632'],https://datalabs.siva3.io/image/Eunimart_groceries_40217127_2-sippin-lychee-lime-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217127-2_2-sippin-lychee-lime-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217127-3_2-sippin-lychee-lime-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217127-4_2-sippin-lychee-lime-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217127-5_2-sippin-lychee-lime-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217127-6_2-sippin-lychee-lime-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Just Snip, add soda/water and stir
Cocktails - We recommend mixing it up with Gin or Vodka.
Mocktails - Stir it into soda and/or water.","['EAN Code: 8908015328060', 'FSSAI No: 10020031003632', 'Manufactured & Marketed by:Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001  ', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",-,-,-,"Sugar, Acidity Regulators (e330, E296), Black Salt, Food Colour (e102). Contains Permitted Synthetic Food Colour And Added Flavour (artificial Flavouring Substance- Lychee And Lemon) This Contains Artificial Sweetener Sucralose E955.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sippin,"Sippin Mix Fruit Sangria Mix, 80 g","Mix Fruit Sangria mix makes an indulgent, tempting drink that's a no-brainer with your wine at dinner soir es. It has been created with tantalizing fruity flavours that brew an authentic Sangria cocktail or mix-fruit mocktail without any hassle.",80 g,g,80 g,1,1,300,300,"Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",India,['8908015328039'],['10020031003632'],https://datalabs.siva3.io/image/Eunimart_groceries_40217124_2-sippin-mix-fruit-sangria-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217124-2_2-sippin-mix-fruit-sangria-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217124-3_2-sippin-mix-fruit-sangria-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217124-4_2-sippin-mix-fruit-sangria-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217124-5_2-sippin-mix-fruit-sangria-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217124-6_2-sippin-mix-fruit-sangria-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Just snip, add soda/water, stir
Cocktails - We recommend mixing it up with red or white wine.
Mocktails - Stir it into soda and/or water.","['EAN Code: 8908015328039', 'FSSAI No: 10020031003632', 'Manufactured & Marketed by:Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001  ', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",-,-,-,"Sugar, Apple Fruit Powder (0.5 %*) Acidity Regulators (E334, E330, E296), Edible Common Salt. Contains Added Flavours (Natural Flavouring Substance-pomegranate And Nature Identical Flavouring Substance- Apple And Lemon Flavour) This Contains Artificial Sweetener Sucralose E955.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sippin,"Sippin Orange Cinnamon Mix, 80 g","The Sippin' Orange Cinnamon Mix makes an indulgent, mouthwatering drink that's a sure-shot winner at any celebration. It has been blended with the citrus sparks of Orange and a playful hint of Cinnamon that brews an authentic whiskey sour, old fashioned or screwdriver cocktail or mocktail without any hassle.",80 g,g,80 g,1,1,300,300,"Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",India,['8908015328022'],['10020031003632'],https://datalabs.siva3.io/image/Eunimart_groceries_40217123_2-sippin-orange-cinnamon-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217123-2_2-sippin-orange-cinnamon-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217123-3_2-sippin-orange-cinnamon-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217123-4_2-sippin-orange-cinnamon-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217123-5_2-sippin-orange-cinnamon-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217123-6_2-sippin-orange-cinnamon-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Just Snip, Add Liquor(optional), Add Soda/Water, Stir
Cocktails - We recommend mixing it up with Whiskey, Vodka or Gin.
Mocktails - Stir it into soda and/or water.","['EAN Code: 8908015328022', 'FSSAI No: 10020031003632', 'Manufactured & Marketed by:Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001  ', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",-,-,-,"Sugar, Acidity Regulators (e334, E330, E296), Black Salt, Food Colours (e110, E102). Contains Permitted Synthetic Food Colours And Contains Added Flavours (Natural Flavouring Substance- Cinnamon And Nature Identical Flavouring Substance- Orange) This Contains Artificial Sweetener Sucralose E955.",-,-
RET,RET-10,RET-10-13,RET-10-13-10,RET-10-13-10-15,Sippin,"Sippin Pina Colada Mix, 80 g","The Sippin' Pina Colada Mix makes a delectable, refreshing drink that's an instant tropical throwback. It has been created with the tangy freshness of Pineapples mixed with the rich overtones of tropical coconut that brews an authentic Pina Colada cocktail or mocktail without any hassle.",80 g,g,80 g,1,1,300,300,"Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",India,['8908015328046'],['10020031003632'],https://datalabs.siva3.io/image/Eunimart_groceries_40217125_2-sippin-pina-colada-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217125-2_2-sippin-pina-colada-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217125-3_2-sippin-pina-colada-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217125-4_2-sippin-pina-colada-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217125-5_2-sippin-pina-colada-mix.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40217125-6_2-sippin-pina-colada-mix.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Just snip, add soda/water and stir
Cocktails - We recommend mixing it up with white rum or vodka.
Mocktails - Stir it into soda and/or water.","['EAN Code: 8908015328046', 'FSSAI No: 10020031003632', 'Manufactured & Marketed by:Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001  ', 'Country of origin: India', 'Best before 03-09-2023', 'For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 ']","Armishi Beverages LLP, 7 Swallow Lane, Kolkata- 700001",-,-,-,"Sugar, Acidity regulators (E330, E296), Black Salt, Food Colours (E110, E102). CONTAINS PERMITTED SYNTHETIC FOOD COLOURS AND ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES- PINEAPPLE AND COCONUT) This Contains artificial sweetener Sucralose E955.",-,-
