L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,Package Contains,About
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Coffee Mug - Imperial Series, Microwave Safe, White, TMDS01WC, 310 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favourite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate, and pretty much anything that comes to mind.",310 ml,ml,310 ml,1,1,220,119,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109818'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285930_1-tibros-imperial-series-mug-tmds01wc-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285930-2_1-tibros-imperial-series-mug-tmds01wc-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift for coffee lovers who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday, Christmas, valentines day, father's or mother's day or anniversary gifts.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109818'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 310 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 8"" X 9.5""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Dinner Set - Melamine, Gold Temple Tree, Aster Series, White, 15 pcs","Tibros brings to you Aster Series Melamine Gold Temple Tree Dinner Set that contains 15 pieces. It is made of 100% Melamine material. It is a non-porous, hygienic dinnerware solution for your family. This set is easy to clean and non-stain. It has a unique modern design, vibrant prints on smooth super white surfaces. It is stackable dinnerware that is easy to store as it does not take much space. They are microwave safe, lightweight and dishwasher safe.",15 pcs,pcs,15 pcs,15,1,2169,1499,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134107395'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40245643_1-tibros-aster-series-melamine-dinner-set-gold-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245643-2_1-tibros-aster-series-melamine-dinner-set-gold-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245643-3_1-tibros-aster-series-melamine-dinner-set-gold-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245643-4_1-tibros-aster-series-melamine-dinner-set-gold-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245643-5_1-tibros-aster-series-melamine-dinner-set-gold-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245643-6_1-tibros-aster-series-melamine-dinner-set-gold-temple-tree-design-lightweight-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made 100% Melamine material.
Durable and stable.
Safe to use.
Long-lasting.
Sturdy, hygienic, food-safe, scratch-resistant and dishwasher are safe.","Great gift for any festive occasion like Diwali, house-warming function, wedding ceremony, etc.
Use it for a special occasion or everyday use.","['EAN Code: 8904134107395', 'Manufactured & Marketed By: Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89', 'Country of Origin: India', '","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"Brand:- Tibros
Type:- Dinner Set
Material:- Melamine
Colour:- Multicolour
Dimensions:- 55 x 33 x 18 cm
Features:- Break and chip resistant and lightweight, Dishwasher Safe with extra Strong, Food grade Material 100% hygienic, Strong construction break-resistant, Thermal resistant, Great for gifting your loved ones. 
Shape:- Round
Design:- Golden Temple Tree
Microwave safe:- Yes
Dishwasher Safe:- Yes
Package Content:- Dinner Plate “ 6, Katori - 6, Serving Bowl - 1, Serving Bowl Lid - 1, Serving Spoon “ 1
Content Qty:- 15 pcs
Model no:- Gold_15",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Dinner Set - Melamine, Silver Temple Tree, Aster Series, White, 16 pcs","Tibros brings to you Aster Series Melamine Silver Temple Dinner Set that contains 16 pieces. It is made of 100% Melamine material. It is a non-porous, hygienic dinnerware solution for your family. This set is easy to clean and non-stain. It has a unique modern design, vibrant prints on smooth super white surfaces. It is stackable dinnerware that is easy to store as it does not take much space. They are microwave safe, lightweight and dishwasher safe",16 pcs,pcs,16 pcs,16,1,1849,1299,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134107234'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40245640_1-tibros-aster-series-melamine-dinner-set-silver-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245640-2_1-tibros-aster-series-melamine-dinner-set-silver-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245640-3_1-tibros-aster-series-melamine-dinner-set-silver-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245640-4_1-tibros-aster-series-melamine-dinner-set-silver-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245640-5_1-tibros-aster-series-melamine-dinner-set-silver-temple-tree-design-lightweight-durable.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40245640-6_1-tibros-aster-series-melamine-dinner-set-silver-temple-tree-design-lightweight-durable.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Made 100% Melamine material.
Durable and stable.
Safe to use.
Long-lasting.
Sturdy, hygienic, food-safe, scratch-resistant and dishwasher are safe.","Great gift for any festive occasion like Diwali, house-warming function, wedding ceremony, etc.
Use it for a special occasion or everyday use.","['EAN Code: 8904134107234', 'Manufactured & Marketed By: Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89', 'Country of Origin: India', '","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"Brand:- Tibros
Type:- Dinner Set
Material:- Melamine
Colour:- Multicolour
Dimensions:- 55 x 33 x 18 cm
Features:- Break and chip resistant and lightweight, Dishwasher Safe with extra Strong, Food grade Material 100% hygienic, Strong construction break-resistant, Thermal resistant, Great for gifting your loved ones. 
Shape:- Round
Design:- Silver Temple Tree
Microwave safe:- Yes
Dishwasher Safe:- Yes
Package Content:- Dinner Plate “ 4, Small Plate “ 4, Katori - 4, Mini Katori - 4
Content Qty:- 16 pcs
Model no:- Silver_16",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Happy Birthday Coffee Mug - Imperial Series, Microwave Safe, White, TMLT01B, 400 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages and remember your Birthday. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favourite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate cocoa, beer, wine, party cocktails, and pretty much anything that comes to mind.",400 ml,ml,400 ml,1,1,220,119,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109955'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285944_1-tibros-imperial-series-mug-tmlt01b-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285944-2_1-tibros-imperial-series-mug-tmlt01b-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift on a birthday who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109955'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 400 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 8"" X 11""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Happy Birthday Coffee Mug - Imperial Series, Microwave Safe, White, TMLT01C, 400 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages and remember your Birthday. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favourite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate cocoa, beer, wine, party cocktails, and pretty much anything that comes to mind.",400 ml,ml,400 ml,1,1,220,149,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109979'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285946_1-tibros-imperial-series-mug-tmlt01c-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285946-2_1-tibros-imperial-series-mug-tmlt01c-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift on a birthday who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109979'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 400 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 8"" X 11""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Happy Birthday Coffee Mug - Imperial Series, Microwave Safe, White, TMLT01F, 400 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages and remember your Birthday. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favourite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate cocoa, beer, wine, party cocktails, and pretty much anything that comes to mind.",400 ml,ml,400 ml,1,1,220,119,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109986'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285947_1-tibros-imperial-series-mug-tmlt01f-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285947-2_1-tibros-imperial-series-mug-tmlt01f-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift on a birthday who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109986'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 400 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 8"" X 11""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Happy Birthday Coffee Mug - Imperial Series, Microwave Safe, White, TMLT01H, 400 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages and remember your Birthday. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favourite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate cocoa, beer, wine, party cocktails, and pretty much anything that comes to mind.",400 ml,ml,400 ml,1,1,220,149,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['40285945'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285945_1-tibros-imperial-series-mug-tmlt01h-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285945-2_1-tibros-imperial-series-mug-tmlt01h-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift on a birthday who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday.
4. Works as a pencil case mug as well.","[{'EAN Code': '40285945'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 400 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 8"" X 11""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros Imperial Series Mug TMRS01T - Microwave Safe, 350 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favorite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate, and pretty much anything that comes to mind.",350 ml,ml,350 ml,1,1,220,119,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109849'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285933_1-tibros-imperial-series-mug-tmrs01t-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285933-2_1-tibros-imperial-series-mug-tmrs01t-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift for coffee lovers who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday, Christmas, valentines day, father's or mother's day or anniversary gifts.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109849'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 350 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 7.5"" X 9.5""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros In My Heart Coffee Mug - Imperial Series, Microwave Safe, White, TMRS01H, 350 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favorite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate, and pretty much anything that comes to mind.",350 ml,ml,350 ml,1,1,220,149,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109863'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285935_1-tibros-imperial-series-mug-tmrs01h-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285935-2_1-tibros-imperial-series-mug-tmrs01h-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift for coffee lovers who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday, Christmas, valentines day, father's or mother's day or anniversary gifts.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109863'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 350 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 7.5"" X 9.5""
10. Package Contents : 1 Pc",-,-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Tibros,"Tibros King Coffee Mug - Imperial Series, Microwave Safe, White, TMCN01K, 300 ml","Good drinkware makes a major difference in enhancing the taste of your drink. Add elegance and utility to your dinner table with our ceramic mugs. This mug is a great way to enjoy your beverages. It has been masterfully crafted from fine-quality material that imparts a sleek sheen, making for a durable addition to your Kitchenware. It is made for all of your favorite drinks. Perfect for both hot and cold beverages, like coffee, tea, milk, juice, water, sports drinks, smoothies and milkshakes, chocolate cocoa, beer, wine, party cocktails, and pretty much anything that comes to mind.",300 ml,ml,300 ml,1,1,220,149,"Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",India,['8904134109887'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40285937_1-tibros-imperial-series-mug-tmcn01k-microwave-safe.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40285937-2_1-tibros-imperial-series-mug-tmcn01k-microwave-safe.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Easy to clean
2. For home & restaurant use
3. Dishwasher safe.
4. Microwave safe
5. Food grade 100% Hygiene
6. Break and chip resistance
7. BPA Free
8. Printed images on both sides.","1. Great gift for coffee lovers who will appreciate it for years.
2. This is an ideal gift for men and women.
3. Give it to your mom, dad, daughter, sister, boyfriend, girlfriend, husband, wife, male or female co-workers, daughter, grandpa, grandma, grandson or granddaughter, or your best friend for their birthday, Christmas, valentines day, father's or mother's day or anniversary gifts.
4. Works as a pencil case mug as well.","[{'EAN Code': '8904134109887'}, {'Manufactured & Marketed by': 'Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89'}, {'Country of origin': 'India'}]","Tibros, Siddharth Enterprises, 121 - Kunj Resi Plaza, Zadeshwar Road, Maktampur, Bharuch - 392001, Gujarat. Ph. - 02642 - 226787 / 88 / 89",-,-,-,"1. Brand : Tibros
2. Type : Mug
3. Material : Stoneware 
4. Colour : White
5. Design : Yes
6. Capacity : 300 ml
7. Dishwasher Safe : Yes
8. Microwave Safe : Yes
9. Dimensions in CMS : 8"" X 11.2""
10. Package Contents : 1 Pc",-,-
