L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Specification,About
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Matt Magic Extra Dark Pencil - Used For Drawing, Writing, 10 pcs","Apsara Matt Magic Pencil is made from well-treated and high-quality wood and leads to making them soft, long-lasting and easy to sharpen. Its super dark lead needs less pressure when writing and stays dark for a long time. These pencils have a matt black coating and bright colour wood on the inside. It is ideal to use for writing and drawing in school or at home.",10 pcs,pcs,10 pcs,10,1,70,59,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['8901324057683'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40188555_3-apsara-matt-magic-extra-dark-pencil-used-for-drawing-writing.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40188555-2_1-apsara-matt-magic-extra-dark-pencil-used-for-drawing-writing.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made from well-treated and high-quality wood and led.
2. It is soft and long-lasting.
3. This pencil is easy to sharpen and use.
4. It's made for dark and neat writing.","1. You can use it for writing or drawing.
2. Perfect to you for students.","['EAN Code: 8901324057683', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand :- APSARA.
2. Type :- Pencil.
3. Material :- Wood.
4. Colour :- Black.
5. Feature:- Softwood for easy sharpening, Dark lead needs less pressure when writing, Extra dark lead for good handwriting.
6. Package Contents:- 10 Pcs of Pencil.
7. Body Material:- Cardboard.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Non Dust Eraser - Non-Toxic, Dust Free, 20 pcs","Apsara Non Dust Eraser is a non-toxic eraser. A premium quality eraser that makes your work easy. It is safe for children & the environment. These erasers are dust-free, break-resistant, have a comfortable edge and gives you non-messy erasing. It is perfect for clean and precise erasing. This eraser is conventional and effective.",20 pcs,pcs,20 pcs,20,1,60,59,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['8901324003789'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20004358_4-apsara-non-dust-eraser-non-toxic-dust-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is a non-toxic eraser.
2. It is safe for children & the environment.
3. It makes your work easy, non-messy, dust-free, is break-resistant and has a comfortable edge.","1. Ideal for precision use.
2. The eraser can be used on any paper.","['EAN Code: 8901324003789', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand :- APSARA.
2. Type :- Eraser.
3. Material :- Rubber.
4. Colour :- White.
5. Feature :- Easy grip while erasing, Smooth and soft non-dust eraser, Soft and smooth on paper.
6. Package Contents :- 20 pcs of Eraser.
7. Body Material :- Cardboard.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Non Dust Eraser - Non-Toxic, For Neat & Clean Work, 20 pcs","Apsara Non Dust Erasers is a non-toxic eraser. A premium quality eraser that makes your work easy. It is safe for children & the environment. These erasers are dust-free, break-resistant, have a comfortable edge and gives you non-messy erasing. It is perfect for clean and precise erasing. This eraser is conventional and effective.",20 pcs,pcs,20 pcs,20,1,100,95,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['8901324004526'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40231922_1-apsara-non-dust-eraser-non-toxic-for-neat-clean-work.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231922-2_1-apsara-non-dust-eraser-non-toxic-for-neat-clean-work.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. It is a non-toxic eraser.
2. It is safe for children & the environment.
3. It makes your work easy, non-messy, dust-free, is break-resistant and has a comfortable edge.","1. Ideal for precision use. Used for erasing 
2. The eraser can be used on any paper.","['EAN Code: 8901324004526', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand :- APSARA.
2. Type :- Eraser.
3. Material :- Rubber.
4. Colour :- White.
5. Feature:- Easy grip while erasing, Smooth and soft non-dust eraser, Soft and smooth on paper.
6. Package Contents:- 20 pcs of Eraser.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Platinum Extra Dark Pencils, 10 pcs","Apsara Platinum Extra Dark Pencils: 
Specially designed for Executives",10 pcs,pcs,10 pcs,10,1,60,60,"Hindustan Pencils Pvt Ltd.,Mumbai",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40010702_1-apsara-platinum-extra-dark-pencils.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['Country of origin: India',  ]",-,-,-,-,-," Brand : APSARA
 Description : Platinum Extra Dark Pencils
 Number of Pcs : 10 Pcs
 Colour of product : Assorted
 Artwork/Image/Character on Product Pack* : Subject to Change as per stock availability
Package Content : Platinum Extra Dark Pencils 10 Pcs",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Platinum Kit - Assorted Stationery, Useful For Children, 5 pcs","Apsara Platinum Kit is a perfect value kit that comes in a convenient pack. It is a perfect kit with assorted products suitable to gift your children, their friends or students. The kit contains a pencil, eraser, sharpener and ruler. This pack is specially designed for better handling.",5 pcs,pcs,5 pcs,5,1,25,25,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['8901324056792'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40231912_1-apsara-platinum-kit-assorted-stationery-useful-for-children.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231912-2_1-apsara-platinum-kit-assorted-stationery-useful-for-children.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231912-3_1-apsara-platinum-kit-assorted-stationery-useful-for-children.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Perfect value kit with a convenient bag pack.
2. Assorted product kit.
3. Perfect gifting option.",Ideal for gifting and personal use.,"['EAN Code: 8901324056792', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand :- APSARA.
2. Type :- Kit.
3. Material :- Plastic.
4. Colour:- Assorted.
5. Feature:- Ensures smooth writing, the Best option for either personal use or gifting, Combination of all basic stationery requirements.
6. Package Contents:- 5 pcs kit.
7. Body Material:- Plastic.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-13,Apsara,"Apsara Premium Colour Pencils - Easy To Use, Non-Toxic, 26 pcs","Apsara Premium Colour Pencils are round-shaped pencils. These pencils are made using high-quality pigments and standard quality wood. It is smooth and has a rich colour. It is safe to use for children as it is non-toxic and is easy to use. These pre-sharpened colour pencil sets can be used by artists and students for drawing, colouring books, pages and fun.",26 pcs,pcs,26 pcs,26,1,300,289,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['8901324024517'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40231917_1-apsara-premium-colour-pencils-easy-to-use-non-toxic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231917-2_1-apsara-premium-colour-pencils-easy-to-use-non-toxic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231917-3_1-apsara-premium-colour-pencils-easy-to-use-non-toxic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Made using high-quality pigments and standard quality wood.
2. It is smooth and has a rich colour.
3. It is non-toxic, pre-sharpened and easy to use.
4. Its round shape makes it easy to have a grip.","1. You can use it for writing or drawing.
2. Perfect to you for students.","['EAN Code: 8901324024517', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand:- APSARA.
2. Type:- Colour Pencil.
3. Material :- Wood.
4. Colour :- Assorted.
5. Feature:- Brilliant colours, Strong lead resists breakage, Attractive packaging.
6. Package Contents:- 10 Pcs of Pencil.
7. Body Material :- Cardboard.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Scholar's Kit - Assorted Stationery, Useful For Children, 7 pcs","Apsara Scholar Kit is a perfect value kit that comes in a convenient pack. It is a perfect kit with assorted products suitable to gift your children, their friends or students. The kit contains a pencil pack, eraser, sharpener, crayons and ruler. This pack is specially designed for better handling.",7 pcs,pcs,7 pcs,7,1,99,95,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['40231921'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40231921_1-apsara-scholars-kit-assorted-stationery-useful-for-children.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40231921-2_1-apsara-scholars-kit-assorted-stationery-useful-for-children.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Perfect value kit with a convenient pack.
2. Assorted product kit.
3. Perfect gifting option.",Ideal for gifting and personal use.,"['EAN Code: 40231921', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand:- APSARA.
2. Type:- Kit.
3. Material:- Plastic.
4. Colour:- Assorted.
5. Feature:- Ideal for gifting, Combination of different writing materials, Designed to aid legibility.
6. Package Contents:- 7 pcs of kit.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara White Dustless Chalks, 10 pcs","High Quality, bright, smooth and Long Lasting, Dustless and hypo allergic, Reduces the risk of skin allergies",10 pcs,pcs,10 pcs,10,1,20,20,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['40050860'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40050860_1-apsara-white-dustless-chalks.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40050860', 'Country of origin: India',  Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email:  ']",-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,Apsara,"Apsara Writing Kit - Assorted Stationery, For Children, 12 pcs","Apsara Writing Kit is a perfect value kit that comes in a convenient pack. It is a perfect kit with assorted products suitable to gift your children, their friends or students. The kit contains a pack of pencils, erasers, sharpener and rulers. This pack is specially designed for better handling.",12 pcs,pcs,12 pcs,12,1,250,239,"Hindustan Pencils Pvt Ltd.,Mumbai",India,['40050859'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40050859_2-apsara-writing-kit-assorted-stationery-for-children.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40050859-2_1-apsara-writing-kit-assorted-stationery-for-children.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40050859-3_1-apsara-writing-kit-assorted-stationery-for-children.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40050859-4_1-apsara-writing-kit-assorted-stationery-for-children.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Perfect value kit with a convenient pack.
2. Assorted product kit.
3. Perfect gifting option.",Ideal for gifting and personal use.,"['EAN Code: 40050859', 'Manufacturer Name & Address:Hindustan Pencils Pvt Ltd.,Mumbai', 'Marketed by:Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027', 'Country of Origin:India',  ]","Ravi Agencies No11, 3rs Cross, Lalbagh Road, Bangalore 560027",-,-,-,-,"1. Brand :- APSARA.
2. Type :- Kit.
3. Material :- Plastic.
4. Colour :- Assorted.
5. Feature :- Ideal for gifting, Combination of different writing materials, a Specially designed tray for better handling.
6. Package Contents :- 12 pcs kit.
7. Body Material :- Cardboard.",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,B Vishal,"B Vishal Cutter, 2 x 1 pc Multipack","Cutter Range is an item of utility as it is used to cut paper sharply or other small items. Ready to use, cut and toss or keep some around as a spare utility knife in your garage, tool kit, home and office. It is widely used in DIY, graphic artists/designers, students, hobbyists, office solutions, warehouse shipping, freight couriers, longshoreman. The snap-off blade allows for extended use through the guided line marks on the blade. As you use it more, the blade will get dull. For a fresher and sharper blade, simply snap off the blade at the desired line marking.",2 x 1 pc Multipack,pcs,2 x 1 pc Multipack,2,1,38,38,-,China,['1213209'],-,https://datalabs.siva3.io/image/Eunimart_groceries_213209_1-b-vishal-cutter.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1213209', 'Country of origin: China',  ]",-,-,-,-,Sharp object. Keep out of reach of children.,"Brand: B Vishal Corporation
Type: Cutter range
Body Material: Plastic & Metal
Material: Cutter Range
Colour: Assorted
Dimension : Length-38.1mm, Height-342.9mm
Package Content: 1 Cutter",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-16,BIC Cello,"BIC Cello Finegrip Ball Pen - For Soft & Fine Writing, 0.7 mm, 3 x 5 pcs Multipack","For those with a penchant for fine writing, the Cello Finegrip Ball Pen can be a great start. With its 0.7mm tip, even a beginner can easily grasp the art of fine writing. Bic Cello is the coming together of the two of the largest brands in writing instruments to create the magic in writing for you. These world-class pens will help you ace your exams, write letters, or solve crossword and sudoku.",3 x 5 pcs Multipack,pcs,3 x 5 pcs Multipack,15,1,105,105,"Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.",India,['1222673'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222673_1-bic-cello-finegrip-ball-pen-for-soft-fine-writing-07-mm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222673', 'Manufacturer Name & Address: Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.', 'Country of origin: India',  ]",-,-,-,"Soft tip gives soft and smooth writing. 
Strong and durable body makes it ideal for everyday use
0.7mm tip size for fine writing 
Unique Elasto grip ensures comfortable writing 
Suitable for all ages",-,"Brand: Bic Cello
Description: Fingergrip Ball Pen Black
Number of Pcs: 5 Pcs
Colour of product: Black
Artwork/Image/Character on Product Pack* : Subject to Change as per stock availability
Package Content: Fingergrip Ball Pen Black 5 Pcs",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-16,BIC Cello,"BIC Cello Finegrip Ball Pen - For Soft & Fine Writing, 0.7 mm, 5 pcs","For those with a penchant for fine writing, the Cello Finegrip Ball Pen can be a great start. With its 0.7mm tip, even a beginner can easily grasp the art of fine writing. Bic Cello is the coming together of the two of the largest brands in writing instruments to create the magic in writing for you. These world-class pens will help you ace your exams, write letters or solve crossword and sudoku.",5 pcs,pcs,5 pcs,5,1,35,35,"Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.",India,['8901372928638'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40010787_2-bic-cello-finegrip-ballpen-set-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40010787-2_1-bic-cello-finegrip-ballpen-set-black.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40010787-3_1-bic-cello-finegrip-ballpen-set-black.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8901372928638', 'Manufacturer Name & Address: Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.', 'Country of origin: India',  ]",-,-,-,"Soft tip gives soft and smooth writing. 
Strong and durable body makes it ideal for everyday use
0.7mm tip size for fine writing 
Unique Elasto grip ensures comfortable writing 
Suitable for all ages",-,"Brand : Cello
Description : Fingergrip Ball Pen Black
Number of Pcs : 5 Pcs
Colour of product : Black
Artwork/Image/Character on Product Pack* : Subject to Change as per stock availability
Package Content : Fingergrip Ball Pen Black 5 Pcs",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,BIC Cello,"BIC Cello Smarty Mechanical Pencil - 0.5 mm, 5 pcs","BIC Cello Smarty Mechanical Pencil makes writing a fun experience. Its 0.7mm tip is easy to use and easy to erase with the rubber attached at its head. 0.7mm tip. Cello is one of the largest brands in writing instruments to create the magic in writing for you. These world-class mechanical pencils will help you ace your exams, write letters or solve crossword and sudoku. Enjoy these pencils with some geometry, architechture or for doodling.",5 pcs,pcs,5 pcs,5,1,35,35,"Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.",India,['8907234502879'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40055309_4-bic-cello-smarty-mechanical-pencil-07-mm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055309-2_1-bic-cello-smarty-mechanical-pencil-07-mm.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40055309-3_1-bic-cello-smarty-mechanical-pencil-07-mm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8907234502879', 'Country of origin: India',  Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email:  ']",-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,BIC Cello,"BIC Cello Smarty Mechanical Pencil - 0.5 mm, Fine Writing, 3 x 5 pcs Multipack","BIC Cello Smarty Mechanical Pencil makes writing a fun experience. Its 0.7mm tip is easy to use and easy to erase with the rubber attached at its head. 0.7mm tip. Cello is one of the largest brands in writing instruments to create the magic in writing for you. These world-class mechanical pencils will help you ace your exams, write letters, or solve crossword and sudoku. Enjoy these pencils with some geometry, architecture or for doodling.",3 x 5 pcs Multipack,pcs,3 x 5 pcs Multipack,15,1,105,105,"Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.",India,['1222679'],-,https://datalabs.siva3.io/image/Eunimart_groceries_222679_1-bic-cello-smarty-mechanical-pencil-05-mm-fine-writing.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1222679', 'Country of origin: India',  Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email:  ']",-,-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-18,BIC Cello,"BIC Cello Smarty Pencil - 0.5 mm, 5 pcs","Available in various, opaque, assorted colours, these sleek,mechanical pencils are designed with a firm rubber grip. It comes with an eraser on the top and 3 free lids.",5 pcs,pcs,5 pcs,5,1,35,35,"Cello Joy to Wrtie, Unit 1 : S.No 327/1 -4 & 7A,Kachigam, Chala Road, Village Kachigam, Somnath, Daman - 396210.",India,['8907234502855'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40055310_3-bic-cello-smarty-refilable-machanical-pencils-05mm.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8907234502855', 'Country of origin: India',  Address: INNOVATIVE RETAIL CONCEPTS PRIVATE LIMITED No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034. | Email:  ']",-,-,-,-,-,"Brand: BIC Cello
Product: Smarty Refilable Mechanical Pencils - 0.5mm
Package: 5 pcs",-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-12,Bambalio,"Bambalio Scientific Calculator BL-991MS - 401 Functions & 2 Line LCD Display, 130 g","Bambalio BL-991MS 401 Functions and 2 Line LCD Display Scientific Calculator is made with high-quality material. This calculator will ease your work in calculating large numbers quickly. It has an aluminium panel to give better protection. It has a big LCD display, making the numbers easily visible. It has anti-break technology which protects the calculator's body from being dropped.",130 g,g,130 g,1,1,850,789,"NO.11, LOTUS COLONY FIRST STREET,MADHAVARAM,CHENNAI-600060 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore-560005.",India,['8908015207174'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40284866_2-bambalio-scientific-calculator-bl-991ms-401-functions-2-line-lcd-display.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284866-2_2-bambalio-scientific-calculator-bl-991ms-401-functions-2-line-lcd-display.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284866-3_2-bambalio-scientific-calculator-bl-991ms-401-functions-2-line-lcd-display.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284866-4_2-bambalio-scientific-calculator-bl-991ms-401-functions-2-line-lcd-display.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Hassle-Free Usage
2. Anti Break technology
3. Anti-Scratch LCD Screen
4. High-quality material.","1. Calculator helps people perform tasks that involve adding, multiplying, dividing or subtracting numbers.
2. People use calculators to help them with their math homework, calculate income and expenses when filling out their tax returns, etc.","[{'EAN Code': '8908015207174'}, {'Country of origin': 'India'}, {'Manufactured & Marketed by': 'NO.11, LOTUS COLONY FIRST STREET,MADHAVARAM,CHENNAI-600060 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore-560005.'}, {'Country of Origin': 'India'}]","NO.11, LOTUS COLONY FIRST STREET,MADHAVARAM,CHENNAI-600060 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore-560005.",-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-12,Bambalio,"Bambalio Scientific Calculator BL82MS - 240 Functions & 2 Line Display, 133 g","Bambalio BL82MS 240 Functions and 2 Line Display Scientific Calculator is made with high-quality material. This calculator will ease your work in calculating large numbers quickly. It has an aluminium panel to give better protection. It has a big LCD display, making the numbers easily visible. It has anti-break technology which protects the calculator's body from being dropped.",133 g,g,133 g,1,1,510,475,"NO.11, LOTUS COLONY FIRST STREET,MADHAVARAM,CHENNAI-600060 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore-560005.",India,['8908015207235'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40284886_2-bambalio-scientific-calculator-bl82ms-240-functions-2-line-display.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284886-2_2-bambalio-scientific-calculator-bl82ms-240-functions-2-line-display.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284886-3_2-bambalio-scientific-calculator-bl82ms-240-functions-2-line-display.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40284886-4_2-bambalio-scientific-calculator-bl82ms-240-functions-2-line-display.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Hassle-Free Usage
2. Anti Break technology
3. Anti-Scratch LCD Screen
4. High-quality material.","1. Calculator helps people perform tasks that involve adding, multiplying, dividing or subtracting numbers.
2. People use calculators to help them with their math homework, calculate income and expenses when filling out their tax returns, etc.","[{'EAN Code': '8908015207235'}, {'Country of origin': 'India'}, {'Manufactured & Marketed by': 'NO.11, LOTUS COLONY FIRST STREET,MADHAVARAM,CHENNAI-600060 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore-560005.'}, {'Country of Origin': 'India'}]","NO.11, LOTUS COLONY FIRST STREET,MADHAVARAM,CHENNAI-600060 / RN Ventures, No 60, 3rd Cross, Lalbagh Road, Bangalore-560005.",-,-,-,-,-,-
RET,RET-10,RET-10-1D,RET-10-1D-10,RET-10-1D-10-19,Bell,"Bell Nail Scissor - S 403, 1 pc",High quality 8 inch stainless steel blade. Incredibly smooth cutting!,1 pc,pc,1 pc,1,1,225,225,BELL,China,['40109644'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40109644_1-bell-nail-scissor-s-403.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40109644-2_1-bell-nail-scissor-s-403.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Used by teachers, kids, students, and adults. Ideal for household projects, class projects, arts & crafts, and kitchen duties. Great for cutting paper, cardboard, thread, tape, & more!","['EAN Code: 40109644', 'Country of origin: China, India',  ]",-,-,-,-,-,-,-
