L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,From The Brand
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Oat Flakes, 1 Kg","Nutriwish brings to you Oats Flakes that are loaded with health benefits and nutrients. These are lightly processed whole-grain food. Before being rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. It is rich in protein, fiber and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast.",1 Kg,Kg,1 Kg,1,1,400,360,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40192024_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-2_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-3_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-4_1-nutriwish-oat-flakes.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192024-5_1-nutriwish-oat-flakes.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Keep it aside in boiling water overnight and let it be covered. In the morning, heat it up quickly and consume it raw.
You can even cook in the morning by boiling it in water for about 25-30 minutes. Add milk, honey or sorghum or any other sweetener of your choice and garnish it with dried fruits and nuts.
You can also cook delicious upma or poha with oats.",-,-,-,-,-,-,Oat Flakes,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Oat Flour - Premium, 1 Kg","Nutriwish Oat Flour is made from natural and healthy ingredients. It is made from high-quality and well-selected oats. This quinoa is naturally gluten-free. It is a good mixture of vitamins, minerals and nutrients. The gluten-free property makes it more healthy and beneficial. It is healthy and has several health benefits. It provides you with all the necessary amount of nutrients. This flour has a slightly nutty and earthy flavour which makes it a nutritious alternative to whole wheat flour.",1 Kg,Kg,1 Kg,1,1,300,300,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40145279_1-nutriwish-oat-flour-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145279-2_1-nutriwish-oat-flour-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145279-3_1-nutriwish-oat-flour-premium.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40145279-4_1-nutriwish-oat-flour-premium.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can be used for all baking and bread making.
You can make pancakes, muffins, pizza bases, pie crusts, etc.
It can also be combined with other flours and used to thicken sauces, soups, etc.",-,-,-,-,-,-,Oat Flour,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Quinoa - Flakes, Gluten-Free, 250 g","Nutriwish Quinoa Flakes are essentially just pressed quinoa. The quinoa seed is rolled flat to make a flake. It is a good mixture of vitamins, minerals and nutrients. The gluten-free property of quinoa makes it more healthy and beneficial. This quinoa provides you with all the necessary amount of nutrients. It has the same mild, slightly nutty flavour of whole-grain quinoa. They make a healthy breakfast.",250 g,g,250 g,1,1,320,320,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40095584_2-nutriwish-quinoa-flakes-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095584-2_2-nutriwish-quinoa-flakes-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095584-3_2-nutriwish-quinoa-flakes-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095584-4_1-nutriwish-quinoa-flakes-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095584-5_1-nutriwish-quinoa-flakes-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095584-6_1-nutriwish-quinoa-flakes-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095584-7_1-nutriwish-quinoa-flakes-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can be used to make porridge, breakfast cookies, granola, etc.",-,-,-,-,-,-,Quinoa Flakes,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Quinoa - Flour, Gluten-Free, 250 g","Nutriwish Quinoa Flour is made from natural and healthy ingredients. It is made from high-quality and well-selected quinoa. This quinoa is naturally gluten-free. It is a good mixture of vitamins, minerals and nutrients. It is healthy and has several health benefits. It provides you with all the necessary amount of nutrients. This flour has a slightly nutty and earthy flavour which makes it a nutritious alternative to whole wheat flour. The gluten-free property of quinoa makes it more healthy and beneficial.",250 g,g,250 g,1,1,320,256,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40095583_2-nutriwish-quinoa-flour-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095583-2_2-nutriwish-quinoa-flour-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095583-3_2-nutriwish-quinoa-flour-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095583-4_1-nutriwish-quinoa-flour-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095583-5_1-nutriwish-quinoa-flour-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095583-6_1-nutriwish-quinoa-flour-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40095583-7_1-nutriwish-quinoa-flour-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can be used for all baking and bread making.
You can make pancakes, muffins, pizza base, pie crusts, etc.
It can also be combined with other flours and used to thicken sauces, soups, etc.",-,-,-,-,-,-,Quinoa Flour,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Rolled Oats - Premium Gluten-Free, 1.25 Kg","Nutriwish brings to you Rolled Oats that are loaded with health benefits and nutrients. These are lightly processed whole-grain food, before being rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. It is rich in protein, fibre and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast. Features: Gluten free. No added preservatives. Healthy breakfast option. Rich in fibre. Helpful as part of a weight-loss regimen. Premium quality. Weight: 1.25 kg",1.25 Kg,Kg,1.25 Kg,1,1,450,382.5,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,['40115723'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40115723_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-2_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-3_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-4_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-5_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-6_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-7_1-nutriwish-rolled-oats-premium-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan. Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 5 minutes. Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste. Storage: Store in a cool and dry place away from moisture.","['EAN Code: 40115723', 'Country Of Origin: India', '",-,-,-,-,Rolled Oats,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Rolled Oats - Premium Gluten-Free, 1.25 Kg","Nutriwish brings to you Rolled Oats that are loaded with health benefits and nutrients. These are lightly processed whole-grain food, before being rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. It is rich in protein, fibre and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast. Features: Gluten free. No added preservatives. Healthy breakfast option. Rich in fibre. Helpful as part of a weight-loss regimen. Premium quality. Weight: 1.25 kg",1.25 Kg,Kg,1.25 Kg,1,1,450,382.5,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,['40115723'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40115723_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-2_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-3_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-4_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-5_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-6_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-7_1-nutriwish-rolled-oats-premium-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan. Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 5 minutes. Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste. Storage: Store in a cool and dry place away from moisture.","['EAN Code: 40115723', 'Country Of Origin: India', '",-,-,-,-,Rolled Oats,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Rolled Oats - Premium Gluten-Free, 1.25 Kg","Nutriwish brings to you Rolled Oats that are loaded with health benefits and nutrients. These are lightly processed whole-grain food, before being rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. It is rich in protein, fibre and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast. Features: Gluten free. No added preservatives. Healthy breakfast option. Rich in fibre. Helpful as part of a weight-loss regimen. Premium quality. Weight: 1.25 kg",1.25 Kg,Kg,1.25 Kg,1,1,450,382.5,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,['40115723'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40115723_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-2_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-3_2-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-4_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-5_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-6_1-nutriwish-rolled-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115723-7_1-nutriwish-rolled-oats-premium-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan. Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 5 minutes. Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste. Storage: Store in a cool and dry place away from moisture.","['EAN Code: 40115723', 'Country Of Origin: India', '",-,-,-,-,Rolled Oats,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Rolled Oats, 200 g","Nutriwish brings to you Rolled Oats that are loaded with health benefits and nutrients. These are lightly processed whole-grain food. Before being rolled into flat flakes under heavy rollers and then stabilized by being lightly toasted. It is rich in protein, fiber and is an excellent source of Vitamin B Complex and iron. It is the healthiest grain. Cook it with milk or water and add fruits or veggies for your choice. This makes a perfect healthy breakfast.",200 g,g,200 g,1,1,125,125,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40186777_1-nutriwish-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186777-2_1-nutriwish-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186777-3_1-nutriwish-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186777-4_1-nutriwish-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186777-5_1-nutriwish-rolled-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40186777-6_1-nutriwish-rolled-oats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan.
Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 5 minutes.
Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste.",-,-,-,-,-,-,Rolled Oats,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Steel Cut Oats - Premium Gluten-Free, 1.75 kg","Nutriwish brings to you Steel Cut Oats that are loaded with health benefits and nutrients. These are oat groats that have been sliced into smaller pieces. It is rich in protein, fiber and is an excellent source of Vitamin B Complex and iron. It takes more time to cook than other oats. Cook it with milk and add fruits for your choice. This makes a perfect healthy breakfast.",1.75 kg,Kg,1.75 kg,1,1,600,510,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40115724_2-nutriwish-steel-cut-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115724-2_2-nutriwish-steel-cut-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115724-3_2-nutriwish-steel-cut-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115724-4_1-nutriwish-steel-cut-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115724-5_1-nutriwish-steel-cut-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115724-6_1-nutriwish-steel-cut-oats-premium-gluten-free.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40115724-7_1-nutriwish-steel-cut-oats-premium-gluten-free.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cook water and milk in a saucepan.
Add oats and stir occasionally, until the oats are soft and have absorbed most of the liquid, about 20-30 minutes.
Add your favourite nuts and fruits to a piping hot bowl of oatmeal and enjoy it to your taste.",-,-,-,-,-,-,Steel Cut Oats,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Steel Cut Oats, 2 Kg","Nutriwish seeks to help you achieve the healthy and active life that you wish to lead, by delivering nutrition suited to your needs. we deliver an eclectic range of nutritious superfoods from across the world to bring out the super you in you. Nutriwish100% Steel Cut Oats are an excellent source of dietary fibre such as beta-glucan which helps in weight management by suppressing hunger pangs. Steel-cut oats have a lower GI than instant oats. They are rich in antioxidants called Avenanthramides. Steel-cut oats deliver B vitamins and plenty of iron, magnesium and selenium and can be easily be incorporated into weight management plans.",2 Kg,Kg,2 Kg,1,1,650,585,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,['8906085171371'],['13618012000351'],https://datalabs.siva3.io/image/Eunimart_groceries_40192027_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-2_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-3_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-4_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-5_1-nutriwish-steel-cut-oats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boil 1 cup of steel cut oats with 3 cups of water for 20 mins to enjoy a nutritious and healthy oat-filled meal.
Preferably store in a cool and dry place away from moisture.","['EAN Code: 8906085171371', 'Country of origin: India', 'FSSAI Number: 13618012000351', 'Manufactured & Marketed By: Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051', 'Best before 29-08-2023', '","Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",-,-,-,Steel Cut Oats,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-14,Nutriwish,"Nutriwish Steel Cut Oats, 2 Kg","Nutriwish seeks to help you achieve the healthy and active life that you wish to lead, by delivering nutrition suited to your needs. we deliver an eclectic range of nutritious superfoods from across the world to bring out the super you in you. Nutriwish100% Steel Cut Oats are an excellent source of dietary fibre such as beta-glucan which helps in weight management by suppressing hunger pangs. Steel-cut oats have a lower GI than instant oats. They are rich in antioxidants called Avenanthramides. Steel-cut oats deliver B vitamins and plenty of iron, magnesium and selenium and can be easily be incorporated into weight management plans.",2 Kg,Kg,2 Kg,1,1,650,585,"Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",India,['8906085171371'],['13618012000351'],https://datalabs.siva3.io/image/Eunimart_groceries_40192027_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-2_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-3_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-4_1-nutriwish-steel-cut-oats.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40192027-5_1-nutriwish-steel-cut-oats.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Boil 1 cup of steel cut oats with 3 cups of water for 20 mins to enjoy a nutritious and healthy oat-filled meal.
Preferably store in a cool and dry place away from moisture.","['EAN Code: 8906085171371', 'Country of origin: India', 'FSSAI Number: 13618012000351', 'Manufactured & Marketed By: Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051', 'Best before 29-08-2023', '","Feyn Foods (OPC) PVT LTD., Shed No. 18, Phase-1 IDA Cherlapally, Hyderabad, Telangana-500051",-,-,-,Steel Cut Oats,-,-
