L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Naturals - Almonds, 100 g Pouch","24 Letter Mantra Almonds are natural. These are tasty & nutritious nuts.
It contains great taste, high mono-saturated fats and antioxidants, they assist in building muscle, lowering cholesterol and offering vitamin and mineral hit.",100 g Pouch,g,100 g Pouch,1,1,210,210,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904089506737'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20001063_4-24-mantra-naturals-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001063-2_1-24-mantra-naturals-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001063-3_1-24-mantra-naturals-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001063-4_1-24-mantra-naturals-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001063-5_1-24-mantra-naturals-almonds.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001063-6_1-24-mantra-naturals-almonds.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is used to make tasty cookies and favourite recipes.
It can be used for make a healthy and tasty addition to both sweet and savory dishes.","['EAN Code: 8904089506737', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 16-07-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Naturals - Kismis, 100 g Pouch","The organic kismis are preserved and dried version of grapes.
It is fine for the health.
It can give relief from constipation, anemia, acidosis, fever.",100 g Pouch,g,100 g Pouch,1,1,70,70,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083506614'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20001064_4-24-mantra-naturals-kismis.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001064-2_2-24-mantra-naturals-kismis.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Kismis are used in salads, and also used in the bakery and confectionary and widely used in the preparation of jams, jellies, cakes, puddings and pies.
kismis' sweetness and texture make them a great addition to every dish.","['EAN Code: 8904083506614', 'Manufactured by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'Best before 16-07-2023', '",-,-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Brown Sonamasuri Rice/Akki, 10 kg Bag",24 Letter Mantra Organic Rice - Sonamasuri Brown is best quality rice due to less starch or easily digestibility. It is used for sweet dishes and daily rice cooking. It is unpolishied rice which has rich fiber bran coating which makes it more Nutritous and healthy.,10 kg Bag,kg,10 kg Bag,1,1,970,970,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[40012908],-,https://datalabs.siva3.io/image/Eunimart_groceries_40012908_4-24-mantra-organic-brown-sonamasuri-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012908-2_4-24-mantra-organic-brown-sonamasuri-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012908-3_4-24-mantra-organic-brown-sonamasuri-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012908-4_4-24-mantra-organic-brown-sonamasuri-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40012908-5_4-24-mantra-organic-brown-sonamasuri-rice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40012908 Manufactured by: Sresta Natural bioproducts Pvt ltd.,Sy. No. 659,devaryajmal shamierpet Mandai,RR dist, Telangana-500078 Country of origin: India Best before 08-08-2022 ",-,-,-,-,-,Organic - Brown Sonamasuri Brown Rice,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Cinnamon/Chakke, 100 g Pouch","The inner bark of the Cassia tree, cinnamon is a spice that can be used both in sweet and savory dishes. It is also one of the components of garam masala. It gives a really good flavour to dishes. Cinnamon is dull brown in color and the strips of cinnamon are thin and spongy. 24 Mantra Organic Cinnamon is organically grown, which means that it is 100% free from pesticides, chemicals and adulteration.",100 g Pouch,g,100 g Pouch,1,1,140,140,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083500711'],-,https://datalabs.siva3.io/image/Eunimart_groceries_279858_3-24-mantra-organic-cinnamon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279858-2_1-24-mantra-organic-cinnamon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279858-3_1-24-mantra-organic-cinnamon.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279858-4_1-24-mantra-organic-cinnamon.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Cinnamon is primarily used for cooking. It can be used whole, broken into small pieces in your dishes. You can use Cinnamon powder in desserts, add it to your coffee or use it to flavour your stewed fruit.","['EAN Code: 8904083500711', 'Manufactured by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'Best before 01-06-2023', '",-,-,-,-,-,-,-,-,-,"The inner bark of the Cassia tree, cinnamon is a spice that can be used both in sweet and savory dishes. It is also one of the components of garam masala. It gives a really good flavour to dishes. Cinnamon is dull brown in color and the strips of cinnamon are thin and spongy. 24 Mantra Organic Cinnamon is organically grown, which means that it is 100% free from pesticides, chemicals and adulteration."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Cloves/Lavanga, 50g Pouch","24MantraOrganiccloveshaveaveryaromatic,sharp,warmflavorandareusedsparinglyincurriesandIndianricedelicacies.
Clovesareusedincuisinesallovertheworldineitherwholeorinagroundform.
Clovebudsby24Mantrahasvariousnon-culinaryuses.
Itactsasagreatantrepellantforsweetfooditems.",50g Pouch,g,50g Pouch,1,1,220,220,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[279859],-,https://datalabs.siva3.io/image/Eunimart_groceries_279859_2-24-mantra-organic-cloves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279859-2_2-24-mantra-organic-cloves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279859-3_2-24-mantra-organic-cloves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279859-4_2-24-mantra-organic-cloves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279859-5_1-24-mantra-organic-cloves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279859-6_1-24-mantra-organic-cloves.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279859-7_1-24-mantra-organic-cloves.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EANCode:279859 Manufacturedby:SrestaNaturalbioproductsPvtltd.,Sy.No.659,devaryajmalshamierpetMandai,RRdist,Telangana-500078 Countryoforigin:India Bestbefore30-07-2022 ,]",-,-,-,-,-,OrganicCloves,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Kabuli Chana/Kabuli Kadale, 500 g Pouch","24 Mantra Organics Kabuli Channa is tremendously nutritious and have high protein content. Kabuli Channa is used to make the scrumptious Chole, spicy gravy from the Punjabi cuisine. Rich in proteins, use it not only in chole masala but also in hummus and salads",500 g Pouch,g,500 g Pouch,1,1,150,150,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[279820],-,https://datalabs.siva3.io/image/Eunimart_groceries_279820_6-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-2_2-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-3_2-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-4_1-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-5_1-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-6_1-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-7_1-24-mantra-organic-kabuli-channa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 279820 Manufacturer Name & : Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India Best before 16-10-2022 ",-,-,-,-,-,Organic Kabuli Channa,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Kabuli Chana/Kabuli Kadale, 500 g Pouch","24 Mantra Organics Kabuli Channa is tremendously nutritious and have high protein content. Kabuli Channa is used to make the scrumptious Chole, spicy gravy from the Punjabi cuisine. Rich in proteins, use it not only in chole masala but also in hummus and salads",500 g Pouch,g,500 g Pouch,1,1,150,150,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[279820],-,https://datalabs.siva3.io/image/Eunimart_groceries_279820_6-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-2_2-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-3_2-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-4_1-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-5_1-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-6_1-24-mantra-organic-kabuli-channa.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279820-7_1-24-mantra-organic-kabuli-channa.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 279820 Manufacturer Name & : Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India Best before 16-10-2022 ",-,-,-,-,-,Organic Kabuli Channa,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Masoor Malka, 500 g","Grown Organic food is a journey by itself, Every details has to be taken in as pure food begins with the soil first, Our famers ensure the soil is pestiside free and has no chemical, Then come the seed where we do not use any genetically modified species in our agriculture production, Complementing this is the complete process of using sunshine, traditional methods of growing and crop protection, with the organic crop growing under the care of nature and the knowledgeable farmar, the next step for us is to harvest and store, Our Storage is done in a non chemical based, controlled envirnoment, Dehmuidifier, temperature control and traditional pest protection plants where the principles of organic intergrity are adhered to strictly, We work directly with farmers and our unique farm to Kitchen traceability means you can trust old fashioned goodness through and through, We work with over 12,000 farmers in 15 states on 80,000 acres to make a positive difference to their lives on one hand and ensure organic intergrity, purity and consistent quality on the other, A direct results of 24 Mantra's efforts has been creating avenues for better Income and Quality on the other, A direct result of 24 Mantra Organic, In our Mantra we have integrated the ancient wisdom, Tvam Bhumir Apo Analo Analo Nabha (You alone are Earth, Water, Fire, Air, Ether and Organic farming practices to make your life wholesome part and bebeficial, You could start living the organic life from today, 10 Reasons to go Organic-Protect children from cancer causing pesticides say goodbye to chemical in your diet, Get the taste to health and nutrition Reduce health risks with Organic purity food adhering to international standards Protect the earth as organic farming is planet, Prevent Water contamination as there are no chemicals, pollutants in Organic farming, Train from the diversity of crop which is a thing past, Help small farmers and eliminate middlemen to create sustainable livelihoods, Stay in harmony with nature.",500 g,g,500 g,1,1,140,140,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[8904083514091],-,https://datalabs.siva3.io/image/Eunimart_groceries_40017634_4-24-mantra-organic-masoor-malka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017634-2_2-24-mantra-organic-masoor-malka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017634-3_2-24-mantra-organic-masoor-malka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017634-4_2-24-mantra-organic-masoor-malka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017634-5_1-24-mantra-organic-masoor-malka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017634-6_1-24-mantra-organic-masoor-malka.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017634-7_1-24-mantra-organic-masoor-malka.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083514091 Manufacturer Name & : Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India Best before 22-10-2022 ",-,-,-,-,-,Organic Masoor (Lentils Washed),-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Masoor Whole, 500 g","Grown Organic food is a journey by itself, Every details has to be taken in as pure food begins with the soil first, Our famers ensure the soil is pestiside free and has no chemical, Then come the seed where we do not use any genetically modified species in our agriculture production, Complementing this is the complete process of using sunshine, traditional methods of growing and crop protection, with the organic crop growing under the care of nature and the knowledgeable farmar, the next step for us is to harvest and store, Our Storage is done in a non chemical based, controlled envirnoment, Dehmuidifier, temperature control and traditional pest protection plants where the principles of organic intergrity are adhered to strictly, We work directly with farmers and our unique farm to Kitchen traceability means you can trust old fashioned goodness through and through, We work with over 12,000 farmers in 15 states on 80,000 acres to make a positive difference to their lives on one hand and ensure organic intergrity, purity and consistent quality on the other, A direct results of 24 Mantra's efforts has been creating avenues for better Income and Quality on the other, A direct result of 24 Mantra Organic, In our Mantra we have integrated the ancient wisdom, Tvam Bhumir Apo Analo Analo Nabha (You alone are Earth, Water, Fire, Air, Ether and Organic farming practices to make your life wholesome part and bebeficial, You could start living the organic life from today, 10 Reasons to go Organic-Protect children from cancer causing pesticides say goodbye to chemical in your diet, Get the taste to health and nutrition Reduce health risks with Organic purity food adhering to international standards Protect the earth as organic farming is planet, Prevent Water contamination as there are no chemicals, pollutants in Organic farming, Train from the diversity of crop which is a thing past, Help small farmers and eliminate middlemen to create sustainable livelihoods, Stay in harmony with nature.",500 g,g,500 g,1,1,140,140,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083514084'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40017637_3-24-mantra-organic-masoor-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017637-2_1-24-mantra-organic-masoor-whole.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40017637-3_1-24-mantra-organic-masoor-whole.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083514084', 'Manufacturer Name & : Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'Best before 30-08-2023', '",-,-,-,-,-,-,-,-,-,"Grown Organic food is a journey by itself, Every details has to be taken in as pure food begins with the soil first, Our famers ensure the soil is pestiside free and has no chemical, Then come the seed where we do not use any genetically modified species in our agriculture production, Complementing this is the complete process of using sunshine, traditional methods of growing and crop protection, with the organic crop growing under the care of nature and the knowledgeable farmar, the next step for us is to harvest and store, Our Storage is done in a non chemical based, controlled envirnoment, Dehmuidifier, temperature control and traditional pest protection plants where the principles of organic intergrity are adhered to strictly, We work directly with farmers and our unique farm to Kitchen traceability means you can trust old fashioned goodness through and through, We work with over 12,000 farmers in 15 states on 80,000 acres to make a positive difference to their lives on one hand and ensure organic intergrity, purity and consistent quality on the other, A direct results of 24 Mantra's efforts has been creating avenues for better Income and Quality on the other, A direct result of 24 Mantra Organic, In our Mantra we have integrated the ancient wisdom, Tvam Bhumir Apo Analo Analo Nabha (You alone are Earth, Water, Fire, Air, Ether and Organic farming practices to make your life wholesome part and bebeficial, You could start living the organic life from today, 10 Reasons to go Organic-Protect children from cancer causing pesticides say goodbye to chemical in your diet, Get the taste to health and nutrition Reduce health risks with Organic purity food adhering to international standards Protect the earth as organic farming is planet, Prevent Water contamination as there are no chemicals, pollutants in Organic farming, Train from the diversity of crop which is a thing past, Help small farmers and eliminate middlemen to create sustainable livelihoods, Stay in harmony with nature."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Peanut/Kadalekayi, 1 kg Pouch","Peeled, raw organic peanuts are superior for health. It has high protein and energy. Peanuts have numerous uses. Some of the trendy uses of peanuts are it is utilize in medicines, butter, recipes, and also make up. It can also be changed into oils.",1 kg Pouch,kg,1 kg Pouch,1,1,330,330,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083500513'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20001077_6-24-mantra-organic-peanut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001077-2_1-24-mantra-organic-peanut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Used to make peanut oil, cloth dyes, and pancake flour. Crush them to sprinkle over food to make tasty.","['EAN Code: 8904083500513', 'Manufactured & Marketed By:Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Peanut/Kadalekayi, 1 kg Pouch","Peeled, raw organic peanuts are superior for health. It has high protein and energy. Peanuts have numerous uses. Some of the trendy uses of peanuts are it is utilize in medicines, butter, recipes, and also make up. It can also be changed into oils.",1 kg Pouch,kg,1 kg Pouch,1,1,330,330,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083500513'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20001077_6-24-mantra-organic-peanut.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20001077-2_1-24-mantra-organic-peanut.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Used to make peanut oil, cloth dyes, and pancake flour. Crush them to sprinkle over food to make tasty.","['EAN Code: 8904083500513', 'Manufactured & Marketed By:Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Puffed Rice/Kadle Puri, 200 g Pouch","24 Mantra Organic Puffed Rice is ready from the best superiority organic rice. It is completely healthy and pure. When puffed rice is eaten along with fiber wealthy sprouts, it controls blood glucose fluctuations to a large amount. It is also used in making crunchy chikki balls which are a hit amongst kids.",200 g Pouch,g,200 g Pouch,1,1,30,30,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,[8904083504870],-,https://datalabs.siva3.io/image/Eunimart_groceries_279832_5-24-mantra-organic-puffed-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279832-2_1-24-mantra-organic-puffed-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279832-3_1-24-mantra-organic-puffed-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279832-4_1-24-mantra-organic-puffed-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279832-5_1-24-mantra-organic-puffed-rice.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279832-6_1-24-mantra-organic-puffed-rice.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8904083504870 Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India FSSAI Number : Best before 08-06-2022 ","8904083504870 Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078 Country of origin: India FSSAI Number : Best before 08-06-2022 For Queries/Feedback/Complaints, Contact our Customer Care Executive at: Phone: 1860 123 1000 | Address: Innovative Retail Concepts Private Limited, Ranka Junction 4th Floor, Tin Factory bus stop. KR Puram, Bangalore - 560016 Email:customerservice@bigbasket.com",-,-,-,-,Puffed Rice,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Ragi Flour/Ragi Hittu, 500 g Pouch","Finger millet belongs to the family Poaceae and is known as Ragi in India.
Ragi flour in Karnataka is mostly used to make balls, popularly known aœragi mudda"".
24 Mantra Organic Ragi flour/ Ragi Atta is made from unadulterated whole grain.
These Ragi grains are not colored with any artificial colors.
Ragi is a good source of complex carbohydrates, a fair source of protein and a good source of fiber and very low in fat. Ragi flour/ Ragi Atta is rich in fiber and contributes towards fullness which contributes towards achieving ideal body weight.",500 g Pouch,g,500 g Pouch,1,1,65,65,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['279808'],-,https://datalabs.siva3.io/image/Eunimart_groceries_279808_8-24-mantra-organic-flour-ragi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279808-2_3-24-mantra-organic-flour-ragi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279808-3_3-24-mantra-organic-flour-ragi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279808-4_3-24-mantra-organic-flour-ragi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279808-5_3-24-mantra-organic-flour-ragi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279808-6_2-24-mantra-organic-flour-ragi.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279808-7_2-24-mantra-organic-flour-ragi.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 279808', 'Manufactured & Marketed by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Country of origin: India', 'FSSAI Number :', 'Best before 01-06-2023', '","Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",-,-,"100 % Organic  
Grown without synthetic Pesticides 
Grown without synthetic GMOs
Unadulterated
A major source of energy
Gluten-free
A good source of antioxidants
Anti-microbial
A good source of fibre
Helps manage lipid and glucose levels in the blood",-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,24 Mantra,"24 Mantra Organic - Tamarind/Hunisehannu, 500 g Pouch","24 Mantra Organic Tamarind is sweet and tangy. Tamarind is a widely used condiment spice that is an essential in Indian kitchens. Tamarind also contains many health benefiting essential volatile chemical compounds, minerals, vitamins and dietary fiber.",500 g Pouch,g,500 g Pouch,1,1,270,270,"Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078",India,['8904083504658'],-,https://datalabs.siva3.io/image/Eunimart_groceries_279815_1-24-mantra-organic-tamarind.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279815-2_1-24-mantra-organic-tamarind.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_279815-3_1-24-mantra-organic-tamarind.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It can be used for preparing chaat or sauce for samosas. Dal tadka, sambhar, tamarind rice and other mouth watering dishes can be cooked with help of tamarind.","['EAN Code: 8904083504658', 'Country of origin: India', 'Manufactured by: Sresta Natural bioproducts Pvt ltd., Sy. No. 659, devaryajmal shamierpet Mandai, RR dist, Telangana-500078', 'Best before 01-06-2023', '",-,-,-,-,-,Tamarind,-,-,-,-
