L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Phalada Pure & Sure,"Phalada Pure & Sure Organic Chutney Powder With Coconut - Enhances Flavour Of Dishes, 150 g","Phalada Pure & Sure Organic Chutney Powder - Coconut -is a ready-to-eat vegetarian food that is a convenient accompaniment with breakfast or lunch. The Pure & Sure Organic Chutney Powder is made from the finest ingredients that are sourced from certified organic farms across India. This Coriander Chutney Powder is an excellent spice for Indian dishes. This chutney powder is made from the best coconuts from Kerala and tastes great with all kinds of Indian meals. The Organic spicy chutney is the perfect masala mix for your cooking sessions. For those who crave south Indian meals, this dry chutney powder pairs well with idli, dosa, or steamed rice with a dollop of ghee and enjoy. Explore the wide range of Organic snacks, ready to cook packs and treats from Phalada Pure & Sure only on Big Basket.",150 g,g,150 g,1,1,99,99,"Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢ÂÂ 560091.",India,['8906047001487'],['10019043002548'],https://datalabs.siva3.io/image/Eunimart_groceries_40257341_1-pure-sure-organic-chutney-powder-coconut-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257341-2_1-pure-sure-organic-chutney-powder-coconut-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257341-3_1-pure-sure-organic-chutney-powder-coconut-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257341-4_1-pure-sure-organic-chutney-powder-coconut-150gms.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Super delicious, fiery and flavourful podi or roasted powder enhances your experience of enjoying idli, dosa, rotis, phulkas and even steamed rice. Mix this powder with rice and ghee for a delectable afternoon meal.","[{'EAN Code': '8906047001487'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10019043002548'}, {'Manufactured & Marketed By': 'Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢\x80\x93 560091.'}]","Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢ÂÂ 560091.",-,-,"1. 100% Certified Organic
2. Ingredients sourced directly from farmers
3. Stringent quality measures implemented
4. Expert packaging
5. Quick & delicious","Roasted Coconut Powder, Roasted Chana Powder, Roasted Chana Dal Powder, Jaggery, Roasted Flax Seeds Powder, Guntur Chilli Powder, Salt, Roasted Toor Dal Powder, Fresh Curry Leaves Powder, Fried Mustard Seeds, Citric Acid, Asafoetida",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Phalada Pure & Sure,"Phalada Pure & Sure Organic Chutney Powder With Groundnut - Enhances Flavour, 150 g","Phalada Pure & Sure Organic Chutney Powder - Groundnut - 150Gms The Pure & Sure Organic Chutney Powder is made from the finest ingredients that are sourced from certified organic farms across India. This Groundnut chutney Powder is an excellent spice for Indian dishes. If you're looking for diet-friendly ingredients, Pure & Sure brings you protein-rich groundnut chutney that strengthens the body, lowers cholesterol and promises nutrition in every bite and intake. The Organic spicy chutney is the perfect masala mix for your cooking sessions. For those who crave south Indian meals, this dry chutney powder pairs well with idli, dosa, or steamed rice with a dollop of ghee and enjoy. Explore the wide range of Organic snacks, ready to cook packs and treats from Phalada Pure & Sure only on Big Basket",150 g,g,150 g,1,1,99,99,"Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢ÂÂ 560091.",India,['40257339'],['10019043002548'],https://datalabs.siva3.io/image/Eunimart_groceries_40257339_1-pure-sure-organic-chutney-powder-groundnut-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257339-2_1-pure-sure-organic-chutney-powder-groundnut-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257339-3_1-pure-sure-organic-chutney-powder-groundnut-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257339-4_1-pure-sure-organic-chutney-powder-groundnut-150gms.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Spicy, savoury and flavourful podi or roasted powder enhances your experience of enjoying idli, dosa, rotis, phulkas and even steamed rice. Mix this powder with rice and ghee for a delectable afternoon meal.","[{'EAN Code': '40257339'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10019043002548'}, {'Manufactured & Marketed By': 'Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢\x80\x93 560091.'}]","Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢ÂÂ 560091.",-,-,"1. 100% Certified Organic
2. Ingredients sourced directly from farmers
3. Stringent quality measures implemented
4. Expert packaging
5. Quick & delicious","Roasted Groundnut Powder, Roasted Chana Dal Powder, Dry Garlic Powder, Chilli Powder, Salt, Dry Curry Leaves Powder, Citric Acid",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Phalada Pure & Sure,"Phalada Pure & Sure Organic Chutney Powder With Horsegram - Enhances Flavour, 150 g","Phalada Pure & Sure Organic Chutney Powder - Horse gram - 150Gms The Pure & Sure Organic Chutney Powder is made from the finest ingredients that are sourced from certified organic farms across India. This horse gram Chutney Powder is an excellent spice for Indian dishes. It is a traditional condiment that is mixed with patties, fritters and other Indian snacks like chaat, street food like pav and batata vada etc. The Organic spicy chutney is the perfect masala mix for your cooking sessions. For those who crave south Indian meals, this dry chutney powder pairs well with idli, dosa, or steamed rice with a dollop of ghee and enjoy. Explore the wide range of Organic snacks, ready to cook packs and treats from Phalada Pure & Sure only on Big Basket",150 g,g,150 g,1,1,99,99,"Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢ÂÂ 560091.",India,['8906047001463'],['10019043002548'],https://datalabs.siva3.io/image/Eunimart_groceries_40257338_1-pure-sure-organic-chutney-powder-horse-gram-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257338-2_1-pure-sure-organic-chutney-powder-horse-gram-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257338-3_1-pure-sure-organic-chutney-powder-horse-gram-150gms.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40257338-4_1-pure-sure-organic-chutney-powder-horse-gram-150gms.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Super delicious, fiery and flavourful podi or roasted powder enhances your experience of enjoying idli, dosa, rotis, phulkas and even steamed rice. Mix this powder with rice and ghee for a delectable afternoon meal.","[{'EAN Code': '8906047001463'}, {'Country Of Origin': 'India'}, {'FSSAI No': '10019043002548'}, {'Manufactured & Marketed By': 'Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢\x80\x93 560091.'}]","Phalada Organic Consumer products Pvt Ltd. 92/5, Kannalli Village Seegehalli, Magadi Main Road, Bangalore Ã¢ÂÂ 560091.",-,-,"1. 100% Certified Organic
2. Ingredients sourced directly from farmers
3. Stringent quality measures implemented
4. Expert packaging
5. Quick & delicious","Roasted Horse Gram, Roasted Coconut Powder, Roasted Urad Dal Powder, Jaggery, Dy Curry Leaves Powder, Asafoetida, Salt, Chilli Powder, Citric Acid",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Amla Without Garlic, 300 g Bottle",Priya's Amla Pickle (Indian Gooseberry) in oil is made with no Garlic. It is a best Indian side dish. It is prepared with high-quality ingredients. Priya Amla or the Indian Gooseberry pickle is the most elegant signature of tanginess making the trendiest and tastiest citrus pickle with finely sourced fruits.,300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904246910012'],-,https://datalabs.siva3.io/image/Eunimart_groceries_21365_1-priya-pickle-amla-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_21365-2_1-priya-pickle-amla-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_21365-3_1-priya-pickle-amla-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_21365-4_1-priya-pickle-amla-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_21365-5_1-priya-pickle-amla-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_21365-6_1-priya-pickle-amla-without-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Enjoy the Priya Amla pickles with your favourite dishes.,"[{'EAN Code': '8904246910012'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Amla Berries (48%), Refined Rice Bran Oil, Salt, Tamarind, Chilli Powder, Lime Juice, Mustard Seeds, Chillies, Fenugreek Powder, Mustard Powder, Turmeric Powder, Curry Leaves And Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Citron Without Garlic, 300 g Bottle","Priya's Citron without Garlic Pickles are South India's rare treat. This delicious Citron Pickle without Garlic is made with citron pieces, iodised salt, chili powder, sesame oil, fenugreek powder, turmeric powder, mustard, and asafoetida. Serve this zesty pickle with rice dishes or bread or to spice up your favorite meal.",300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904246910074'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008191_1-priya-pickle-citron-without-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Ready to eat. Perfect accompaniment with rice, chapati or paratha, flat Indian bread.","[{'EAN Code': '8904246910074'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Citron Pieces, Iodised Salt, Refined Rice Bran Oil, Citrus Juice, Mixed Spices, Mustard Seeds, Dry Chillies, Curry Leaves and Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Cut Mango (With Garlic), 300 g Bottle",Tempting Taste Made Naturally,300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['20005139'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20005139_1-priya-pickle-cut-mango-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005139-2_1-priya-pickle-cut-mango-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005139-3_1-priya-pickle-cut-mango-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005139-4_1-priya-pickle-cut-mango-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005139-5_1-priya-pickle-cut-mango-with-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '20005139'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Cut Mango Without Garlic, 300 g Bottle",Priya Cut Mango Pickle (Without Garlic),300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904246910111'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008198_1-priya-pickle-cut-mango-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008198-2_1-priya-pickle-cut-mango-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008198-3_1-priya-pickle-cut-mango-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008198-4_1-priya-pickle-cut-mango-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008198-5_1-priya-pickle-cut-mango-without-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904246910111'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Mango Pieces, Iodized Salt, Mustard Powder, Refined Rice Bran Oil, Red Chilli Powder, Mixed Spices, Acidity Regulator, Mustard Seeds, Dry Chillies, Curry Leaves, Asafoetida (Images)",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Garlic, 300 g Bottle",Priya's Garlic Pickle is a great combination of mild Indian baby garlic with chilli and authentic spices. It is a very tangy and spicy taste. This Garlic Pickles are made of delicious shredded garlic in oil. Zest up your meal with this mouth-watering pickle. PriyaÃ¢ÂÂs Garlic Pickle is yet another novel indulgence made out of an otherwise indispensable ingredient of the Indian kitchen Ã¢ÂÂ Garlic. The aroma is finely captured and made into a pickle to give even the best of sauces and ketchup a run for money because PriyaÃ¢ÂÂs Garlic Pickle forms the most delightful accompaniment for any of the so-called fast foods.,300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8906027970062'],-,https://datalabs.siva3.io/image/Eunimart_groceries_260437_4-priya-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260437-2_1-priya-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260437-3_1-priya-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260437-4_1-priya-pickle-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260437-5_1-priya-pickle-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906027970062'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Garlic, Edible Vegetable Oil, Iodiesed Salt, Chilli Powder, Musteard Powder, Water Synthetic Vinegar, Citric Acid And Other Spices.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Gongura Red Chilli Without Garlic, 300 g Bottle","Priya Gongura Red Chilli Pickle which discovers a little hot, little spicy, enjoy the real taste. The value of the pickle ensures a fresh and pure experience of it. Best to be served with the true Indian Meal. The striking aroma with the exciting flavour of it makes you lick your fingers. Priya Pickles add a dash of tasty spice to the whole meal. The Papads add the crunchy freshness when things go soft. Just imagine the divine gastronomic indulgence where green Gongura and Red Chillies compete to script the most magical taste. Hot, aromatic, pungent, savouring and above all tempting in its looks, Priya Gongura Red Chilli a lethal fusion can make any taste bastions fall. Call it a celebration for pickle lovers at any time.",300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['260439'],-,https://datalabs.siva3.io/image/Eunimart_groceries_260439_1-priya-pickle-gongura-red-chilli-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260439-2_1-priya-pickle-gongura-red-chilli-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260439-3_1-priya-pickle-gongura-red-chilli-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260439-4_1-priya-pickle-gongura-red-chilli-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260439-5_1-priya-pickle-gongura-red-chilli-without-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '260439'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Gogura Leaves, Red Chillies Paste, Edible Vegetable Oil, Iodised Salt, Tamarind Extract, Mixed Spices And Seasoning.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Gongura With Garlic, 300 g Bottle","Tempting Taste Made Naturally. For ages, Gongura has been a proud possession in the hearts & kitchens of Telugu people. Our Priya represents the essence of this signature Telugu pickle Ã¢ÂÂGonguraÃ¢ÂÂ processed with specially sourced leaves and no one else bottles it finest than Priya Foods. With specially sourced plant leaves and expertly prepared pickles, Priya Gongura pickles will breach the boundaries of bliss.",300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['20005158'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20005158_1-priya-pickle-gongura-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005158-2_1-priya-pickle-gongura-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005158-3_1-priya-pickle-gongura-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005158-4_1-priya-pickle-gongura-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005158-5_1-priya-pickle-gongura-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005158-6_1-priya-pickle-gongura-with-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '20005158'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Gogura Leaves, Red Chillies Paste, Edible Vegetable Oil, Iodised Salt, Tamarind Extract, Mixed Spices And Seasoning, Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Lime With Garlic, 300 g Bottle","Priya brings you the lime and lemony pickle that has redefined the prominence of curd rice. Made out of farm fresh lemons and ensuring the home-made touch, PriyaÃ¢ÂÂs lime pickle is not just yummy but magical in pepping up the dining mood at any time, whether it is breakfast or travel snacks. This tangy pickle is the perfect accompaniment for all your moods and dishes, be it the South Indian favourite curd rice or Dosa/Idly or Roti/Paratha.",300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904250000000'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20005144_5-priya-pickle-lime-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005144-2_4-priya-pickle-lime-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005144-3_4-priya-pickle-lime-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005144-4_4-priya-pickle-lime-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005144-5_4-priya-pickle-lime-with-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904250000000'}, {'Country Of Origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Lime Pieces, Salt, Lime Juice, Garlic & Mixed Spices.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Mango Avakaya With Garlic, 300 g Bottle","Think Telugu pickle, think Avakaya. The Globally renowned and timeless, Telugu Avakai is incomparable in its make and taste, created with a special process and exciting recipe. Priya Foods is proud to bottle the flagship pickle and take it far more places. It blends select mangoes, finest oils and aromatic spices for a great taste and feast.",300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904246910333'],-,https://datalabs.siva3.io/image/Eunimart_groceries_20005145_2-priya-pickle-mango-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005145-2_2-priya-pickle-mango-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005145-3_2-priya-pickle-mango-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005145-4_2-priya-pickle-mango-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005145-5_2-priya-pickle-mango-avakaya-with-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_20005145-6_1-priya-pickle-mango-avakaya-with-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904246910333'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Mango Pieces (59%), Salt, Refined Rice Bran Oil, Mustard Powder, Chilli Powder, Garlic, Fenugreek Powder, Turmeric Powder, Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Mango Avakaya Without Garlic, 300 g bottle","Think Telugu pickle, think Avakaya. The Globally renowned and timeless, Telugu Avakai is incomparable in its make and taste, created with a special process and exciting recipe. Priya Foods is proud to bottle the flagship pickle and take it far more places. It blends select mangoes, finest oils and aromatic spices for a great taste and feast. It is spicy, sour and goes well with types of dishes. The spice level of the pickle will be high initially, as the days go by the spices level reduces.",300 g bottle,g,300 g bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904246910791'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40008195_1-priya-pickle-mango-avakaya-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008195-2_1-priya-pickle-mango-avakaya-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008195-3_1-priya-pickle-mango-avakaya-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008195-4_1-priya-pickle-mango-avakaya-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40008195-5_1-priya-pickle-mango-avakaya-without-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904246910791'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Mango Pieces (59%), Salt, Refined Rice Bran Oil, Mustard Powder, Chilli Powder, Fenugreek Powder, Turmeric Powder, Asafoetida.",-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-14,Priya,"Priya Pickle - Mango Ginger Without Garlic, 300 g Bottle",Priya Mango Ginger Pickle is an authentic Indian pickle made from mango & Ginger and aromatic spices to add that extra zing to your meal. It is made from the quality of ingredients. Mango Ginger Pickle is a very hot and delicious taste.,300 g Bottle,g,300 g Bottle,1,1,110,110,"Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India",India,['8904246910760'],-,https://datalabs.siva3.io/image/Eunimart_groceries_260434_1-priya-pickle-mango-ginger-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260434-2_1-priya-pickle-mango-ginger-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260434-3_1-priya-pickle-mango-ginger-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260434-4_1-priya-pickle-mango-ginger-without-garlic.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_260434-5_1-priya-pickle-mango-ginger-without-garlic.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8904246910760'}, {'Country of origin': 'India'}, {'Manufactured by': 'Ushodaya Enterprises Pvt Ltd (Foods Division), 6-3-569/3, Eenadu Complex, Somajiguda, Hyderabad - 500082 (TS), India'}]",-,-,-,-,"Mango Ginger Paste, Iodized Salt, Tamarind Exract, Jaggery, Refined Rice Bran Oil, Mixed Spices, Mustard Seeds, Dry Chillies, Curry Leaves And Asafoetida,",-,-
