Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),Image,Image,Image,Image,Image,Image,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Warranty,Adjustable,Fastening,Filtration,Foldable,Mask Type,Package Content,Ply,Reusable,Sustainable,Benefit,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00005931,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Purple & Pink 3-Ply Reusable Anti-Pollution Cloth Masks Pack of 2,"Purple,Pink",(Onesize),1,ONLY,499,199,This item cannot be returned.,,,2,Units,Polyester,"ONLY RETAIL PVT LTD, Paragon Apparel Pvt. Ltd. D71/72, Hosiery Complex,Noida-Uttar Pradesh-201305",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ONLYWomenPurple&Pink3-PlyReusableAnti-PollutionClothMasksPackof2_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ONLYWomenPurple&Pink3-PlyReusableAnti-PollutionClothMasksPackof2_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ONLYWomenPurple&Pink3-PlyReusableAnti-PollutionClothMasksPackof2_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ONLYWomenPurple&Pink3-PlyReusableAnti-PollutionClothMasksPackof2_4.jpg,,,,,,(N),(N),(N),,,,Female,Anti Pollution,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00005932,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 2 Black & White Printed Outdoor Mask,"Black,White",(M),1,Puma,699,328,This item cannot be returned.,,,2,Units,Cotton,"Puma Sports India Pvt. Ltd.(NSCM), BVK EXPORTS INDIAPRIVATE LIMITED, SHED NO.39, 40 TEKIC TEA NAGAR, MUDALIPALAYAM TIRUPUR, TAMILNADU, 641606 TIRUPUR, India",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackof2Black&WhitePrintedOutdoorMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackof2Black&WhitePrintedOutdoorMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackof2Black&WhitePrintedOutdoorMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackof2Black&WhitePrintedOutdoorMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,3,(Y),Regular,,,Printed,,,,,,,,,
EU00005933,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack Of 5 Brand Logo Printed Bamboo Outdoor Face Masks,Multicoloured,(Onesize),1,Heelium,1649,799,This item cannot be returned.,,,5,Units,,"Heelium Sports Private Limited, Gowdown No. 1, S No. 146/5A, Aundh Rawet BRT Road, Opp. Narsimha Mandir, Tathawade, Pune-411033",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HeeliumPackOf5BrandLogoPrintedBambooOutdoorFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HeeliumPackOf5BrandLogoPrintedBambooOutdoorFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HeeliumPackOf5BrandLogoPrintedBambooOutdoorFaceMasks_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,(Y),Regular,,,"Brand,Printed",,,,,,,,,
EU00005934,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 5 Printed 6-Ply Reusable Pure Cotton 3D Cloth Face Masks,Multicoloured,(Onesize),1,CENWELL,1199,499,This item cannot be returned.,,,5,Units,Cotton,"Twenty First Century Creations Pvt Ltd, TWENTY FIRST CENTURY CREATIONS PVT LTD, B-199 ASHOK VIHAR PHASE-1, DELHI - 110052",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5Printed6-PlyReusablePureCotton3DClothFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5Printed6-PlyReusablePureCotton3DClothFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5Printed6-PlyReusablePureCotton3DClothFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5Printed6-PlyReusablePureCotton3DClothFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,6,(Y),Regular,,,Printed,,,,,,,,,
EU00005935,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 3 Solid 6-Ply Reusable Cotton Mask,Multicoloured,(Onesize),1,Lee Cooper,699,199,This item cannot be returned.,,,3,Units,Cotton,"Brandzstorm India Marketing Pvt.Ltd., Brandzstorm India Marketing Pvt Ltd, 305 Hubtown Solairs, Prof NS Phadke Marg, Opp Telli Gully, Andheri East, Mumbai - 400069",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17LeeCooperUnisexPackOf3Solid6-PlyReusableCottonMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17LeeCooperUnisexPackOf3Solid6-PlyReusableCottonMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17LeeCooperUnisexPackOf3Solid6-PlyReusableCottonMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17LeeCooperUnisexPackOf3Solid6-PlyReusableCottonMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Solid,,,,,,,,,
EU00005936,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 3 Red & Grey Printed 3-Ply Reusable Cloth Masks,"Grey,Red",(M),1,Flying Machine,449,336,This item cannot be returned.,,,3,Units,Cotton,"ARVIND LIFESTYLE BRANDS LIMITED, Arvind Lifestyle Brands Limited, Du Parc Trinity, 8Th Floor, 17, Mg Road Bangalore 560001",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FlyingMachineUnisexPackOf3Red&GreyPrinted3-PlyReusableClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FlyingMachineUnisexPackOf3Red&GreyPrinted3-PlyReusableClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FlyingMachineUnisexPackOf3Red&GreyPrinted3-PlyReusableClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17FlyingMachineUnisexPackOf3Red&GreyPrinted3-PlyReusableClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Protective Outdoor Mask,Mask,3,(Y),Regular,,,Printed,,,,,,,,,
EU00005937,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Black Set of two Adjustable Face Mask,Black,(M),1,Puma,599,341,This item cannot be returned.,,,2,Units,Cotton,"Puma Sports India Pvt. Ltd.(NSCM), SRI LAKSHMI CLOTHINGS, SRI LAKSHMI CLOTHINGS, 3/808A, SRI GOKULA KRISHNA, TIRUPUR, India, Postal code, 641605",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Tie-Up,Valved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00005938,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Black Set of two Adjustable Face Mask,Black,(L),1,Puma,599,341,This item cannot be returned.,,,2,Units,Cotton,"Puma Sports India Pvt. Ltd.(NSCM), SRI LAKSHMI CLOTHINGS, SRI LAKSHMI CLOTHINGS, 3/808A, SRI GOKULA KRISHNA, TIRUPUR, India, Postal code, 641605",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_4.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaBlackSetoftwoAdjustableFaceMask_5.jpg,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Tie-Up,Valved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00005939,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Kids Pack Of 2 6 Ply Reusable Protective Outdoor Masks,Multicoloured,(3-6Y),1,Chicco,299,224,This item cannot be returned.,,,2,Units,Cotton,"Reeford Ventures Pvt. Ltd., Marketed by: Artsana India Pvt. Ltd. 7th floor Paras twin Tower, Sector 54, Golf Course road, gurgaon, 122002",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ChiccoUnisexKidsPackOf26PlyReusableProtectiveOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ChiccoUnisexKidsPackOf26PlyReusableProtectiveOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ChiccoUnisexKidsPackOf26PlyReusableProtectiveOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17ChiccoUnisexKidsPackOf26PlyReusableProtectiveOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Protective Outdoor Mask,Mask,6,(Y),Regular,,,,,,,,,,,,
EU00005940,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Adults Yellow & Blue Chennai Super Kings Reusable 4-Layer Protective Outdoor Mask,"Blue,Yellow",(Onesize),1,EUME,300,300,This item cannot be returned.,,,Single,Units,Cotton,"Supercom Net, Karma Holdings Private Limited, A-85, Sector 63, Noida, Utter Pradesh 201301",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EUMEAdultsYellow&BlueChennaiSuperKingsReusable4-LayerProtectiveOutdoorMask_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EUMEAdultsYellow&BlueChennaiSuperKingsReusable4-LayerProtectiveOutdoorMask_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EUMEAdultsYellow&BlueChennaiSuperKingsReusable4-LayerProtectiveOutdoorMask_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EUMEAdultsYellow&BlueChennaiSuperKingsReusable4-LayerProtectiveOutdoorMask_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Tie-Up,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00005941,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack Of 5 Grey Brand Logo Print 2-Ply Cloth Masks,Grey,(Onesize),1,Heelium,1649,799,This item cannot be returned.,,,5,Units,,"Heelium Sports Private Limited, Gowdown No. 1, S No. 146/5A, Aundh Rawet BRT Road, Opp. Narsimha Mandir, Tathawade, Pune-411033",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HeeliumPackOf5GreyBrandLogoPrint2-PlyClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HeeliumPackOf5GreyBrandLogoPrint2-PlyClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HeeliumPackOf5GreyBrandLogoPrint2-PlyClothMasks_3.jpg,,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,2,(Y),Regular,,,Brand,,,,,,,,,
EU00005942,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids 3 Pcs Mickey & Friends Printed 2-Ply Anti-Bacterial Cloth Masks,Multicoloured,(Onesize),1,BonOrganik,699,293,This item cannot be returned.,,,3,Units,Polyester,"Lepus Brand Technologies Private Limited, BonOrganik Apparels Pvt. Ltd. 17/18, Bangalore International Public School Road,Chikallasandra, Uttarahalli Main Road, Bangalore",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17BonOrganikKids3PcsMickey&FriendsPrinted2-PlyAnti-BacterialClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17BonOrganikKids3PcsMickey&FriendsPrinted2-PlyAnti-BacterialClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17BonOrganikKids3PcsMickey&FriendsPrinted2-PlyAnti-BacterialClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17BonOrganikKids3PcsMickey&FriendsPrinted2-PlyAnti-BacterialClothMasks_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(N),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00005943,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Black & Blue Pack Of 3 Printed Cotton Cloth Outdoor Masks,"Blue,Black",(7-12Y),1,MASQ,447,299,This item cannot be returned.,,,3,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQKidsBlack&BluePackOf3PrintedCottonClothOutdoorMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQKidsBlack&BluePackOf3PrintedCottonClothOutdoorMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQKidsBlack&BluePackOf3PrintedCottonClothOutdoorMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQKidsBlack&BluePackOf3PrintedCottonClothOutdoorMasks_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Printed,,,,,,,,,
EU00005944,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Kids Pack Of 5 Multi Printed 6-Ply Pure Cotton Reusable 3D Cloth Face Masks,Multi,(Onesize),1,CENWELL,1199,499,This item cannot be returned.,,,5,Units,Cotton,"Twenty First Century Creations Pvt Ltd, TWENTY FIRST CENTURY CREATIONS PVT LTD, B-199 ASHOK VIHAR PHASE-1, DELHI - 110052",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5MultiPrinted6-PlyPureCottonReusable3DClothFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5MultiPrinted6-PlyPureCottonReusable3DClothFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5MultiPrinted6-PlyPureCottonReusable3DClothFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLKidsPackOf5MultiPrinted6-PlyPureCottonReusable3DClothFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,"Boy,girl",,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,6,(Y),Regular,,,Printed,,,,,,,,,
EU00005945,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Women Pack Of 3 Reusable Anti-Pollution 4-Ply Cloth Masks,Multicoloured,(Onesize),1,MASQ,447,249,This item cannot be returned.,,,3,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackOf3ReusableAnti-Pollution4-PlyClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackOf3ReusableAnti-Pollution4-PlyClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackOf3ReusableAnti-Pollution4-PlyClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQWomenPackOf3ReusableAnti-Pollution4-PlyClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Female,Anti Pollution,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,,,,,,,,,,
EU00005946,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack of 3 Camouflage Print 4-Ply Reusable Outdoor Cloth Masks,Camouflage,(Onesize),1,HRX by Hrithik Roshan,999,349,This item cannot be returned.,,,3,Units,Polyester,"Omnitech Retail, Crea Marketing Services Pvt. LtdA-744, second floor, Sushant Lok-1, Gurgaon - 122002",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HRXbyHrithikRoshanUnisexPackof3CamouflagePrint4-PlyReusableOutdoorClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HRXbyHrithikRoshanUnisexPackof3CamouflagePrint4-PlyReusableOutdoorClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HRXbyHrithikRoshanUnisexPackof3CamouflagePrint4-PlyReusableOutdoorClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17HRXbyHrithikRoshanUnisexPackof3CamouflagePrint4-PlyReusableOutdoorClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Protective Outdoor Mask,Mask,,,,,,,,,,,,,,,
EU00005947,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack Of 2 Brand Logo Printed Outdoor Running Face Masks,Multicoloured,(M),1,Puma,799,479,This item cannot be returned.,,,2,Units,Polyester,"Puma Sports India Pvt. Ltd.(NSCM), Triangle Apparels 6, No. 25/26, Industrial Suburb Yeshwanthpur, 560022 Bangalore, Karnataka, India - 560022",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,3 months,(N),,Unvalved,(Y),N95 or KN95,Mask,3,(Y),Regular,,,"Brand,Printed",,,,,,,,,
EU00005948,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack Of 2 Brand Logo Printed Outdoor Running Face Masks,Multicoloured,(L),1,Puma,799,479,This item cannot be returned.,,,2,Units,Polyester,"Puma Sports India Pvt. Ltd.(NSCM), Triangle Apparels 6, No. 25/26, Industrial Suburb Yeshwanthpur, 560022 Bangalore, Karnataka, India - 560022",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17PumaPackOf2BrandLogoPrintedOutdoorRunningFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,3 months,(N),,Unvalved,(Y),N95 or KN95,Mask,3,(Y),Regular,,,"Brand,Printed",,,,,,,,,
EU00005949,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex 100 Pcs Black Solid 3-Ply Disposable Surgical Face Masks,Black,(Onesize),1,CENWELL,999,449,This item cannot be returned.,,,100,Units,Non-woven fabric,"Twenty First Century Creations Pvt Ltd, TWENTY FIRST CENTURY CREATIONS PVT LTD, B-199 ASHOK VIHAR PHASE-1, DELHI - 110052",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLUnisex100PcsBlackSolid3-PlyDisposableSurgicalFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLUnisex100PcsBlackSolid3-PlyDisposableSurgicalFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLUnisex100PcsBlackSolid3-PlyDisposableSurgicalFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17CENWELLUnisex100PcsBlackSolid3-PlyDisposableSurgicalFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Surgical Mask,Mask,3,(Y),Regular,,,Solid,,,,,,,,,
EU00005950,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 3 Black Embroidered 4-Ply Reusable Pure Cotton Cloth Masks,Black,(M),1,MASQ,447,249,This item cannot be returned.,,,3,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Embroidered,,,,,,,,,
EU00005951,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Pack of 3 Black Embroidered 4-Ply Reusable Pure Cotton Cloth Masks,Black,(L),1,MASQ,447,249,This item cannot be returned.,,,3,Units,Cotton,"Q-ONE, Q-ONE, Plot No. 732, Pace City-2, Sector 37, Gurugram, Haryana, India-122001",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17MASQPackof3BlackEmbroidered4-PlyReusablePureCottonClothMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,,,,,,Embroidered,,,,,,,,,
EU00005952,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 3 Printed 4-Ply Protective Outdoor Reversible Face Masks,Multicoloured,(S),1,Enamor,499,499,This item cannot be returned.,,,3,Units,Cotton,"MODENIK LIFESTYLE PRIVATE LIMITED, Modenik Lifestyle Private Limited, Ferns Icon, outer ring road,, doddenakundi, KR Puram, Bengaluru- 560037",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,(Y),Regular,,,Printed,,,,,,,,,
EU00005953,RET,RET-13,RET-13-19,RET-13-19-10,RET-13-19-10-17,Unisex Pack Of 3 Printed 4-Ply Protective Outdoor Reversible Face Masks,Multicoloured,(M),1,Enamor,499,499,This item cannot be returned.,,,3,Units,Cotton,"MODENIK LIFESTYLE PRIVATE LIMITED, Modenik Lifestyle Private Limited, Ferns Icon, outer ring road,, doddenakundi, KR Puram, Bengaluru- 560037",India,,,,,(N),,,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_1.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_2.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_3.jpg,https://datalabs.siva3.io/images/FaceMasksRET-13-19-10-17EnamorUnisexPackOf3Printed4-PlyProtectiveOutdoorReversibleFaceMasks_4.jpg,,,,,,(N),(N),(N),,,,Unisex,,,,,,,,,,,,(Y),Elasticated,Unvalved,(Y),Cloth Mask,Mask,4,(Y),Regular,,,Printed,,,,,,,,,
