Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Colour Shade Name,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available (Y/N),images.img1,images.img2,images.img3,images.img4,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Features,Hex Code,Pigmentation,Sustainable,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00115539,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Show Intense Crayon Lipstick - Dark Chocolate,Brown,Dark Chocolate,3-3.5 ML,1,Maybelline,399,239,"Color Show Intense Crayon Lipstick
Shade name: Dark Chocolate",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorShowIntenseCrayonLipstick-DarkChocolate_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorShowIntenseCrayonLipstick-DarkChocolate_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorShowIntenseCrayonLipstick-DarkChocolate_3.jpg,,,,,(Y),(Y),(N),,,,,,Chocolate,,,Fragrance-Free,Crayon,,,,,,,,,,,Creme,SPF,#8a4139,Medium Coverage,,,,,,,
EU00115540,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Ultimattes Lipstick- 399 More Magenta- 1.7g,Pink,More Magenta,0-2 ML,1,Maybelline,599,359,"Color Sensational Ultimattes Lipstick
Shade name: More Magenta
Shade number: 399",,,1,Units,,"Vision Star, CHN - YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, NO. 18 XIHU ROAD, XILING ECONOMIC DEVELOPING ZONE, YICHANG, CHINA",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-399MoreMagenta-1.7g_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-399MoreMagenta-1.7g_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-399MoreMagenta-1.7g_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-399MoreMagenta-1.7g_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Easy Application,,Medium Coverage,Regular,,,,,,
EU00115541,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Color Show Intense Crayon Lipstick - Fierce Fuchsia M 107,Pink,Fierce Fuchsia,3-3.5 ML,1,Maybelline,399,239,"Maybelline Color Show Intense Crayon Lipstick
Shade name: Fierce Fuchsia",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-FierceFuchsiaM107_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-FierceFuchsiaM107_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-FierceFuchsiaM107_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-FierceFuchsiaM107_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Crayon,,,,,,,,,,,Matte,Moisturising,#c3286a,Full Coverage,,,,,,,
EU00115542,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Sensational Liquid Matte Lipstick 7 ml - Soft Wine 02,Maroon,Soft Wine 02,6-8 ML,1,Maybelline,399,239,"Maybelline New York Sensational Liquid Matte Lipstick
Shade name - 02 Soft Wine",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSensationalLiquidMatteLipstick7ml-SoftWine02_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSensationalLiquidMatteLipstick7ml-SoftWine02_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSensationalLiquidMatteLipstick7ml-SoftWine02_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Liquid,,,,,,,,,,,Matte,Precise Application,#6e1c20,Full Coverage,,Matte,,,,,
EU00115543,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Ultimatte Lipstick More Rust 899,Pink,899 More Rust,0-2 ML,1,Maybelline,599,359,"New York Color Sensational Ultimatte Lipstick
Shade name: More Rust
Shade number: 899",,,1,Units,,"Vision Star, CHN - YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, NO. 18 XIHU ROAD, XILING ECONOMIC DEVELOPING ZONE, YICHANG, CHINA",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimatteLipstickMoreRust899_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimatteLipstickMoreRust899_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimatteLipstickMoreRust899_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimatteLipstickMoreRust899_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Easy Application,,Medium Coverage,Regular,,,,,,
EU00115544,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Super Stay Matte Ink Liquid Lipstick 5 ml - Versatile 210,Red,Versatile 210,4-5 ML,1,Maybelline,699,419,"Super Stay Matte Ink Liquid Lipstick 5 ml
Shade Name: 210 Versatile",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-Versatile210_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-Versatile210_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-Versatile210_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Precise Application,#8a2c28,Medium Coverage,,Matte,,,,,
EU00115545,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Powder Matte Lipstick - Almond Pink,Nude Pink,Almond Pink,3.5-4 ML,1,Maybelline,325,325,"New York Color Sensational Powder Matte Lipstick
Shade name: Almond Pink",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-AlmondPink_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-AlmondPink_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-AlmondPink_3.jpg,,,,,(Y),(Y),(N),,,,,,Almond,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Hydrating,#a54c66,Full Coverage,,Matte,,,,,
EU00115546,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Color Show Intense Crayon Lipstick - Passionate Plum,Pink,PASSIONATE PLUM,3-3.5 ML,1,Maybelline,399,239,"Maybelline Color Show Intense Crayon Lipstick
Shade name:Passionate Plum",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-PassionatePlum_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-PassionatePlum_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineColorShowIntenseCrayonLipstick-PassionatePlum_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Crayon,,,,,,,,,,,Matte,Moisturising,#831434,Full Coverage,,,,,,,
EU00115547,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Sensational Liquid Matte Lipstick - Touch of Spice 24,Pink,Touch of Spice,6-8 ML,1,Maybelline,349,209,"Sensational Liquid Matte Lipstick
Shade Name: Touch of Spice 24",,,1,Units,,"Vision Star, Yichang Tianmei International Cosmetics, Xihu Road, Xi Ling Economic & Technology Development Zone No.18, 443000 Yichang, Hubei, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-TouchofSpice24_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-TouchofSpice24_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-TouchofSpice24_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-TouchofSpice24_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Liquid,,,,,,,,,,,Matte,Long Lasting,,Full Coverage,Regular,Matte,,,,,
EU00115548,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Powder Matte Lipstick - Toasted Brown,Brown,TOASTED BROWN,3.5-4 ML,1,Maybelline,329,213,"New York Color Sensational Powder Matte Lipstick
Shade name: Toasted Brown",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-ToastedBrown_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-ToastedBrown_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-ToastedBrown_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalPowderMatteLipstick-ToastedBrown_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Hydrating,#974f4a,Full Coverage,,Matte,,,,,
EU00115549,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York SuperStay Matte Ink Crayon Lipstick - 25 Stay Exceptional,Pink,Stay Exceptional,0-2 ML,1,Maybelline,699,419,"Maybelline New York SuperStay Ink Crayon Lipstick
Shade name: 25 Stay Exceptional",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkCrayonLipstick-25StayExceptional_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkCrayonLipstick-25StayExceptional_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkCrayonLipstick-25StayExceptional_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Crayon,,,,,,,,,,,Matte,Easy Application,#ab6975,Full Coverage,,Matte,,,,,
EU00115550,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Superstay Vinyl Ink Longwear High-Shine Vegan Liquid Lipstick 4.2ml - Saucy,Nude,Saucy,4-5 ML,1,Maybelline,849,679,Superstay Vinyl Ink Longwear High Shine Vegan Liquid Lipstick - Saucy,,,1,Units,,"Vision Star, Yichang Tianmi International Cosmetics Co.,44300, No.18 Xihu Road, Xiling Economic Developing Zone, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSuperstayVinylInkLongwearHigh-ShineVeganLiquidLipstick4.2ml-Saucy_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSuperstayVinylInkLongwearHigh-ShineVeganLiquidLipstick4.2ml-Saucy_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSuperstayVinylInkLongwearHigh-ShineVeganLiquidLipstick4.2ml-Saucy_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSuperstayVinylInkLongwearHigh-ShineVeganLiquidLipstick4.2ml-Saucy_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vegan,Liquid,Vegan,,,,,,,,,,Glossy,Long Lasting,,Full Coverage,Regular,,,,,,
EU00115551,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,Sensational Liquid Matte Lipstick - 21 Nude Nuance,Nude,Nude Nuance,6-8 ML,1,Maybelline,399,239,"Sensational Liquid Matte Lipstick
Shade: 21 Nude Nuance",,,1,Units,,"Vision Star, Yichang Tianmei International Cosmetics, Xihu Road, Xi Ling Economic & Technology Development Zone No.18, 443000 Yichang, Hubei, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-21NudeNuance_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-21NudeNuance_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-21NudeNuance_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineSensationalLiquidMatteLipstick-21NudeNuance_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Anti-Oxidants,Liquid,,,,,,,,,,,Matte,Non-Sticky,,Full Coverage,Regular,Matte,,,,,
EU00115552,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Vegan Superstay Vinyl Ink 16H Longwear Liquid Lipstick 4.5 ml - Coy,Pink,Coy,4-5 ML,1,Maybelline,849,679,New York Vegan Superstay Vinyl Ink 16H Longwear Liquid Lipstick 4.5 ml - Coy,,,1,Units,,"Vision Star, Yichang Tianmi International Cosmetics Co.,44300, No.18 Xihu Road, Xiling Economic Developing Zone, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkVeganSuperstayVinylInk16HLongwearLiquidLipstick4.5ml-Coy_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkVeganSuperstayVinylInk16HLongwearLiquidLipstick4.5ml-Coy_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkVeganSuperstayVinylInk16HLongwearLiquidLipstick4.5ml-Coy_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkVeganSuperstayVinylInk16HLongwearLiquidLipstick4.5ml-Coy_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Vegan,Liquid,Vegan,,,,,,,,,,Glossy,Long Lasting,,Full Coverage,Regular,,,,,,
EU00115553,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Ultimattes Lipstick- 299 More Scarlet- 1.7g,Red,More Scarlet,0-2 ML,1,Maybelline,599,359,"Color Sensational Ultimattes Lipstick
Shade name: More Scarlet
Shade number: 299",,,1,Units,,"Vision Star, CHN - YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, NO. 18 XIHU ROAD, XILING ECONOMIC DEVELOPING ZONE, YICHANG, CHINA",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-299MoreScarlet-1.7g_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-299MoreScarlet-1.7g_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-299MoreScarlet-1.7g_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-299MoreScarlet-1.7g_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Easy Application,,Medium Coverage,Regular,,,,,,
EU00115554,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Ultimattes Lipstick- 699 More Buff- 1.7g,Pink,More Buff,0-2 ML,1,Maybelline,599,359,"Color Sensational Ultimatte Slim Lipstick
Shade number:699
Shade Name: More Buff",,,1,Units,,"Vision Star, CHN - YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, NO. 18 XIHU ROAD, XILING ECONOMIC DEVELOPING ZONE, YICHANG, CHINA",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-699MoreBuff-1.7g_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-699MoreBuff-1.7g_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-699MoreBuff-1.7g_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalUltimattesLipstick-699MoreBuff-1.7g_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Easy Application,,Full Coverage,Regular,,,,,,
EU00115555,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Red Color Sensational Siren In Scarlet Creamy Matte Lipstick 4.2 g,Red,Siren In Scarlet,3.5-4 ML,1,Maybelline,329,213,Red Color Sensational Siren In Scarlet Creamy Matte Lipstick,,,1,Units,,"Vision Star, LOREAL USAPRODUCTS NORTH LITTLEROCKMANUFACTURING, Arkansas, USA,11500 MaybellineRoad, North LittleRock, Arkansas,USA 72117-UnitedStates",United States of America,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkRedColorSensationalSirenInScarletCreamyMatteLipstick4.2g_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkRedColorSensationalSirenInScarletCreamyMatteLipstick4.2g_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkRedColorSensationalSirenInScarletCreamyMatteLipstick4.2g_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkRedColorSensationalSirenInScarletCreamyMatteLipstick4.2g_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Matte,Smooth Texture,#da2e26,Medium Coverage,,Matte,,,,,
EU00115556,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Super Stay Matte Ink Liquid Lipstick 5 ml - Dancer 118,Red,Dancer 118,4-5 ML,1,Maybelline,699,419,"New York Super Stay Matte Ink Liquid Lipstick 5 ml
Shade name: 118 dancer",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-Dancer118_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-Dancer118_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-Dancer118_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Transfer Proof,#a8211e,Full Coverage,,Matte,,,,,
EU00115557,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Pout & Play - Set of 4 Sensational Liquid Matte Lipsticks - 7ml each,Pink,"Made Easy 11, Untamed Rose 23, Peach Addict 22, Nude Nuance 21",20 ML and Above,1,Maybelline,1596,1117,Pout & Play - Set of 4 Sensational Liquid Matte Lipsticks,,,4,Units,,"Vision Star, Yichang Tianmei International Cosmetics, Xihu Road, Xi Ling Economic & Technology Development Zone No.18, 443000 Yichang, Hubei, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkPout&Play-Setof4SensationalLiquidMatteLipsticks-7mleach_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkPout&Play-Setof4SensationalLiquidMatteLipsticks-7mleach_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkPout&Play-Setof4SensationalLiquidMatteLipsticks-7mleach_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkPout&Play-Setof4SensationalLiquidMatteLipsticks-7mleach_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Lightweight,,Full Coverage,Regular,Matte,,,,,
EU00115558,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Color Sensational Creamy Matte Lipstick- Midtown Pink 673,Brown,Midtown Pink 673,3.5-4 ML,1,Maybelline,329,213,Color Sensational Creamy Matte Lipstick- Midtown Pink 673,,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalCreamyMatteLipstick-MidtownPink673_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalCreamyMatteLipstick-MidtownPink673_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalCreamyMatteLipstick-MidtownPink673_3.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkColorSensationalCreamyMatteLipstick-MidtownPink673_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Fragrance-Free,Bullet,,,,,,,,,,,Creme,Non-Drying,#954535,Medium Coverage,,Matte,,,,,
EU00115559,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York Super Stay Matte Ink Liquid Lipstick 5 ml - Self Starter 130,Pink,Self Starter 130,4-5 ML,1,Maybelline,699,419,"New York Super Stay Matte Ink Liquid Lipstick 5 ml
Shade name: 130 Self Starter",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-SelfStarter130_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-SelfStarter130_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkLiquidLipstick5ml-SelfStarter130_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Liquid,,,,,,,,,,,Matte,Transfer Proof,#a6555b,Full Coverage,,Matte,,,,,
EU00115560,RET,RET-13,RET-13-13,RET-13-13-14,RET-13-14-14-10,New York SuperStay Matte Ink Crayon Lipstick - Lead The Way 15,Pink,Lead The Way 15,0-2 ML,1,Maybelline,799,479,"SuperStay Ink Crayon Lipstick
Shade name: Lead The Way 15",,,1,Units,,"Vision Star, YICHANG TIANMI INTERNATIONAL COSMETICS CO., LTD., 443000, No. 18 Xihu Road, Xiling Economic Developing Zone, Yichang, China",China,,,,,,,,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkCrayonLipstick-LeadTheWay15_1.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkCrayonLipstick-LeadTheWay15_2.jpg,https://datalabs.siva3.io/images/LipsticksRET-13-14-14-10MaybellineNewYorkSuperStayMatteInkCrayonLipstick-LeadTheWay15_3.jpg,,,,,(Y),(Y),(N),,,,,,,,,Dermatologically Tested,Crayon,,,,,,,,,,,Matte,Easy Application,#b66e71,Full Coverage,,Matte,,,,,
