Sku Code,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product name,Product Quantity,UOM,MRP,Price,Short Product Description,Long Product Description,SKU Code,Manufacturer,Country Of Origin,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD Available (Y/N),Images,Images.1,Images.2,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Net Quantity,Brand,Pack Quantity,Pack Size,UPC/EAN,FSSAI no,Preservatives,Preservatives (details),Flavours & Spices,Ready to cook,Ready to eat,Rice grain type,Recommended Age ,Baby Weight,Absorption Duration (in Hrs),Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Ingredients,Usage,Marketed By,Nutritional Facts
EU00074764,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Sanfe Intimate Hair Oil 6 In 1 - With Papaya and Lemon Extract, Hydrating and Nourishing, 50 ml",50ML ,ML,499,499,"Sanfe's intimate hair oil is all set to care for your hair and skin in sensitive areas. Intimate hair oil can be used everywhere hair meets skin, especially pubic area and underarms. The oil treats the hard hair, redness, ingrown, burns and bumps with the utmost care. It also hydrates and rejuvenates your skin. It has deep cleansing properties, normalises oil secretion and makes skin feel light and non-greasy.", , ,"AG INDUSTRIES - B-55, Sector 83, Noida -201305",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40229365_1-sanfe-intimate-hair-oil-6-in-1-with-papaya-lemon-extract-hydrating-nourishing.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40229365-2_1-sanfe-intimate-hair-oil-6-in-1-with-papaya-lemon-extract-hydrating-nourishing.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40229365-3_1-sanfe-intimate-hair-oil-6-in-1-with-papaya-lemon-extract-hydrating-nourishing.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40229365-4_1-sanfe-intimate-hair-oil-6-in-1-with-papaya-lemon-extract-hydrating-nourishing.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40229365-5_1-sanfe-intimate-hair-oil-6-in-1-with-papaya-lemon-extract-hydrating-nourishing.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40229365-6_1-sanfe-intimate-hair-oil-6-in-1-with-papaya-lemon-extract-hydrating-nourishing.jpg,,,,, ,Sanfe,1,1,'8904355902441,, , , , , , , , , , , , , , , , ,,"Step 01 Take few drops of fur oil.
Step 02 Apply on the hair area and skin you want to soften.
Step 03 Gently massage on the applied area until it is absorbed.","RedroomTechnology Pvt. Ltd. A-4, 3rd floor, Adchini, Sarvodaya Enclave, New Delhi - 110017",
EU00074765,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"The Moms Co Natural Stretch Marks Bundle, 2 pcs (7-In-1 Stretch Oil 100 ml + Body Butter 100 g)",2 pcs (7-In-1 Stretch Oil 100ML + Body Butter 100g),Units,822,822,"The Moms Co believes in rendering nothing but the best to mothers and their toddlers alike, by helping the mothers make choices that are safe, natural and effective. Their products, Developed and tested with the best experts across India, Australia and Switzerland are made with love and without compromise, Retaining the all the good from Mother Nature.

Stretching and growing bellies often rob the skin of its natural moisture leading to dryness, itching and stretch marks.
Our Natural Stretch Mark Bundle with the Natural Body Butter and Natural Stretch Oil work together to soothe and moisturise itchy and dry skin, build collagen and heal wounds and scars. The products are dermatologically tested and safe to use during pregnancy and breastfeeding.", , ,"Quantum International Pvt. Ltd., B-7, sector-57, Noida, UP-201301",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40190774_1-the-moms-co-natural-stretch-marks-bundle.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40190774-2_1-the-moms-co-natural-stretch-marks-bundle.jpg,,,,,,,,, ,The Moms Co,2,1,'764560703008,, , , , , , , , , , , , , , , , ,,"Stretch Oil: Massage this non-greasy oil twice a day on stretching belly, hips and breasts for best results.
Apply ideally from the 4th month of pregnancy until at least 6 months after childbirth.
Avoid Nipple area while breastfeeding.
Body Butter: Apply this luxurious butter twice a day on stretching belly, hips and breasts.
Apply ideally from the 3rd month to 4 months after childbirth.
Avoid Nipple area while breastfeeding.","Amishi Consumers Pvt. Ltd. FF, 1982/9, Chuna Mandi, Paharganj,Central Delhi,, India -110055",
EU00074766,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Bionova Hairstim XT Biotin 10, 000mcg Tablets - With Added Nutrients, 30 pcs",30 pcs,Units,875,875,"HAIRSTIM-XT is a hair care supplement formulated in the research unit of Bionova. The key ingredients of this supplement are amino acids, minerals, vitamins and herbal extracts. HAIRSTIM-XT could be helpful in controlling the levels of DHT, which is known to cause various hair problems. The amino acid complex triggers keratin synthesis, which helps in improving the hair volume and reducing hair loss. Consume one tablet daily after the main meal for prompt hair fall control and hair follicle nourishment", , ,"India  Manufacturer Name and Address: Pragati Biocare Private Limited, #55 and 56, Bikasipura Main Road, Yelachanahalli, Behind J.C. Industrial Area, Bangalore- 560062, India.",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40211124_1-bionova-hairstim-xt-biotin-10000mcg-tablets-with-added-nutrients.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40211124-2_1-bionova-hairstim-xt-biotin-10000mcg-tablets-with-added-nutrients.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40211124-3_1-bionova-hairstim-xt-biotin-10000mcg-tablets-with-added-nutrients.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40211124-4_1-bionova-hairstim-xt-biotin-10000mcg-tablets-with-added-nutrients.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40211124-5_1-bionova-hairstim-xt-biotin-10000mcg-tablets-with-added-nutrients.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40211124-6_1-bionova-hairstim-xt-biotin-10000mcg-tablets-with-added-nutrients.jpg,,,,, ,Bionova,30,1,'713179707358,'11214334001498, , , , , , , , , , , , , , , , ,"Starch Powder, Microcrystalline, Cellulose Powder, Dicalcium Phosphate, Magnesium Stearate, Talc Powder, PVPK-30,Hydroxypropyl Methylcellulose, Ethylcellulose, Croscarmellose, Sodium And Approved Colours.",One HAIRSTIM XT tablet every day after the main meal.,"Kontera Ventures Private Limited, South End Road, 83,Old No.21/83, Ramachandra Arcade, Basavanagudi, Bengaluru, Bengaluru (Bangalore) Urban, Karnataka, 560063.","Amino acid complex: 330mg, Vitamin C: 40mg, Biotin: 10mg, Calcium Pantothenate: 5mg, Folic acid: 150mcg, Vitamin B3: 15mg, Calcium: 100mg, Magnesium: 50mg, Iron: 14mg, Zinc: 10mg, Manganese: 5mg, Copper: 1.7mg, Selenium: 40mcg, Soy isoflavones: 50mg"
EU00074767,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"The Moms Co Natural Nipple Butter For Breastfeeding Moms, 25 g",25g,Units,299,299,"Born out of a mom's need to give only the best to her babies, at The Moms Co., we are on a mission to help moms make safe, natural, effective choices for themselves and their families. Our products, developed and tested with the best experts for over a year, are #MadeWithLove and #MadeWithoutCompromise. With Mother Nature making her presence felt very strongly, everything we create retains the good and rejects the bad to give you a product that is as pure as Mothers Love.

Our Natural Nipple Butter is a Lanolin-Free and Fragrance-Free combination of oils and waxes that help soothe sore and cracked nipples. Made with completely safe and natural ingredients, you'll never need to worry about washing before breastfeeding your baby.", , ,"The Moms Co., C-1015, Sushant Lok Phase-I, Gurgaon, India - 122009",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40122465_2-the-moms-co-natural-nipple-butter-for-breastfeeding-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40122465-2_2-the-moms-co-natural-nipple-butter-for-breastfeeding-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40122465-3_2-the-moms-co-natural-nipple-butter-for-breastfeeding-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40122465-4_2-the-moms-co-natural-nipple-butter-for-breastfeeding-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40122465-5_2-the-moms-co-natural-nipple-butter-for-breastfeeding-moms.jpg,,,,,, ,The Moms Co,1,1,'73614099917,, , , , , , , , , , , , , , , , ,,"Clean your breast with a soft cloth after feeding.
Take some quantity of the butter and apply it on the nipple area.
You may or may not remove it before feeding.
It does not affect the baby if ingested.
For best results and to avoid cracked nipples, use daily.","The Moms Co., C-1015, Sushant Lok Phase-I, Gurgaon, India - 122009",
EU00074768,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Namyaa Natural Skincare Therapy Body Toning and Sculpting Wonder Oil - Reduces Stretch Marks, 200 ml",200ML ,ML,800,800,"An advanced multi-purpose oil that can be used all over the body and face. This lightweight oil contains an exclusive blend of key ingredients formulated to help improve the appearance of scars, stretch marks, dry, damaged skin, uneven skin tone, aging skin and fine lines and wrinkles. Skin looks and feels instantly soft and smooth with this unique, non-greasy, non-staining formula. Apply directly onto face, lips, hands, legs or anywhere needed to help moisturize and revive dry skin. Can be used as a massage oil or for stretch marks, uneven skin tone or cellulite. Use it twice a day for best results.", , ,"R G Biocosmetic Pvt Ltd C-65, Okhla Phase 1, New Delhi-110020",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40185435_2-namyaa-natural-skincare-therapy-body-toning-sculpting-wonder-oil-reduces-stretch-marks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40185435-2_2-namyaa-natural-skincare-therapy-body-toning-sculpting-wonder-oil-reduces-stretch-marks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40185435-3_2-namyaa-natural-skincare-therapy-body-toning-sculpting-wonder-oil-reduces-stretch-marks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40185435-4_2-namyaa-natural-skincare-therapy-body-toning-sculpting-wonder-oil-reduces-stretch-marks.jpg,,,,,,, ,Namyaa,1,1,'8906061422497,, , , , , , , , , , , , , , , , ,,"Take some amount of the âNamyaa Skin Therapy Body Toning And Sculpting Wonder Oilâ on your hands and apply it directly on the parts of the body, i.e. hands, legs and anywhere you need to help moisturize and revive dry skin kinds.
Gently massage it with the help of your palms till the oil gets completely absorbed in the skin.
Use it on a daily basis for maximum benefits. âTry out the multipurpose âNamyaa Skin Therapy Body Toning And Sculpting Wonder Oilâ for a well-toned and well-sculpted glowing and gorgeous look.","R G Biocosmetic Pvt Ltd C-65, Okhla Phase 1, New Delhi-110020",
EU00074769,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Early Foods Organic Bajra and Barnyard Millet With Almonds, Jaggery Cookies - Iron Shakti, 150 g",150g,Units,199,185,"Mindfully made to nourish you and your growing child, these jaggery cookies made from Pearl Millet/Bajra and Barnyard Millet and a bunch of dry fruits and seeds help support your pregnancy and breastfeeding journey with the key nutrient - Iron! It is made from organically certified whole grains and 0% maida. No baking powder, no soda or raising agents, no egg, 0% sugar, sweetness from organic jaggery and dates. Also, no hydrogenated fats, and it is made from pure cow butter. No preservatives or artificial flavours are added. Also as a company, we make small batches of all our products each day, so that little you and your baby always get freshly made foods for maximum nutrient absorption, just like how we all ate traditionally.", , ,"Early Foods Pvt Ltd., 119, Lane 5, Lake View City, Wadegaon Shinde Road, Lohegaon, Pune, 411047",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40172350_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-2_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-3_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-4_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-5_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-6_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-7_6-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-8_1-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172350-9_1-early-foods-organic-bajra-barnyard-millet-cookies-with-almonds-pregnancy-breast-feeding-snacks.jpg,, ,Early Foods,1,1,'4017235,'10017022006798, , , , , , , , , , , , , , , , ,"Organic Whole Wheat Flour, Butter, Bajra/Pearl Millet, Barnyard Millet, Organic Jaggery, Dry Fruits and Seeds (Almonds, Sesame Seeds, Dates, Walnuts, Cashews, Pista, Watermelon Seeds), Milk, Rock Salt and Nothing else.",Just open the pack and munch. Itâs ready to eat.,"Early Foods Pvt Ltd., 119, Lane 5, Lake View City, Wadegaon Shinde Road, Lohegaon, Pune, 411047",
EU00074770,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-11,"Early Foods Organic Foxtail Millet and Walnut Jaggery Cookies - Folic Support, 150 g",150g,Units,199,185,"Mindfully made to nourish you and your growing child, these jaggery cookies made from Foxtail Millet, Walnuts and a bunch of other dry fruits and seeds help support your pregnancy and breastfeeding journey with the key nutrient - Folic Acid! It is made from organically certified whole grains and 0% maida. No baking powder, no soda or raising agents, no egg, 0% sugar, sweetness from organic jaggery and dates. Also, no hydrogenated fats, and it is made from pure cow butter. No preservatives or artificial flavours are added. Also as a company, we make small batches of all our products each day, so that little you and your baby always get freshly made foods for maximum nutrient absorption, just like how we all ate traditionally.", , ,"Early Foods Pvt Ltd., 119, Lane 5, Lake View City, Wadegaon Shinde Road, Lohegaon, Pune, 411047",India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40172352_5-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-2_6-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-3_6-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-4_6-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-5_6-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-6_6-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-7_6-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-8_1-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40172352-9_1-early-foods-organic-foxtail-millet-walnut-cookies-pregnancy-breast-feeding-snacks.jpg,, ,Early Foods,1,1,'40172352,'10017022006798, , , , , , , , , , , , , , , , ,"Whole Wheat Flour, Butter, Foxtail Millet Flour, Organic Jaggery, Dry Fruits and Seeds (Almonds, Sesame Seeds, Dates, Walnuts, Cashews, Pista, Watermelon Seeds), Milk, Rock Salt.",Just open the pack and munch.,"Early Foods Pvt Ltd., 119, Lane 5, Lake View City, Wadegaon Shinde Road, Lohegaon, Pune, 411047",
EU00074771,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Prakrta Vitamin E - Belly Butter, 85 g",85g,Units,475,475,"Who says pampering is only for babies! It's time for Moms to give some love and pampering to your stretched skin and this belly butter is just what you have been waiting for. This amazing butter will reduce stretch marks and soothe itchiness. Also, it has no artificial fragrance, no essential or mineral oils.", , ,Tisyaana Naturals - 59 AWHO sector A gunrock hyderabad-500009,India,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40151392_1-prakrta-vitamum-e-belly-rub-butter-with-vitamin-e-for-moms-to-be-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40151392-2_1-prakrta-vitamum-e-belly-rub-butter-with-vitamin-e-for-moms-to-be-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40151392-3_1-prakrta-vitamum-e-belly-rub-butter-with-vitamin-e-for-moms-to-be-moms.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40151392-4_1-prakrta-vitamum-e-belly-rub-butter-with-vitamin-e-for-moms-to-be-moms.jpg,,,,,,, ,Prakrta,1,1,'710465706699,, , , , , , , , , , , , , , , , ,,"Massage the required amount on slightly wet to damp skin to seal the moisture inside the skin.
Anyone can use this butter to prevent stretch marks and marks.
New and Expecting Mothers: - Apply and massage on the slightly wet skin of the belly, hips and thighs from the 5th month itself.",Tisyaana Naturals - 59 AWHO sector A gunrock hyderabad-500009,
EU00074772,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Seni Lady Slim Bladder Control Pads Extra, 15 pcs",15 pcs,Units,259,259,"Seni products are available in over 80 countries around the world. We offer premium quality products, but our goal is also making lives of dependent people and their caregivers easier. In several countries we undertake initiatives aimed at improving the quality of life of our clients as well as educating the society about incontinence and other health issues. 

Seni Lady Slim Extra bladder control pads designed for women who lead an active lifestyle, and praise comfort and security combined with discretion. These are breathable, anatomically shaped Seni Lady bladder control pads, designed for light to moderate incontinence. Ideal for people with bladder weakness who lead an active lifestyle and need discreet, reliable protection. Recommended also during and after pregnancy.", , ,"TZMO SA, Zolkiewskiego 20/26, 87-100 Torun, POLAND, European Union",Poland,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40078388_8-seni-lady-bladder-control-pads-extra.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40078388-2_9-seni-lady-bladder-control-pads-extra.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40078388-3_9-seni-lady-bladder-control-pads-extra.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40078388-4_8-seni-lady-bladder-control-pads-extra.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40078388-5_8-seni-lady-bladder-control-pads-extra.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40078388-6_4-seni-lady-bladder-control-pads-extra.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40078388-7_4-seni-lady-bladder-control-pads-extra.jpg,,,, ,Seni,15,1,'40078388,, , , , , , , , , , , , , , , , ,,"â¢ Remove release paper from back of the pad
â¢ Stick pad firmly onto the panty with longer end at the back",,
EU00074773,RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,"Bio-Oil Bio - Oil Original Face and Body Oil, suitable for Acne Scar Removal, Pigmentation, 200 ml",200ML ,ML,1200,635.8,"Give your skin a break while stuck inside! It's the perfect time to take care of your skin with Bio-Oil Skincare Oil. Made for all skin types, this skincare oil can be used to help reduce the appearance of stretch marks, scars, and other marks due to surgery, injury, acne, aging, pregnancy, and more. Its fast-absorbing, non-comedogenic formula won't clog pores. It helps the skin to retain essential moisture to soften skin and provide dry skin relief. It's truly a multiuse oil that's recommended by skin care specialists across the world.
Its unique formulation, which contains Vitamins and plant extracts along with the breakthrough ingredient PurCellin Oilâ¢ is highly effective and clinically proven. 
Bio OilÂ® Skincare Oil has won 419 skincare awards and has become the No.1 selling scar and stretch mark product in 25 countries since its global rollout began in 2002. 
Uses:
Scars: Helps improve the appearance of both new and old scars.
Stretch marks: Helps reduce the possibility of stretch marks forming during pregnancy,
teenage growth spurts and periods of rapid weight gain, and helps improve the appearance of existing stretch marks.
Uneven skin tone: Helps improve the appearance of pigmentation marks and blemishes caused by hormonal fluctuations, skin lighteners or excessive sun exposure.
Ageing skin: Helps smooth and tone ageing and wrinkled skin on both the face and body.
Dehydrated skin: Helps supplement the skins natural oils, stripped away by factors such
as extreme weather, water with a high mineral/chemical content, frequent bathing and the drying effects of central heating and air conditioning.", , ,"TZMO SA, Zolkiewskiego 20/26, 87-100 Torun, POLAND, European Union",Poland,-,-,-,-,-,https://datalabs.siva3.io/images/Eunimart_groceries_40149071_1-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-2_4-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-3_4-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-4_4-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-5_4-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-6_3-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-7_3-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg, https://datalabs.siva3.io/images/Eunimart_groceries_40149071-8_1-bio-oil-bio-oil-original-face-body-oil-suitable-for-acne-scar-removal-pigmentation-dark-spots-stretch-marks-ageing-signs-for-glowing-skin-with-vitamin-a-e-all-skin-types-200ml.jpg,,, ,Bio-Oil,1,1,'40078388,, , , , , , , , , , , , , , , , ,"Mineral Oil (Paraffinum Liquidum), Triisononanoin, PurCellin Oilâ¢ (Cetearyl Ethylhexanoate, Isopropyl Myristate), Vitamin A (Retinyl Palmitate, Helianthus Annuus Seed Oil), Vitamin E (Tocopheryl Acetate), Vitamin E (Anthemis Nobilis Flower Oil), Lavender oil (Lavandula Angustifolia Pil), Rosemary oil (Rosmarinus Officinalis Leaf Oil), Calendula oil (Calendula Officinalis Extract, Glycine Soja Oil), Bisabolol, Fragrance (Parfum), Allergens (Alpha- Isomethyl Lonone, Amyl Cinnamal, Benzyl Salicylate, Citronellol, Coumarin, Eugenol, Farnesol, Geraniol, Hydroxycitronellal, Limonene, Linalool), Colourant (CI 26100)",Massage on Face / Body until completely absorbed. For best results use twice daily for minimum of  three months. Bio-Oilâs results may vary from individual to individual.,,
