Eunimart Ref ID,L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Product Name,Colour,Size,Qty,Brand Name,MRP,Selling Price,Short Product Description,Long Description,SKU Code,Pack Qty,Pack Qty Unit of Measurement,Material / Content,Manufacturer Name & Address,Country of Origin,Customer Care Contact,Care Instructions,Time to ship,Cancellable (Y/N),Returnable (Y/N),Replaceable (Y/N),COD Available,Image,Image.1,Image.2,Image.3,Gross Weight,Gross Weight Unit of Measurement,Length x Breadth x Height (Cubic Cm.),Fragile (Y/N),Liquid (Y/N),Hazardous (Y/N),GTIN,HSN,EAN,Gender,Concern,Ingredient,Conscious,Pack Size,Preference,Formulation,Skin Type,Age Group,Occasion,Fragrance Family,Hair Type,Top Note,Middle Note,Product Code,Product Link,Strength,Sustainable,Type,Benefit,Warranty,Jewellery Type,Pattern,Extension Type,Extension Colour,Finish,Coverage,Skin Tone,SPF,Bristle Type,Brush Type,Flavour
EU00003222,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,ACQUA COLONIA Lime & Nutmeg Eau de Cologne - 50ml,,50ml,1,4711,2100,1365,ACQUA COLONIA Lime & Nutmeg Eau de Cologne,,,1,Units,,"Truecom Retail, MURER & WIRTZ GmbH & Co. KG, Zweifaller Str. 120, 52224 Stolberg, Germany",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIALime&NutmegEaudeCologne-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIALime&NutmegEaudeCologne-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIALime&NutmegEaudeCologne-50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIALime&NutmegEaudeCologne-50ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Liquid,,,,Warm and Spicy,,Fruity,Warm and Spicy,16951496,https://www.myntra.com/perfume-and-body-mist/4711/4711-acqua-colonia-lime--nutmeg-eau-de-cologne---170-ml/16951484/buy,Mild,Regular,,,,,,,,,,,,,,
EU00003223,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,ACQUA COLONIA Mandarine & Cardamom Eau de Cologne - 170ml,,170ml,1,4711,4500,2925,ACQUA COLONIA Mandarine & Cardamom Eau de Cologne,,,1,Units,,"Truecom Retail, MURER & WIRTZ GmbH & Co. KG, Zweifaller Str. 120, 52224 Stolberg, Germany",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-170ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-170ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-170ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-170ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Liquid,,,,Fruity,,Fresh,Fruity,16951480,https://www.myntra.com/perfume-and-body-mist/4711/4711-acqua-colonia-mandarine--cardamom-eau-de-cologne---50ml/16951504/buy,Mild,Regular,,,,,,,,,,,,,,
EU00003224,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,ACQUA COLONIA Mandarine & Cardamom Eau de Cologne - 50ml,,25-50 ML,1,4711,2100,1365,ACQUA COLONIA Mandarine & Cardamom Eau de Cologne,,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, MURER & WIRTZ GmbH & Co. KG, Zweifaller Str. 120, 52224 Stolberg, Germany",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAMandarine&CardamomEaudeCologne-50ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,,Liquid,,,,Fruity,,Fresh,Fruity,16951504,https://www.myntra.com/perfume-and-body-mist/4711/4711-acqua-colonia-mandarine--cardamom-eau-de-cologne---50ml/16951504/buy,Mild,Regular,Cologne,,,,,,,,,,,,,
EU00003225,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,ACQUA COLONIA White Peach & Coriander Eau de Cologne - 170ml,"Peach,White",170ml,1,4711,4500,2925,ACQUA COLONIA White Peach & Coriander Eau de Cologne,,,1,Units,,"Truecom Retail, MURER & WIRTZ GmbH & Co. KG, Zweifaller Str. 120, 52224 Stolberg, Germany",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-170ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-170ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-170ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-170ml_4.jpg,,,,(Y),(Y),(N),,,,,,Peach,,,Daytime Fragrance,Liquid,,,,Fruity,,Fruity,Floral,16951478,https://www.myntra.com/perfume-and-body-mist/4711/4711-acqua-colonia-white-peach--coriander-eau-de-cologne---50-ml/16951488/buy,Mild,Regular,,,,,,,,,,,,,,
EU00003226,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,ACQUA COLONIA White Peach & Coriander Eau de Cologne - 50 ml,"Peach,White",25-50 ML,1,4711,2100,1365,ACQUA COLONIA White Peach & Coriander Eau de Cologne,,,1,Units,,"Truecom Retail, MURER & WIRTZ GmbH & Co. KG, Zweifaller Str. 120, 52224 Stolberg, Germany",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-50ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-50ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-50ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-154711ACQUACOLONIAWhitePeach&CorianderEaudeCologne-50ml_4.jpg,,,,(Y),(Y),(N),,,,,,Peach,,,Daytime Fragrance,Liquid,,,,Fruity,,Fruity,Green,16951488,https://www.myntra.com/perfume-and-body-mist/4711/4711-acqua-colonia-white-peach--coriander-eau-de-cologne---50-ml/16951488/buy,Mild,Regular,,,,,,,,,,,,,,
EU00003227,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Acqua Di Gio Men Eau de Toilette 100ml,,75-100 ML,1,Giorgio Armani,6200,6200,Acqua Di Gio Eau de Toilette,,,1,Units,,"Truenet Commerce, BACCAROSE PERFUMES AND BEAUTY PRODUCTS PRIVATE LIMITED, 66, Maker Chambers VI, Nariman Point, Mumbai 400021",France,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GiorgioArmaniAcquaDiGioMenEaudeToilette100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GiorgioArmaniAcquaDiGioMenEaudeToilette100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GiorgioArmaniAcquaDiGioMenEaudeToilette100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15GiorgioArmaniAcquaDiGioMenEaudeToilette100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Floral,Fruity,12486132,https://www.myntra.com/perfume-and-body-mist/giorgio-armani/giorgio-armani-acqua-di-gio-men-eau-de-toilette-100ml/12486132/buy,Strong,Regular,,,,,,,,,,,,,,
EU00003228,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Actress Premium Women Soothing Fragrance Long-Lasting Perfume 100ml,,75-100 ML,1,BN PARFUMS,430,430,Actress Premium Soothing Fragrance Long-Lasting Perfume 100ml,,,1,Units,,"UPPRCAS3 ELEMENTS PRIVATE LIMITED, AA ATTARWALA & CO./Plot No 425/6, Road No. 04, GIDC, Sachin, Taluka Chorasi, Surat, Gujarat, SURAT",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BNPARFUMSActressPremiumWomenSoothingFragranceLong-LastingPerfume100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BNPARFUMSActressPremiumWomenSoothingFragranceLong-LastingPerfume100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BNPARFUMSActressPremiumWomenSoothingFragranceLong-LastingPerfume100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15BNPARFUMSActressPremiumWomenSoothingFragranceLong-LastingPerfume100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Natural,Liquid,,,,Fresh,,Fresh,Fresh,21482044,https://www.myntra.com/perfume-and-body-mist/bn-parfums/bn-parfums-actress-premium-women-soothing-fragrance-long-lasting-perfume-100ml/21482044/buy,Mild,Regular,,Long Lasting,,,,,,,,,,,,
EU00003229,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Adeeb Eau De Parfum Spray - 80 ml,,75-100 ML,1,Lattafa,2000,2000,Adeeb Eau De Parfum Spray,,,1,Units,,"UVP CARE, Lattafa Perfumes Ind. LLC., United Arab Emirates",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAdeebEauDeParfumSpray-80ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAdeebEauDeParfumSpray-80ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAdeebEauDeParfumSpray-80ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAdeebEauDeParfumSpray-80ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,,Spray,,,,Warm and Spicy,,Oriental,Warm and Spicy,19362882,https://www.myntra.com/perfume-and-body-mist/lattafa/lattafa-adeeb-eau-de-parfum-spray---80-ml/19362882/buy,Strong,Regular,Eau de Parfum,,,,,,,,,,,,,
EU00003230,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Adiveda Women Yellow Caramel & Vanilla Perfume,Yellow,75-100 ML,1,Adiveda Natural,1499,1049,Elanilla Women EDP - Caramel & Vanilla Perfume,,,1,Units,,"ADIVEDA ORGANIC, Adiveda Organic Plot NO 38/39 Harit vihar Delhi 110087",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AdivedaNaturalAdivedaWomenYellowCaramel&VanillaPerfume_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AdivedaNaturalAdivedaWomenYellowCaramel&VanillaPerfume_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AdivedaNaturalAdivedaWomenYellowCaramel&VanillaPerfume_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AdivedaNaturalAdivedaWomenYellowCaramel&VanillaPerfume_4.jpg,,,,(Y),(Y),(N),,,,Female,,,,,Natural,Spray,,,,Fruity,,Fruity,Fresh,15502016,https://www.myntra.com/perfume-and-body-mist/adiveda-natural/adiveda-women-yellow-caramel--vanilla-perfume/15502016/buy,Strong,Regular,,,,,,,,,,,,,,
EU00003231,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Adults Set of Impress 10 ml & Alwafa Concentrated Perfume - 12 ml,,0-25 ML,1,Ajmal,1250,962,"This set consists of 
Impress Concentrated Perfume 
Alwafa Concentrated Perfume ",,,2,Units,,"AJMAL & SONS, Ajmal & Sons, Plot No. R-335, T.T.C. Industrial area, MIDC Rabale, Navi Mumbai, Dist - Thane - 400701, Maharashtra, India.",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalAdultsSetofImpress10ml&AlwafaConcentratedPerfume-12ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalAdultsSetofImpress10ml&AlwafaConcentratedPerfume-12ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalAdultsSetofImpress10ml&AlwafaConcentratedPerfume-12ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AjmalAdultsSetofImpress10ml&AlwafaConcentratedPerfume-12ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Liquid,,,,Oriental,,Woody,Fruity,18681488,https://www.myntra.com/perfume-and-body-mist/ajmal/ajmal-adults-set-of-impress-10-ml--alwafa-concentrated-perfume---12-ml/18681488/buy,Medium,Regular,,,,,,,,,,,,,,
EU00003232,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Aigner Women Cara Mia Solo Tu Eau de Parfum 100 ml,"Pink,Violet,Peach",75-100 ML,1,AIGNER,6300,3150,"What it is:
Aigner Cara Mia Solo Tu's lively, cheerful and at the same time seductive fragrance creation

Features:
Top note with a fascinating mix of peach , mandarin and pink pepper
The heart of the fragrance radiates with a dreamlike, sensual bouquet of wonderful peony and Arabian jasmine , which is rounded off by a touch of delicately scented violet leaves
Base note, the warm and beguiling composition of sandalwood and cashmere wood enchants into a passionate finale",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenCaraMiaSoloTuEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenCaraMiaSoloTuEaudeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenCaraMiaSoloTuEaudeParfum100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenCaraMiaSoloTuEaudeParfum100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,"Peach,Jasmine,Sandalwood",,,,Spray,,,,Fruity,,Fruity,Fruity,10266627,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-women-cara-mia-solo-tu-eau-de-parfum-100-ml/10266627/buy,Strong,Regular,Eau de Parfum,,,,,,,,,,,,,
EU00003233,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Aigner Women Starlight Gold Eau de Parfum 100ml,"White,Gold,Violet",75-100 ML,1,AIGNER,5800,3770,"Features
In 2018, Aigner Parfums launches Starlight Gold, a new version that comes ten years after the Starlight fragrance. The original composition of fruits, spices and patchouli is now revamped in a new floral-oriental version, described as contemporary but true to the original energy and aura.

Fragrance Notes
Top Notes - Bergamot, Plum, Champaka
Heart Notes - Jasmine, Rose, Violet, Ylang-Ylang, Tuberose, White Orchid
Base Notes - Amber, Sandalwood, Moss, White Musk, Vanilla",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenStarlightGoldEaudeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenStarlightGoldEaudeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenStarlightGoldEaudeParfum100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenStarlightGoldEaudeParfum100ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,"Patchouli,Rose,Jasmine,Sandalwood",,,Night Time Fragrance,Spray,,,,Oriental,,Oriental,Oriental,10266623,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-women-starlight-gold-eau-de-parfum-100ml/10266623/buy,Strong,Regular,,,,,Floral,,,,,,,,,
EU00003234,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Aigner Women Too Feminine Eau de Parfum 30 ml,"Violet,Orange",25-50 ML,1,AIGNER,2625,1706,"What it is:
This fragrance radiates with unique and harmonious essence which accentuate femininity, sensibility and elegance of a lady.

Features:
Top Notes - Passion Fruit,Watermelon, Grapefruit
Heart Notes - Jasmine, Magnolia, Orange Blossom,Tuberose,Violet
Base Notes - Sandalwood, Amber, Musk, Oakmoss, Iris, Vetiver",,,1,Units,,"BEAUTY IMPEX PRIVATE LIMITED, E.A. Cosmetics Distributions Gmbh, Ammerthalstrae 9 D-85551 Kirchheim bei Mnchen",Germany,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenTooFeminineEaudeParfum30ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenTooFeminineEaudeParfum30ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenTooFeminineEaudeParfum30ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15AIGNERAignerWomenTooFeminineEaudeParfum30ml_4.jpg,,,,(Y),(Y),(N),,,,Female,,"Orange,Jasmine,Vetiver,Grapefruit,Sandalwood",,,,Spray,,,,Fruity,,Fruity,Fruity,10266661,https://www.myntra.com/perfume-and-body-mist/aigner/aigner-women-too-feminine-eau-de-parfum-30-ml/10266661/buy,Strong,Regular,Eau de Parfum,,,,,,,,,,,,,
EU00003235,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Ajial Eau De Parfum 100ml,,75-100 ML,1,Lattafa,1700,1445,"Lattafa Ajial is one of the most expensive and desireable perfume in the brand Lattafa .
It has an intoxicating scent that can be quite potent.
The Brand Lattafa are using Oud and Musk Fragrance as a base to create some amazing fragrances for men and women.",,,1,Units,,"Glide Route Ventures LLP, Lattafa Perfumes industries L.L.C.,United arab Emirates,U.A.E-125212",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAjialEauDeParfum100ml_1.jpg,,,,,,,(Y),(Y),(N),,,,Female,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fresh,Warm and Spicy,15040010,https://www.myntra.com/perfume-and-body-mist/lattafa/lattafa-ajial-eau-de-parfum-100ml/15040010/buy,Mild,Regular,,,,,Brand,,,,,,,,,
EU00003236,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Al Arabia Royal Blend Eau De Parfum 100ml,,75-100 ML,1,Lattafa,1700,1445,"LattafaKhaltaat Arabia Royal Blendis the orientalfragrancewhich blends precious spices, warmth of fruity notes with softness of musk, The fragrance has best answer to the other clones and the perfume is for men.Fragrance : Fruit, Apple, Spicy, Nutmeg, Clove, .",,,1,Units,,"Glide Route Ventures LLP, Lattafa Perfume Indusries LLC,United Arab Emirates,Made In U.A.E.",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlArabiaRoyalBlendEauDeParfum100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlArabiaRoyalBlendEauDeParfum100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlArabiaRoyalBlendEauDeParfum100ml_3.jpg,,,,,(Y),(Y),(N),,,,Male,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fruity,Warm and Spicy,13323954,https://www.myntra.com/perfume-and-body-mist/lattafa/lattafa-al-arabia-royal-blend-eau-de-parfum-100ml/13323954/buy,Mild,Regular,,,,,,,,,,,,,,
EU00003237,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Al Azal Eau De Parfum Spray - 100 ml,,75-100 ML,1,Lattafa,2000,2000,Al Azal Eau De Parfum Spray,,,1,Units,,"UVP CARE, Lattafa Perfumes Ind. LLC., United Arab Emirates",United Arab Emirates,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlAzalEauDeParfumSpray-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlAzalEauDeParfumSpray-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlAzalEauDeParfumSpray-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LattafaAlAzalEauDeParfumSpray-100ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,,Spray,,,,Woody,,Warm and Spicy,Woody,19362884,https://www.myntra.com/perfume-and-body-mist/lattafa/lattafa-al-azal-eau-de-parfum-spray---100-ml/19362884/buy,Strong,Regular,Eau de Parfum,,,,,,,,,,,,,
EU00003238,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Al Fares Al Awal Premium Men Long Lasting Perfume 100ml,,75-100 ML,1,Al-Fakhr Perfumes,430,430,Al Fares Al Awal Premium Men Long Lasting Perfume 100ml,,,1,Units,,"UPPRCAS3 ELEMENTS PRIVATE LIMITED, AA ATTARWALA & CO./Plot No 425/6, Road No. 04, GIDC, Sachin, Taluka Chorasi, Surat, Gujarat, SURAT",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlFaresAlAwalPremiumMenLongLastingPerfume100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlFaresAlAwalPremiumMenLongLastingPerfume100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlFaresAlAwalPremiumMenLongLastingPerfume100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlFaresAlAwalPremiumMenLongLastingPerfume100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Natural,Liquid,,,,Fresh,,Fresh,Fresh,21461500,https://www.myntra.com/perfume-and-body-mist/al-fakhr-perfumes/al-fakhr-perfumes-al-fares-al-awal-premium-men-long-lasting-perfume-100ml/21461500/buy,Mild,Regular,Perfume,Long Lasting,,,,,,,,,,,,
EU00003239,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Al Hisan Eau De Parfum - 100 ml,,75-100 ML,1,La French,1299,599,Al Hisan Eau De Parfum,,,1,Units,,"GLIDE ROUTE VENTURES - SJIT, AROMA DE FRANCE 324, VILL. RANU, TA.PADRA, DISTRICT VADODRA (GUJ.) - 391445MFG. LIC. NO - M GC/942",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchAlHisanEauDeParfum-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchAlHisanEauDeParfum-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchAlHisanEauDeParfum-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15LaFrenchAlHisanEauDeParfum-100ml_4.jpg,,,,(Y),(Y),(N),,,,,,,,,Daytime Fragrance,Spray,,,,Fresh,,Fruity,Floral,16963500,https://www.myntra.com/perfume-and-body-mist/la-french/la-french-al-hisan-eau-de-parfum---100-ml/16963500/buy,Medium,Regular,,,,,,,,,,,,,,
EU00003240,RET,RET-13,RET-13-12,RET-13-12-11,RET-13-12-11-15,Al Kanass Men Premium Soothing & Long Lasting Eau De Parfume - 100ml,,75-100 ML,1,Al-Fakhr Perfumes,430,430,Al Kanass Men Premium Soothing & Long Lasting Eau De Parfume - 100ml,,,1,Units,,"UPPRCAS3 ELEMENTS PRIVATE LIMITED, AA ATTARWALA & CO./Plot No 425/6, Road No. 04, GIDC, Sachin, Taluka Chorasi, Surat, Gujarat, SURAT",India,,,,,(N),(N),,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlKanassMenPremiumSoothing&LongLastingEauDeParfume-100ml_1.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlKanassMenPremiumSoothing&LongLastingEauDeParfume-100ml_2.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlKanassMenPremiumSoothing&LongLastingEauDeParfume-100ml_3.jpg,https://datalabs.siva3.io/images/BodySprays&MistsRET-13-12-11-15Al-FakhrPerfumesAlKanassMenPremiumSoothing&LongLastingEauDeParfume-100ml_4.jpg,,,,(Y),(Y),(N),,,,Male,,,,,Natural,Liquid,,,,Fresh,,Fresh,Fresh,21461490,https://www.myntra.com/perfume-and-body-mist/al-fakhr-perfumes/al-fakhr-perfumes-al-kanass-men-premium-soothing--long-lasting-eau-de-parfume---100ml/21461490/buy,Mild,Regular,Perfume,Long Lasting,,,,,,,,,,,,
