L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Ingredients,Ingredient,Specification,About
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Chicken Pepper Salami - Fresh, Authentic Taste, Highly Nutritious, 200 g","This Chicken Pepper Salami is a cold cut which can be served with a variety of dishes such as salads, grills, pastas, sandwiches or can just be eaten in slices alone. New Frosty's Chicken Black Pepper Salami keeps the tradition of this brand and allows the user to make it a quick chicken dish. It not only provides a great taste but also gives you a good amount of nutritional value.",200 g,g,200 g,1,1,200,180,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266342'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266342_1-new-frostys-chicken-pepper-salami-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266342-2_1-new-frostys-chicken-pepper-salami-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266342-3_1-new-frostys-chicken-pepper-salami-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266342-4_1-new-frostys-chicken-pepper-salami-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266342-5_1-new-frostys-chicken-pepper-salami-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266342-6_1-new-frostys-chicken-pepper-salami-fresh-authentic-taste-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Serve hot with your favourite sauce.
2. For quick & yummy sandwiches, salads or burgers.","['EAN Code: 40266342', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Chicken Mince, Binders, Pepper, Salt & Permitted Preservatives.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Chicken Pepper Sausage - Fresh, Tender, Highly Nutritious, 200 g","New Frosty's brings to you the authentic taste of premium Chicken Products. Quick Freezing technology is used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat, perfect breakfast and alternative to regular sausages. Sausages have been made with tender ground chicken. Mildly seasoned with pepper, when you bite into these juicy, firm sausages, you'll enjoy a mouthful of meaty flavour. Slightly salty, pair with eggs and bread for a high protein, delicious breakfast or add on to your favourite pasta, spaghetti or sandwich. They're a delicious snack or add-on. Pan fry or boil in less than 8 minutes for a quick snack on the go!",200 g,g,200 g,1,1,190,171,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266336'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266336_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266336-2_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266336-3_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266336-4_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266336-5_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266336-6_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266336-7_1-new-frostys-chicken-pepper-sausage-fresh-tender-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serve hot with your favourite sauce.,"['EAN Code: 40266336', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Chicken Mince, Binders, Pepper, Salt & Permitted Preservatives.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Chicken Plain Sausage - Fresh, Tender, Highly Nutritious, 200 g","Classic taste and goodness of protein-packed chicken sausages with a fine combination of chef-crafted ingredients cooked to perfection. It is rich in protein, vitamins and minerals. Also, it is great for weight loss, builds muscle, strengthens bones and is good for brain health.",200 g,g,200 g,1,1,170,153,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266335'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266335_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266335-2_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266335-3_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266335-4_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266335-5_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266335-6_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266335-7_1-new-frostys-chicken-plain-sausage-fresh-tender-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1. Serve hot with your favourite sauce.,"['EAN Code: 40266335', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Chicken Mince, Thyme, Sage, Paprika Powder, Salt.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Chicken Salami - Plain, Fresh, Authentic Taste, Highly Nutritious, 200 g","Chicken Salami is a cold cut which can be served with a variety of dishes such as salads, grills, pastas, sandwiches or can just be eaten in slices alone. New Frosty's Chicken Salami keeps the tradition of this brand and allows the user to make it a quick chicken dish. It not only provides a great taste but also gives you a good amount of nutritional value.",200 g,g,200 g,1,1,170,153,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266341'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266341_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266341-2_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266341-3_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266341-4_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266341-5_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266341-6_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266341-7_1-new-frostys-chicken-salami-plain-fresh-authentic-taste-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Serve hot with your favourite sauce.
2. For quick & yummy sandwiches, salads or burgers.","['EAN Code: 40266341', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Chicken Mince, Binders, Salt & Permitted Preservatives.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Pork Cocktail Sausages - Fresh, Tender, Highly Nutritious, 500 g","New Frosty's brings to you the authentic taste of premium Pork Products. Quick Freezing technology is used to preserve all the goodness and freshness inside. Made with lean pork with low fat, perfect breakfast and alternative to regular sausages. It is high in protein, iron, vitamin B6 and B12. It supports heart health and boosts overall health.",500 g,g,500 g,1,1,450,405,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266357'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266357_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-2_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-3_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-4_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-5_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-6_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-7_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serve hot with your favourite sauce.,"['EAN Code: 40266357', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Pork Mince, Binders, Salt & Permitted Preservatives.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Pork Cocktail Sausages - Fresh, Tender, Highly Nutritious, 500 g","New Frosty's brings to you the authentic taste of premium Pork Products. Quick Freezing technology is used to preserve all the goodness and freshness inside. Made with lean pork with low fat, perfect breakfast and alternative to regular sausages. It is high in protein, iron, vitamin B6 and B12. It supports heart health and boosts overall health.",500 g,g,500 g,1,1,450,405,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266357'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266357_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-2_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-3_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-4_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-5_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-6_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266357-7_1-new-frostys-pork-cocktail-sausages-fresh-tender-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serve hot with your favourite sauce.,"['EAN Code: 40266357', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Pork Mince, Binders, Salt & Permitted Preservatives.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Pork Plain Sausages - Fresh, Tender, Highly Nutritious, 200 g","New Frosty's brings to you the authentic taste of premium Chicken Products. Quick Freezing technology is used to preserve all the goodness and freshness inside. Made with lean ground chicken with low fat, perfect breakfast and alternative to regular sausages. It is high in protein, iron, vitamin B6 and B12. It supports heart health and boosts overall health.",200 g,g,200 g,1,1,200,180,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['40266359'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266359_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266359-2_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266359-3_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266359-4_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266359-5_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266359-6_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266359-7_1-new-frostys-pork-plain-sausages-fresh-tender-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Serve hot with your favourite sauce.
Shallow fry in oil until golden brown.","['EAN Code: 40266359', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Pork Mince, Binders, Spices, Comman Salt & Permitted Preservatives.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,New Frosty's,"New Frosty's Pork Sheek Kebab - Fresh, Tender, Highly Nutritious, 200 g","New Frosty's brings to you the authentic taste of premium Pork Products. Quick Freezing technology is used to preserve all the goodness and freshness inside. Made with lean ground pork with low fat. It is high in protein, iron, vitamin B6 and B12. It supports heart health and boosts overall health.",200 g,g,200 g,1,1,200,180,"New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",India,['435615793522'],['11220333001579'],https://datalabs.siva3.io/image/Eunimart_groceries_40266367_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266367-2_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266367-3_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266367-4_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266367-5_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266367-6_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40266367-7_1-new-frostys-pork-sheek-kebab-fresh-tender-highly-nutritious.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serve hot with your favourite sauce.,"['EAN Code: 435615793522', ""Manufactured Name & Marketed By :New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. ."", 'FSSAI : 11220333001579', 'Country of Origin: India', '","New Frosty's No -118/c, Opp Darf Kaggadasapura main Road, C V Raman Nagar Post, Bangalore -560093. .",-,-,-,"Pork Mince, Binders Gram Dal, Green Masala, Salt.",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Prasuma,"Prasuma Chicken - Chilli Salami, 200 g","Delicately blended with the finest red and green chilli flakes, this salami will liven up any dish. Savour this mouthwatering Chicken - Salami and treat your tastebuds.",200 g,g,200 g,1,1,185,185,"Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122001",India,['8906107170078'],['10012064000136'],https://datalabs.siva3.io/image/Eunimart_groceries_40089040_4-prasuma-chicken-chilli-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089040-2_3-prasuma-chicken-chilli-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089040-3_2-prasuma-chicken-chilli-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089040-4_2-prasuma-chicken-chilli-salami.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40089040-5_2-prasuma-chicken-chilli-salami.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906107170078', 'Country of origin: India', 'FSSAI Number: 10012064000136', 'Manufactured & Marketed by: Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122001', 'Best before 17-03-2023', '","Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122001",-,-,-,-,-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Prasuma,"Prasuma Chicken - Momos, Original 24 pcs + Bao Buns - Chicken Keema 100 g (2 pcs), Combo 2 Items","Prasuma Chicken - Momos, Original 24 pcs
Made with premium ingredients and no preservatives, each Prasuma Momo is crafted with thin wrappers that allow for a larger filling-to-wrapper ratio, these bite-sized treats are full of flavour and easy to prepare.
Prasuma Momos can be microwaved, pan-fried, steamed or deep fried and ready to eat in as little as 2 minutes.

Prasuma Bao Buns - Chicken Keema, Stuffed Bread, No Preservative, Frozen 100 g (2 pcs)
Our Chicken Keema Bao Buns are a delicious treat of fluffy, cloud-like buns. Juicy, indulgent chunks of chicken are tossed in traditional Indian spices and are delicately stuffed into these Bao Buns. When you're craving a wholesome savoury bite, our Chicken Keema Bao Buns make for an easy snack, lunch or dinner, ready in just minutes!",Combo 2 Items,Combo  Items,Combo 2 Items,2,1,414,380.88,"Ample Foods Pvt Ltd., Plot No.127 & 128, Sector 6, IMT Manesar, Gurgaon, Haryana - 122050, India",India,['1221871'],['10012064000136'],https://datalabs.siva3.io/image/Eunimart_groceries_221871_1-prasuma-chicken-momos-original-24-pcs-bao-buns-chicken-keema-100-g-2-pcs.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Prasuma Chicken - Momos, Original 24 pcs
Best before 9 months from date of packing when stored at or below -18 Degree C.
Prasuma Momos are fully cooked and ready to heat & serve out of the pack or be prepared to your liking. 
MICROWAVE: Heat in a microwave safe dish for 2 minutes. 
STEAM: Heat in steamer for 5 minutes 
PAN FRY: Add Oil and water in pan and heat for 3-4 minutes 
DEEP FRY: Deep fry in hot oil for 3 minutes till golden brown 
For video instructions and delicious recipes visit www.prasuma.com or scan QR code.
To create quick and nutritious meals; try them in soups, salads, chili garlic stir-fry or noodles.","['EAN Code: 1221871', 'FSSAI No: 10012064000136', 'Manufactured & Marketed by: Ample Foods Pvt Ltd., Plot No.127 & 128, Sector 6, IMT Manesar, Gurgaon, Haryana - 122050, India', 'Country of origin: India', 'Best before 30-07-2023', '","Ample Foods Pvt Ltd., Plot No.127 & 128, Sector 6, IMT Manesar, Gurgaon, Haryana - 122050, India",-,-,-,"Prasuma Chicken - Momos, Original 24 pcs
Chicken Meat, Refined Wheat Flour, Onion, Oil, Spices & Condiments, Flavour Enhancer (E621), Emulsifier (E475), Acidity Regulator (E322)
Prasuma Bao Buns - Chicken Keema, Stuffed Bread, No Preservative, Frozen 100 g (2 pcs)
Refined Wheat Flour (Maida), Chicken Meat, Onion, Garlic, Green Chilli, Ginger, Coriander, Salt, Sugar, Yeast, Butter, Baking Powder [INS 500(ii), INS 521)], Spices & Condiments [Acidity Regulator (INS 330), Flavour Enhancer (INS 635), Anticaking Agent (INS 551), Onion Powder].",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Prasuma,"Prasuma Chicken - Momos, Original, 2 x 24 pcs Multipack","Made with premium ingredients and no preservatives, each Prasuma Momo is crafted with thin wrappers that allow for a larger filling-to-wrapper ratio, these bite-sized treats are full of flavour and easy to prepare. Prasuma Momos can be microwaved, pan-fried, steamed or deep-fried and ready to eat in as little as 2 minutes.",2 x 24 pcs Multipack,pcs,2 x 24 pcs Multipack,48,1,650,598,"Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002",India,['1214919'],['10012064000136'],https://datalabs.siva3.io/image/Eunimart_groceries_214919_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-2_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-3_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-4_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-5_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-6_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-7_2-prasuma-chicken-momos-original.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1214919', 'Country of origin: India', 'FSSAI Number: 10012064000136', 'Manufactured & Marketed By: Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002', 'Best before 30-07-2023', '","Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002",-,-,-,"Chicken Meat, Refined Wheat Flour, Onion, Oil, Spices & Condiments, Flavour Enhancer (E621), Emulsifier (E475), Acidity Regulator (E322)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Prasuma,"Prasuma Chicken - Momos, Original, 2 x 24 pcs Multipack","Made with premium ingredients and no preservatives, each Prasuma Momo is crafted with thin wrappers that allow for a larger filling-to-wrapper ratio, these bite-sized treats are full of flavour and easy to prepare. Prasuma Momos can be microwaved, pan-fried, steamed or deep-fried and ready to eat in as little as 2 minutes.",2 x 24 pcs Multipack,pcs,2 x 24 pcs Multipack,48,1,650,598,"Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002",India,['1214919'],['10012064000136'],https://datalabs.siva3.io/image/Eunimart_groceries_214919_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-2_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-3_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-4_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-5_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-6_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-7_2-prasuma-chicken-momos-original.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1214919', 'Country of origin: India', 'FSSAI Number: 10012064000136', 'Manufactured & Marketed By: Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002', 'Best before 30-07-2023', '","Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002",-,-,-,"Chicken Meat, Refined Wheat Flour, Onion, Oil, Spices & Condiments, Flavour Enhancer (E621), Emulsifier (E475), Acidity Regulator (E322)",-,-,-
RET,RET-10,RET-10-18,RET-10-18-10,RET-10-18-10-17,Prasuma,"Prasuma Chicken - Momos, Original, 2 x 24 pcs Multipack","Made with premium ingredients and no preservatives, each Prasuma Momo is crafted with thin wrappers that allow for a larger filling-to-wrapper ratio, these bite-sized treats are full of flavour and easy to prepare. Prasuma Momos can be microwaved, pan-fried, steamed or deep-fried and ready to eat in as little as 2 minutes.",2 x 24 pcs Multipack,pcs,2 x 24 pcs Multipack,48,1,650,598,"Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002",India,['1214919'],['10012064000136'],https://datalabs.siva3.io/image/Eunimart_groceries_214919_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-2_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-3_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-4_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-5_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-6_3-prasuma-chicken-momos-original.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_214919-7_2-prasuma-chicken-momos-original.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 1214919', 'Country of origin: India', 'FSSAI Number: 10012064000136', 'Manufactured & Marketed By: Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002', 'Best before 30-07-2023', '","Ample Foods Pvt. Ltd., Plot No. 127, Sector 6, IMT Manesar, Gurugram, Haryana - 122002",-,-,-,"Chicken Meat, Refined Wheat Flour, Onion, Oil, Spices & Condiments, Flavour Enhancer (E621), Emulsifier (E475), Acidity Regulator (E322)",-,-,-
