L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Ingredients,Ingredient,Specification,Package Contains,About
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Body Lotion, Almond Milk, Murumuru Butter, For Hydrating Skin & Easy Absorption, 200 ml","Moisturises the baby's skin, making it wonderfully smooth and soft. It contains sweet almond milk, with softening and nourishing properties. It is non-sticky and quickly absorbs into the baby's skin.",200 ml,ml,200 ml,1,1,279,279,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,['8058664152384'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012435_3-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-2_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-3_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-4_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-5_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-6_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-7_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-8_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-9_2-chicco-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012435-10_1-chicco-body-lotion.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is alcohol, paraben- and dye-free.",-,"Apply this Chicco baby moments body lotion every day after a bath or a diaper change for a healthy, happy baby.","['EAN Code: 8058664152384', 'Manufactured & Marketed By: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon', 'Country Of Origin: India', 'Best to use for 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Body Lotion, Almond Milk, Murumuru Butter, For Hydrating Skin & Easy Absorption, 500 ml","Chicco Baby Moments Body Lotion is an effective deep nourishing formula enriched with the goodness of Almond milk, Illipe butter, Glycerine, and Vitamin E to moisturize baby‚s skin keeping it wonderfully soft and smooth. Its non-sticky and light formula gets easily absorbed into the skin, maintaining skin moisture level without clogging pores.",500 ml,ml,500 ml,1,1,549,549,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,['8058664152391'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012328_4-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-2_3-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-3_3-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-4_3-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-5_3-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-6_3-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-7_3-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-8_2-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-9_2-chicco-baby-moments-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012328-10_1-chicco-baby-moments-body-lotion.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Aqua (Water), Diethylhexyl Carbonate, Glycerin, Glyceryl Stearate, Ethylhexyl Stearate, Panthenol, Propylene Glycol, PEG-100 Stearate, Prunus Amygdalus Dulcis Fruit Extract (Prunus Amygdalus Dulcis (Sweet Almond) Fruit Extract), Citric Acid, Prunus Amygdalus Dulcis Oil(Prunus Amygdalus Dulcis (Sweet Almond) Oil), Disodium EDTA, Xanthan Gum, Parfum (Fragrance), Acrylates/Vinyl Isodecanoate Crosspolymer, Shorea Stenoptera Butter (Shorea Stenoptera Seed Butter), Magnesium Aluminium Silicate, Triethanolamine, Tocopheryl Acetate, Phenoxyethanol.",-,"The lotion must be applied over clean and dry skin.
Pour the required amount on your palm and gently massage it over the baby‚s skin until it is completely absorbed.
Recommended for daily use.","['EAN Code: 8058664152391', 'Manufactured & Marketed By: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon', 'Country Of Origin: India', 'Best to use for 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",-,-,"Provides deep nourishment.
Loaded with the goodness of Almond milk, Illipe butter, Glycerine, and Vitamin E.
Dermatologically Tested.
Free from Parabens.
Contains 100% Vegetarian ingredients.
The non-sticky and light formula gets easily absorbs into the skin.
Chicco is one of the largest baby care brands in the world.
With the experience of over 60 years, it offers a wide range of baby products in nursing, baby toiletries, toys, travel (strollers and car safety seats) and fashion categories.",-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Body Lotion, For Hydrating Skin & Easy Absorption, 100 ml",Chicco baby moments Body Lotion 100ml for high moisturising skin every day.,100 ml,ml,100 ml,1,1,149,149,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,['8058664152377'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012494_3-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-2_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-3_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-4_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-5_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-6_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-7_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-8_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-9_2-chicco-baby-body-lotion.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012494-10_1-chicco-baby-body-lotion.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It is alcohol, paraben- and dye-free",-,"Apply this Chicco baby moments body lotion every day after a bath or a diaper change for a healthy, happy baby.","['EAN Code: 8058664152377', 'Manufactured & Marketed By: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon', 'Country Of Origin: India', 'Best to use for 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Gentle Body Wash & Shampoo, Oats Extract & Apricot, For Rich Moisturised Skin & Soft Hair, 100 ml",Chicco baby moments Gentle body wash and shampoo 100ml with rich nourishing and moisturising hair and body wash.,100 ml,ml,100 ml,1,1,149,149,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,['8058664152230'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012490_3-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-2_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-3_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-4_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-5_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-6_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-7_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-8_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-9_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012490-10_1-chicco-gentle-body-wash-shampoo.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Parabens Free, Alcohol free, SLS and SLES free",-,"Take a little amount of body wash and shampoo.
Use it on Baby's wet body and finish with a cold water rinse.","['EAN Code: 8058664152230', 'Manufactured & Marketed By: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon', 'Country Of Origin: India', 'Best to use for 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Gentle Body Wash & Shampoo, Oats Extract & Apricot, For Rich Moisturised Skin & Soft Hair, 200 ml","Chicco Baby moments Gentle Body Wash and Shampoo comes with the goodness of rich oat extract and glycerine, which gently cleanses, moisturises and softens the baby's delicate hair and skin from the very first moments. For everyday moments of care, choose Chicco Baby Moments Gentle body wash and Shampoo Gentle Body Wash and Shampoo formulated to gently cleanse baby‚s delicate hair and skin",200 ml,ml,200 ml,1,1,259,259,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",India,['30012266'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012266_3-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-2_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-3_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-4_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-5_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-6_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-7_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-8_2-chicco-gentle-body-wash-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012266-9_2-chicco-gentle-body-wash-shampoo.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 30012266', 'Manufactured & Marketed By: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon', 'Country Of Origin: India', 'Best to use for 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Gentle Body Wash & Shampoo, Oats Extract & Apricot, For Rich Moisturised Skin & Soft Hair, 500 ml","Chicco Baby moments Gentle Body Wash and Shampoo comes with the goodness of rich oat extract and glycerine, which gently cleanses, moisturizes and softens the baby's delicate hair and skin from the very first moments.  The isolacrymal neutral pH does not irritate the eyes and the absence of parabens, SLS and SLES guarantee extra care for the delicate skins of newborns. Moreover, it is dermatologically tested on sensitive skin making it completely safe for a baby's skin from day one.",500 ml,ml,500 ml,1,1,549,549,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon- 122002",India,['8058664152254'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012367_6-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-2_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-3_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-4_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-5_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-6_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-7_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-8_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-9_2-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-10_1-chicco-gentle-body-wash-and-shampoo.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Aqua (Water),
Cocoamidopropyl Betaine,
Lactic Acid,
Disodium Cocoamphodiacetate,
Disodium Edta,
Phenoxyethanol,
Propylene GlyCOL,
Decyl Glucoside,
Ethylhexylglycerin,
Glyceryl Oleate,
Coco-Glucoside,
Avena Sativa Straw Extract,
Sodium Hydroxide,
Polyquaternium-7,
BHT,
Acrylates/C10-30 Alkyl Acrylate Crosspolymer.",-,"Pump out a small amount onto your hands.
Moisten with water and apply it on the baby's hair and Skin.
Gentle Massage for Soft hair and Smooth Skin.","['EAN Code: 8058664152254', 'Manufactured & Marketed by: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon- 122002', 'Country Of Origin: India', 'Best Before 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon- 122002",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Gentle Body Wash & Shampoo, Oats Extract & Apricot, For Rich Moisturised Skin & Soft Hair, 500 ml","Chicco Baby moments Gentle Body Wash and Shampoo comes with the goodness of rich oat extract and glycerine, which gently cleanses, moisturizes and softens the baby's delicate hair and skin from the very first moments.  The isolacrymal neutral pH does not irritate the eyes and the absence of parabens, SLS and SLES guarantee extra care for the delicate skins of newborns. Moreover, it is dermatologically tested on sensitive skin making it completely safe for a baby's skin from day one.",500 ml,ml,500 ml,1,1,549,549,"Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon- 122002",India,['8058664152254'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012367_6-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-2_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-3_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-4_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-5_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-6_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-7_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-8_3-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-9_2-chicco-gentle-body-wash-and-shampoo.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012367-10_1-chicco-gentle-body-wash-and-shampoo.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Aqua (Water),
Cocoamidopropyl Betaine,
Lactic Acid,
Disodium Cocoamphodiacetate,
Disodium Edta,
Phenoxyethanol,
Propylene GlyCOL,
Decyl Glucoside,
Ethylhexylglycerin,
Glyceryl Oleate,
Coco-Glucoside,
Avena Sativa Straw Extract,
Sodium Hydroxide,
Polyquaternium-7,
BHT,
Acrylates/C10-30 Alkyl Acrylate Crosspolymer.",-,"Pump out a small amount onto your hands.
Moisten with water and apply it on the baby's hair and Skin.
Gentle Massage for Soft hair and Smooth Skin.","['EAN Code: 8058664152254', 'Manufactured & Marketed by: Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon- 122002', 'Country Of Origin: India', 'Best Before 25-05-2024', '","Artsana India Private Limited, 7th Floor, Paras Twin Tower, Gurgaon- 122002",-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Massage Oil, Olive & Almond Oil, For Deep Moisturised Skin & Nourished Scalp, 200 ml","Chicco massage oil (200ml)your baby has extremely delicate skin, so when you are choosing a massage oil for your little angel, make sure that you select the best one. When it comes to baby products, Chicco provides you with nothing but the best. The massage oil for babies from the house of Chicco, is a skin-soothing massage oil that ensures the highest comfort level to your little one and provides nourishment. The product is ideal for daily use for your newborn. The Chicco massage oil contains rice bran oil that absorbs easily into the soft skin of your baby. The goodness of the rice bran oil nourishes the skin of your newborn baby thoroughly, keeping it healthy and glowing. The oil is mildly scented and it makes your baby fall asleep slowly by soothing its senses. The rice bran extracts are extremely beneficial for your baby's skin. The product can be used daily on the newborn babies..qty, 200ml each pack",200 ml,ml,200 ml,1,1,249,249,"ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002",India,['8058664120345'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012459_4-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-2_3-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-3_3-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-4_3-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-5_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-6_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-7_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-8_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-9_2-chicco-massage-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8058664120345', 'Manufacturer Name & : ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002', 'Country of origin: Europe', 'Best to use for 16-09-2024', '",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Massage Oil, Olive & Almond Oil, For Deep Moisturised Skin & Nourished Scalp, 200 ml","Chicco massage oil (200ml)your baby has extremely delicate skin, so when you are choosing a massage oil for your little angel, make sure that you select the best one. When it comes to baby products, Chicco provides you with nothing but the best. The massage oil for babies from the house of Chicco, is a skin-soothing massage oil that ensures the highest comfort level to your little one and provides nourishment. The product is ideal for daily use for your newborn. The Chicco massage oil contains rice bran oil that absorbs easily into the soft skin of your baby. The goodness of the rice bran oil nourishes the skin of your newborn baby thoroughly, keeping it healthy and glowing. The oil is mildly scented and it makes your baby fall asleep slowly by soothing its senses. The rice bran extracts are extremely beneficial for your baby's skin. The product can be used daily on the newborn babies..qty, 200ml each pack",200 ml,ml,200 ml,1,1,249,249,"ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002",India,['8058664120345'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012459_4-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-2_3-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-3_3-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-4_3-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-5_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-6_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-7_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-8_2-chicco-massage-oil.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_30012459-9_2-chicco-massage-oil.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8058664120345', 'Manufacturer Name & : ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002', 'Country of origin: Europe', 'Best to use for 16-09-2024', '",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Mild Body Wash, Protect, Chamomile & Geranium, For Moisturised Skin, With A Soothing Touch, 100 ml","This body wash gently cleanses the baby‚s delicate skin, leaving it pleasantly scented and ultra-soft. Moreover, its no tears formula, enriched with pot marigold and glycerine has to soften and moisturise properties for a baby‚s delicate skin.",100 ml,ml,100 ml,1,1,119,119,Artsana India Private Limited,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40184376_5-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-2_5-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-3_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-4_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-5_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-6_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-7_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-8_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-9_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-10_2-chicco-soap-free-bathing-gel-protect.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apply gently on the baby's skin.,"['EAN Code: __EAN __', 'Country of origin: Europe', 'Best before 09-06-2024', '",-,-,-,-,-,-,-,-,-
RET,RET-10,RET-10-10,RET-10-10-10,RET-10-10-10-12,Chicco,"Chicco Baby Moments - Mild Body Wash, Protect, Chamomile & Geranium, For Moisturised Skin, With A Soothing Touch, 100 ml","This body wash gently cleanses the baby‚s delicate skin, leaving it pleasantly scented and ultra-soft. Moreover, its no tears formula, enriched with pot marigold and glycerine has to soften and moisturise properties for a baby‚s delicate skin.",100 ml,ml,100 ml,1,1,119,119,Artsana India Private Limited,India,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40184376_5-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-2_5-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-3_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-4_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-5_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-6_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-7_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-8_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-9_2-chicco-soap-free-bathing-gel-protect.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40184376-10_2-chicco-soap-free-bathing-gel-protect.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Apply gently on the baby's skin.,"['EAN Code: __EAN __', 'Country of origin: Europe', 'Best before 09-06-2024', '",-,-,-,-,-,-,-,-,-
