L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,Images.10,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Ingredient,Specification,From The Brand,Package Contains,About
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Parle Platina,"Parle Platina Hide & Seek Choco Rolls, 250 g","Experience divine outburst of flavours, golden-brown Hide Seek Choco Rolls with rich chocolaty centres. A crunchy and crispy rolls which are filled with delicious choco-filling. Its gooey centre-filling will uplift your mood, giving you a pure sense of joy. It is favourite amongst kids, that has a crunchy exterior and cocoa filled centre. Choco Rolls that helps you satisfy that craving for chocolate, with a treat that melts in your mouth. Benefits:
Parle Hide Seek Choco Rolls Biscuits Rolls with its rich choco filled centre make these chocolate-coated cookies a true delight for chocolate lovers.
Bite into one and enthral your taste buds with the melting taste of rich chocolate.
Children would just love these lip-smacking chocolate-filled cookies.
These biscuits are great snacks for tea time or for any happy occasion
Enjoy the taste of the cream and crispiness of the chocolate biscuit.",250 g,g,250 g,1,1,150,100.5,"PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022",India,['8901719123115'],['10013022002253'],https://datalabs.siva3.io/image/Eunimart_groceries_40204934_2-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-2_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-3_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-4_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-5_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-6_1-parle-platina-hide-seek-choco-rolls.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It goes well with beverages like tea or coffee.
Conveniently packed easy to carry for quick bite","['EAN Code: 8901719123115', 'FSSAI No: 10013022002253', 'Manufactured & Marketed by: PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022', 'Country of origin: India', 'Best before 15-07-2023', '","PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022",-,-,-,"Keep in a cool and dry place and away from direct sunlight.
Once opened store in an airtight container.",-,-,"1. Material: Sugar, Refined Wheat Flour, Refined Palm Oil, Cocoa Solids, Invert Sugar Syrup, Iodised Salt, Raising Agents And Emulsifier Of Vegetable Origin. 2. Capacity: 250 Gram 3. Features: Creamy Chocolate Sandwich Biscuits, It Beats Cravings, A Perfect Tea-Time Companion 4. Type: Biscuit 5. Colour: Brown 6. Brand: Parle 7. Shelf Life: 8 Months 8. Container Type: Pouch",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Parle Platina,"Parle Platina Hide & Seek Choco Rolls, 250 g","Experience divine outburst of flavours, golden-brown Hide Seek Choco Rolls with rich chocolaty centres. A crunchy and crispy rolls which are filled with delicious choco-filling. Its gooey centre-filling will uplift your mood, giving you a pure sense of joy. It is favourite amongst kids, that has a crunchy exterior and cocoa filled centre. Choco Rolls that helps you satisfy that craving for chocolate, with a treat that melts in your mouth. Benefits:
Parle Hide Seek Choco Rolls Biscuits Rolls with its rich choco filled centre make these chocolate-coated cookies a true delight for chocolate lovers.
Bite into one and enthral your taste buds with the melting taste of rich chocolate.
Children would just love these lip-smacking chocolate-filled cookies.
These biscuits are great snacks for tea time or for any happy occasion
Enjoy the taste of the cream and crispiness of the chocolate biscuit.",250 g,g,250 g,1,1,150,100.5,"PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022",India,['8901719123115'],['10013022002253'],https://datalabs.siva3.io/image/Eunimart_groceries_40204934_2-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-2_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-3_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-4_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-5_1-parle-platina-hide-seek-choco-rolls.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204934-6_1-parle-platina-hide-seek-choco-rolls.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It goes well with beverages like tea or coffee.
Conveniently packed easy to carry for quick bite","['EAN Code: 8901719123115', 'FSSAI No: 10013022002253', 'Manufactured & Marketed by: PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022', 'Country of origin: India', 'Best before 15-07-2023', '","PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022",-,-,-,"Keep in a cool and dry place and away from direct sunlight.
Once opened store in an airtight container.",-,-,"1. Material: Sugar, Refined Wheat Flour, Refined Palm Oil, Cocoa Solids, Invert Sugar Syrup, Iodised Salt, Raising Agents And Emulsifier Of Vegetable Origin. 2. Capacity: 250 Gram 3. Features: Creamy Chocolate Sandwich Biscuits, It Beats Cravings, A Perfect Tea-Time Companion 4. Type: Biscuit 5. Colour: Brown 6. Brand: Parle 7. Shelf Life: 8 Months 8. Container Type: Pouch",-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Parle Platina,"Parle Platina Nutricrunch Digestive Cookies - Rich In Antioxidants, Fibre & Iron, Crispy, Crunchy, 1 kg","Parle Nutricrunch Classic Digestive Cookies is rich in fibre, minerals and vitamins. It is a healthy snack option made of whole wheat flour and good quality ingredients. They are crisp, crunchy and crumbly is a healthy choice for all cookie lovers. It contains added artificial flavouring.
Benefits: 
Nutricrunch Classic Digestive Cookies is light on consumption.
They have a crispy and crunchy texture.
There is no trace of trans fat and cholesterol in these biscuits. It is rich in antioxidants, fibre, iron, vitamins and minerals.
These biscuits possess great nutritional value.
They go well with beverages like tea, coffee, milk, etc.",1 kg,kg,1 kg,1,1,300,150,"PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022",India,['8901719127090'],['10013022002253'],https://datalabs.siva3.io/image/Eunimart_groceries_40204937_5-parle-platina-nutricrunch-classic-digestive-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204937-2_4-parle-platina-nutricrunch-classic-digestive-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204937-3_4-parle-platina-nutricrunch-classic-digestive-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204937-4_4-parle-platina-nutricrunch-classic-digestive-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204937-5_4-parle-platina-nutricrunch-classic-digestive-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204937-6_4-parle-platina-nutricrunch-classic-digestive-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40204937-7_1-parle-platina-nutricrunch-classic-digestive-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"It goes well with beverages like tea or coffee.
Conveniently packed easy to carry for a quick bite.
Store in a cool and dry place.","['EAN Code: 8901719127090', 'FSSAI No: 10013022002253', 'Manufactured & Marketed by: PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022', 'Country of origin: India', 'Best before 31-05-2023', '","PARLE BISCUITS PVT LTD, Brigade Rubx, HMT Watch Factory Road Unit NO 206, 2nd Floor, Bangalore-560022",-,-,-,-,"Refined Wheat Flour (Maida) (40%), Refined Palm Oil, Wheat Flour (Atta) (19%), Sugar, Sorghum Flour (5 %). Wheat Bran (4.4%), Wheat Fibre (1.2%). Milk Solids, Malt Extract, Raising Agents (503(0), 500). Iodised Salt, Invert Sugar Syrup, Vitamins And Minerals (0.3%) And Emulsifier Of Vegetable Origin Diacetyltartaric And Fatty Acid Esters Of Glycerol). Contains Added Flavours ( Artificial Flavouring Substances - Cereal, Milk, Vanilla).",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Patanjali,"Patanjali Doodh Biscuit, 70 g","Take a well-deserved break with wholesome Patanjali natural doodh biscuits. Enhanced with fibre, the 100% atta biscuits are enriched with cow‚s milk. Simple and delicious, enjoy Patanjali doodh biscuits as an energy snack, or with tea and coffee. Cholesterol free. Zero trans fats. Get the goodness of milk and wheat with every bite. Enriched with cow‚s milk Contains fibre Cholesterol free No artificial colours or flavours.",70 g,g,70 g,1,1,10,10,patanjali,India,['8906032018520'],-,https://datalabs.siva3.io/image/Eunimart_groceries_401806_4-patanjali-doodh-biscuit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_401806-2_6-patanjali-doodh-biscuit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_401806-3_6-patanjali-doodh-biscuit.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_401806-4_5-patanjali-doodh-biscuit.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Perfect as a tea time snack, this biscuit is great even whenever hunger strikes.
Loved by children and adults alike.","['EAN Code: 8906032018520', 'Country Of Origin: India', 'Best before 3 days from delivery date', '",-,-,-,-,-,Whole Wheat Flour Edible Vegetable Oil Sugar Milk And Milk Products Liquid Glucose Salt Leavening Agent Dough Conditioner Antioxidants Acidity Regulator Emulsifier Flour Treatment Agent,-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Prasukh,"Prasukh Chia Wheat Cookies, 100 g","Chia seeds are packed with protein, calcium, healthy omega-3 fatty acids and soluble fibre. In fact, the fibre in the chia seeds allows them to absorb liquids to swell up to ten times their original size. Chia seeds also help with weight loss. They help you stay hydrated and are a powerhouse of nutrition. This is a superfood that is packed with all the essential nutrients. The Energy Cookies get its name because they're packed with ""good-for-you"" ingredients that ramp your body up with energy, nutrients and even Omega-3 fatty acids (vital for energy production, brain function, and strengthening immunity, to name a few). Chia Cookies are crunchy and tasty. It is a cookie enriched with chia that crackles in your mouth with every bite. It is a healthy anytime snack you cannot resist. It contains no added preservatives and is 100% natural.",100 g,g,100 g,1,1,75,75,"SareDh Enterprises, Survey No 36/1, 1st Floor, 12th Cross, 1st Block, Near HP Gas Godown, VasanthaVallabha Nagar Vasanthapura, Bangalore 560061",India,['40162958'],['2121815000174'],https://datalabs.siva3.io/image/Eunimart_groceries_40162958_2-prasukh-chia-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40162958-2_2-prasukh-chia-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40162958-3_2-prasukh-chia-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40162958-4_1-prasukh-chia-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40162958-5_1-prasukh-chia-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40162958-6_1-prasukh-chia-cookies.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40162958-7_1-prasukh-chia-cookies.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Open the box and bite into crunchy crackling goodness.,"['EAN Code:40162958', 'Country of origin: India', 'FSSAI Number: 2121815000174', 'Manufacturer Name & : SareDh Enterprises, Survey No 36/1, 1st Floor, 12th Cross, 1st Block, Near HP Gas Godown, VasanthaVallabha Nagar Vasanthapura, Bangalore 560061', 'Best before__PSL__days from the date of delivery', '",-,-,-,-,-,"Quinoa Flour, Chia Seeds, Shortening Agents, Sulphurless Sugar/Salt.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Redondo,"Redondo Wafers - Luxury Cream, Strawberry, 200 g",‚ A product of Indonesia ‚ Strawberry flvaoured cream waffers. Feel overwhelming mouth melting taste.,200 g,g,200 g,1,1,180,180,"PT Seasonal Supplies Indonesia, Jl. Raya Serang KM. 16.8, Talaga, Cikupa, Talaga, Cikupa, Tangerang, Banten 15710, Indonesia",India,['9331275006482'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40092476_2-redondo-wafers-luxury-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092476-2_2-redondo-wafers-luxury-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092476-3_1-redondo-wafers-luxury-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092476-4_1-redondo-wafers-luxury-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092476-5_1-redondo-wafers-luxury-cream-strawberry.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40092476-6_1-redondo-wafers-luxury-cream-strawberry.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gifting product & ready to eat,"['EAN Code: 9331275006482', 'Manufacturer Name and : PT Seasonal Supplies Indonesia, Jl. Raya Serang KM. 16.8, Talaga, Cikupa, Talaga, Cikupa, Tangerang, Banten 15710, Indonesia', 'Marketed by Name and : GOODIES, UNIT NO 7 A TO Z INDUSTRIAL ESTATE, G K MARG, LOWER PAREL, Mumbai India 400013', 'Best before 31-05-2023', '","GOODIES, UNIT NO 7 A TO Z INDUSTRIAL ESTATE, G K MARG, LOWER PAREL, Mumbai India 400013",-,-,-,-,"Sugar, Wheat flour(gluten), vegetable oil(palm fruit), dextrin, tapioca starch, whey (Cow's Milk), rice flour, Milk, salt, Emulsifier",-,-,-,-,‚ A product of Indonesia ‚ Strawberry flvaoured cream waffers. Feel overwhelming mouth melting taste.
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,RiteBite Max Protein,"RiteBite Max Protein Nuts & Seeds 7 Grain Breakfast Cookies - No Maida, Healthy Snack, 660 g (12 pcs)","Clean Indulgence: Indulge in our Max Protein Nuts Seeds cookies while meeting your diet goals. Each bite only takes you towards your goal. These delicious protein cookies have the right amount of carbs, protein and a whole lot of flavour.
Committed To Nutrition: Committed to your health and taste buds, we at Max protein ensure nutrition in every bite. Our Protein cookies have 10 gm Protein which equals 2 cups of dal, 4 gm Fibre which equals 1 apple, 300 mg Calcium which equals 1 glass of milk. It can't get better than this.
Goodness Of Grains: Our cookies are made with the goodness of 7 grains Oats, Ragi, Quinoa, Corn, Wheat, Bengal gram and amaranth. This keeps you full and helps you curb your cravings.
No Nasties: These cookies were created from a simple idea: food should taste as good for you with zero compromises. We don't add preservatives, GMO-Free and don't use Maida.
Comfort Foods For Cravings: Be it breakfast or midnight cravings or post-lunch sweet tooth cravings, our Max Protein Cookie is a sweet treat that you can indulge in without feeling guilty.
Made In India: Max Protein is the first brand to launch nutrition protein bars in India. We have created and nurtured the protein bars category in Indian Market.",660 g (12 pcs),g,660 g (12 pcs),12,1,600,540,"Alif Bakers, Gala No 109/110, 1st Floor, Building B-1, Jay Jalaram Complex, Village Pimplas Mumbai Nashik Road, Bhiwandi 421 311",India,['40200155'],['11516013000380'],https://datalabs.siva3.io/image/Eunimart_groceries_40200155_2-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-2_2-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-3_2-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-4_2-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-5_2-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-6_1-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-7_1-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40200155-8_1-ritebite-max-protein-7-grain-breakfast-cookie-nuts-seeds-soft-chewy.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ready to eat.,"['EAN Code:40200155', 'FSSAI Number: 11516013000380', 'Manufacturer Name & : Alif Bakers, Gala No 109/110, 1st Floor, Building B-1, Jay Jalaram Complex, Village Pimplas Mumbai Nashik Road, Bhiwandi 421 311', 'Marketed by: Naturell (India) Pvt. Ltd. A 2009 Kailash Business Park, Vikhroli West 400079, For any complaint or queries email on esales@naturellindia.com', 'Country of Origin: India', 'Best before__PSL__days from delivery date', '","Naturell (India) Pvt. Ltd. A 2009 Kailash Business Park, Vikhroli West 400079, For any complaint or queries email on esales@naturellindia.com",-,-,-,-,"Protein Blend (22%) (High Protein Peanut Flour, Whey Protein Concentrate, Wheat Protein, Soy Protein Concentrate), Nuts & Seeds Blend (17%) (Butterscotch Pieces, Watermelon Seeds, Pumpkin Seeds, Almond, Flaxseeds), Edible Vegetable Vegetable Fat (Bakery Shortening), Invert Sugar, Millet & Pulses Blends (Wheat Flour, Oats Flour, Quinoa Flour, Bengal Gram Flour, Ragi Flour, Corn Flour, Amaranth Puff), Dietary Fiber (Fructooligosacharide), Sugar Powder, Condensed Milk, Humectant (Glycerine), Tribasic Calcium Phosphate, Leavening Agent (Baking Soda), Binding Agent (Gum Acacia, Xanthan Gum), Emulsifier (Ins471 Ins472e), Salt, Cinnamon Powder.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Samudra,"Samudra Biscuits - Sugar Crakers, 300 g","Samudra crackers are light and crispy with drizzled sugar to enhance its sweetness. They make an ideal tea time snack or can be consumed on-the-go as a quick light snack. Allergen information: Contains wheat (gluten) and milk derivatives. Manufactured in a facility that also processes products containing eggs, tree nuts, peanuts, barley, sesame and soya derivatives. Weight : 300 g Store in a cool dry place.",300 g,g,300 g,1,1,180,180,"Huasin Food Industries Sdn. Bhd.(Co. No.409658 -D) Lot No.2, Jalan Utarid U5/13 Seksyen U5, 40150 Shah Alam Selangor Darul Ehsan, Malaysia",India/Malaysia,['9555039920016'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40114491_3-samudra-biscuits-sugar-crakers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114491-2_3-samudra-biscuits-sugar-crakers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114491-3_3-samudra-biscuits-sugar-crakers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114491-4_3-samudra-biscuits-sugar-crakers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114491-5_2-samudra-biscuits-sugar-crakers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114491-6_2-samudra-biscuits-sugar-crakers.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114491-7_2-samudra-biscuits-sugar-crakers.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Direct Consumption,"['EAN Code: 9555039920016', 'Manufactured by: Huasin Food Industries Sdn. Bhd.(Co. No.409658 -D) Lot No.2, Jalan Utarid U5/13 Seksyen U5, 40150 Shah Alam Selangor Darul Ehsan, Malaysia', 'Marketed by: SHS global 8th Qutbi Manzil, giya Compound, 2nd Hasnabad Lane, Santacruz (West), Mumbai - 400054.', 'Country of Origin: India, Malaysia', 'Best before 16-10-2023', '","SHS global 8th Qutbi Manzil, giya Compound, 2nd Hasnabad Lane, Santacruz (West), Mumbai - 400054.",-,-,-,-,"Wheat Flour, Vegetable Oil (Palm Oil), Sugar, Corn Starch, Whey Powder, Maltose Syrup, Salt, Raising Agents (Sodium Bicarbonate (E500(ii)), Ammonium Bicarbonate (E503 (ii)), Sodium Acid Pyrophosphate (E450(i))), Flavourings (Milk, Ethyl Vanillin), Yeast.",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Samudra,"Samudra Crackers - Cream, 300 g","Samudra Crackers are crispy and crunchy biscuits with cream, that pair perfectly with tea or coffee. They are made using vegetarian ingredients only and are an ideal tea time snack, which can also be relished on-the-go or as a midday snack. Allergen information: Contains wheat, dairy and yeast. Weight : 300 g Store in a cool dry place.",300 g,g,300 g,1,1,180,180,"Huasin Good Industries Sdn. Bhd., Lot No 2, Jalan Utatid U5/13 Seksyn U5, 40150 Shah Alam Selangor Darul Ehsan, Malaysia,",India/Malaysia,['40119942'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40119942_1-samudra-crackers-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119942-2_1-samudra-crackers-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119942-3_1-samudra-crackers-cream.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40119942-4_1-samudra-crackers-cream.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,DIRECT CONSUMPTION,"['EAN Code: 40119942', 'Manufactured by: Huasin Good Industries Sdn. Bhd., Lot No 2, Jalan Utatid U5/13 Seksyn U5, 40150 Shah Alam Selangor Darul Ehsan, Malaysia,', 'Marketed by: SHS Global 8th, Qutbi Manzil, Giya Compoud, Santacruz(W), Mumbai 400054', 'Country of Origin: India, Malaysia', 'Best before 16-10-2023', '","SHS Global 8th, Qutbi Manzil, Giya Compoud, Santacruz(W), Mumbai 400054",-,-,-,-,"WHEAT FLOUR, VEGETABLE OIL (PALM OIL), SUGAR, WHEY POWDER, MALTOSE SYRUP, CORN STARCH, SALT RAISING AGENTS (AMMONIUM BICARBONATE (E503 (ii)), SODIUM BICARBONATE (E500 (ii)), DISODIUM DIPHOSPHATE (450 (i))), FlavourINGS (BUTTER, ETHYL VANILLIN)YEAST",-,-,-,-,-
RET,RET-10,RET-10-1C,RET-10-1C-10,RET-10-1C-10-11,Samudra,"Samudra Lex Cream Sandwich Biscuits - Cheese Flavour, 190 g","Enjoy the creamy cheese flavor sandwiched between crunchy biscuits which will leave you wanting for more with every bite. Lex cream sandwich biscuits make a delicious snack with the perfect mix of sweet and salty and can be relished any time of the day. They are loved by children and adults alike and make an ideal snack for school or office. Allergen information: Contains wheat (gluten) and milk derivatives. Manufactured in a facility that also processes products containing eggs, tree nuts, peanuts, barley, sesame and soya derivatives. Weight : 190 g Store in a cool dry place.",190 g,g,190 g,1,1,200,200,"Huasin Food Industries Sdn. Bhd.(Co. No.409658 -D) Lot No.2, Jalan Utarid U5/13 Seksyen U5, 40150 Shah Alam Selangor Darul Ehsan, Malaysia",India/Malaysia,['40114487'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40114487_2-samudra-lex-cream-sandwich-biscuits-cheese-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114487-2_2-samudra-lex-cream-sandwich-biscuits-cheese-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114487-3_2-samudra-lex-cream-sandwich-biscuits-cheese-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114487-4_2-samudra-lex-cream-sandwich-biscuits-cheese-flavour.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40114487-5_1-samudra-lex-cream-sandwich-biscuits-cheese-flavour.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Direct Consumption,"['EAN Code: 40114487', 'Manufactured by: Huasin Food Industries Sdn. Bhd.(Co. No.409658 -D) Lot No.2, Jalan Utarid U5/13 Seksyen U5, 40150 Shah Alam Selangor Darul Ehsan, Malaysia', 'Marketed by: SHS global 8th Qutbi Manzil, giya Compound, 2nd Hasnabad Lane, Santacruz (West), Mumbai - 400054.', 'Country of Origin: India, Malaysia', 'Best before 16-10-2023', '","SHS global 8th Qutbi Manzil, giya Compound, 2nd Hasnabad Lane, Santacruz (West), Mumbai - 400054.",-,-,-,-,"Wheat Flour, Vegetable Oil (Palm Oil), Sugar, Cheese Powder, Whey Powder, Maltose Syrup, Corn Starch, Salt, Raising Agents (Ammonium Bicarbonate (E503 (ii)), Sodium Bicarbonate (E500(ii)), Disodium Diphosphate (E450(i)), Yeast, Flavouring (Cheese, Butter)",-,-,-,-,-
