L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Care Instruction,Specification,From The Brand
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1201, 280 ml","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",280 ml,ml,280 ml,1,1,180,149,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['50003941436519'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028270_4-steel-lock-stainless-steel-airtight-storage-container-sl-1201.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028270-2_5-steel-lock-stainless-steel-airtight-storage-container-sl-1201.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 50003941436519', 'Country of origin: India',  | ]",-,-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 200 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted colour
 Size(Diameter x Height ) cms - 9.5 cm x 5.5 cms",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1202, 350 ml","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",350 ml,ml,350 ml,1,1,245,199,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894220'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028271_3-steel-lock-stainless-steel-airtight-storage-container-sl-1202.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894220', 'Manufacturer Name : SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --', 'Country of origin: India',  | ]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 350 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted colour
 Size(Diameter x Height ) cms - 9.5 cm x 7.5 cms",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1301, 450 ml","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",450 ml,ml,450 ml,1,1,225,169,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894268'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028272_3-steel-lock-stainless-steel-airtight-storage-container-sl-1301.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028272-2_7-steel-lock-stainless-steel-airtight-storage-container-sl-1301.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894268', 'Manufacturer Name : SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --', 'Country of origin: India',  | ]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 400 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted colour
 Size(Diameter x Height ) cms - 12 cm x 5.5 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1302, 550 ml","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",550 ml,ml,550 ml,1,1,250,199,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['40028273'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028273_3-steel-lock-stainless-steel-airtight-storage-container-sl-1302.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028273-2_5-steel-lock-stainless-steel-airtight-storage-container-sl-1302.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028273-3_5-steel-lock-stainless-steel-airtight-storage-container-sl-1302.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40028273'}, {'Manufacturer Name': 'SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --'}, {'Country of origin': 'India'}]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 500 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted colour
 Size(Diameter x Height ) cms - 12 cm x 7 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1303, 700 ml","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",700 ml,ml,700 ml,1,1,340,279,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['40028274'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028274_3-steel-lock-stainless-steel-airtight-storage-container-sl-1303.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028274-2_7-steel-lock-stainless-steel-airtight-storage-container-sl-1303.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40028274'}, {'Manufacturer Name': 'SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --'}, {'Country of origin': 'India'}]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 650 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted colour.
 Size(Diameter x Height ) cms - 12 cm x 8 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1401, 750 ml","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",750 ml,ml,750 ml,1,1,299,229,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894312'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028275_4-steel-lock-stainless-steel-airtight-storage-container-sl-1401.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028275-2_7-steel-lock-stainless-steel-airtight-storage-container-sl-1401.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028275-3_7-steel-lock-stainless-steel-airtight-storage-container-sl-1401.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894312', 'Manufacturer Name : SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --', 'Country of origin: India',  | ]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 750 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted colour
 Size(Diameter x Height ) cms - 15 cm x 6 cms",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1403, 1.45 L","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",1.45 L,L,1.45 L,1,1,450,349,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['40028277'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028277_3-steel-lock-stainless-steel-airtight-storage-container-sl-1403.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028277-2_4-steel-lock-stainless-steel-airtight-storage-container-sl-1403.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028277-3_4-steel-lock-stainless-steel-airtight-storage-container-sl-1403.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40028277', 'Country of origin: India',  | ]",-,-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 1.3 Liter
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted Colour
 Size(Diameter x Height ) cms - 15 cm x 10.5 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1501, 1.3 L","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",1.3 L,L,1.3 L,1,1,399,329,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894367'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028278_2-steel-lock-stainless-steel-airtight-storage-container-sl-1501.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894367', 'Country of origin: India',  | ]",-,-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 1.3 Liter
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted Colour
 Size(Diameter x Height ) cms - 18 cm x 6.5 cms",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1501, 1.95 L","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",1.95 L,L,1.95 L,1,1,475,379,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894374'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028279_2-steel-lock-stainless-steel-airtight-storage-container-sl-1501.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028279-2_4-steel-lock-stainless-steel-airtight-storage-container-sl-1501.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894374', 'Manufacturer Name : SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --', 'Country of origin: India',  | ]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 1.9 Liter
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted Colour
 Size(Diameter x Height ) cms - 18 cm x 9.5 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1601, 1.7 l","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, School, college outing etc.",1.7 l,l,1.7 l,1,1,525,399,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894411'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028280_4-steel-lock-stainless-steel-airtight-storage-container-sl-1601.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8906028894411'}, {'Manufacturer Name': 'SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --'}, {'Country of origin': 'India'}]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 1.7 Liter
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted Colour
 Size(Diameter x Height ) cms - 21.5 cm x 7 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Airtight Storage Container - SL-1602, 3 L","Stainless Steel Special Airtight Containers uses silicon which keeps food items fresh longer and has all 4 sides locks to prevent spills. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",3 L,L,3 L,1,1,620,499,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894428'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028281_4-steel-lock-stainless-steel-airtight-storage-container-sl-1602.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028281-2_5-steel-lock-stainless-steel-airtight-storage-container-sl-1602.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894428', 'Manufacturer Name : SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --', 'Country of origin: India',  | ]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 1 Pc
 Capacity - 2.8 Liter
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted Colour.
 Size(Diameter x Height ) cms - 21.5 cm x 10.5 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Steel Lock,"Steel Lock Stainless Steel Lunch Box With Insulated Bag - HL-1351, 2 pcs","This Stainless Steel With plastic Lid and Silicone Seal has the unique Silicon which keeps food items fresh longer and it prevents spills. The insulated bag helps to preserve some hot temperature.
The soft woven belt to carry with comfort over your shoulder/hand & high-quality zip. The special locking to stack each food container with sturdiness for complete meal car. It is ideal to carry meals/fruits or any food items to work, travel, school, college outing etc.",2 pcs,pcs,2 pcs,2,1,819,599,"SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",India,['8906028894558'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40028295_2-steel-lock-stainless-steel-lunch-box-with-insulated-bag-hl-1351.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40028295-2_1-steel-lock-stainless-steel-lunch-box-with-insulated-bag-hl-1351.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8906028894558', 'Manufacturer Name : SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --', 'Country of origin: India',  | ]","SIZZLE CREATION, Unit no.117,118,119,120 F6, Bhumi World Pimplas Village 421302 Bhiwandi Maharashtra. Marketed by Address: Value Retail, F3-12 Bhumi World Industrial Park, Pimplas Village, Mumbai - Nasik Highway, Bhiwandi Thane 421302 --",-,-,"It is not dishwasher safe. The method for cleaning Stainless Steel is quite simply soap or detergent in warm water, applied with a soft cloth or synthetic sponge. 
Rinse in hot water and dry with a soft cloth or allow to 'drip' dry."," Material - Stainless Steel
 Content - 2 Pcs
 Capacity - 400 ml
 Microwave safe - No
 Airtight Lid - Yes.
 Colour - Assorted Colour
 Size(Length X Width x Height ) cms - 15.6 x 8.3 x 28 cms.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Coffee Mug - Double Wall, Force, 1 pc",This stainless steel mug is very attractive in design and has a double wall. It is suitable for keeping beverages warm for a longer period and is ideal for daily use. Enhance your dining space with this elegant coffee mug.,1 pc,pc,1 pc,1,1,240,179,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172945'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172945_3-swastik-steel-stainless-steel-coffee-mug-double-wall-force.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172945-2_4-swastik-steel-stainless-steel-coffee-mug-double-wall-force.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172945', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand - Swastik Steel
Type - Coffee Mug
Material - Stainless Steel
Colour - Silver 
Capacity - 135ml 
Dimension - Length 78mm; Width 78mm; Height 90mm
No of Pieces -1 pc
Package content - Swastik Double Wall Force Coffee Mug.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Coffee Mug - Double Wall, Power, 1 pc",This stainless steel mug is very attractive in design and has a double wall. It is suitable for keeping beverages warm for a longer period and is ideal for daily use. Enhance your dining space with this elegant coffee mug.,1 pc,pc,1 pc,1,1,240,179,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172946'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172946_3-swastik-steel-stainless-steel-coffee-mug-double-wall-power.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40172946-2_4-swastik-steel-stainless-steel-coffee-mug-double-wall-power.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172946', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand - Swastik Steel
Type - Coffee Mug
Material - Stainless Steel
Colour - Silver 
Capacity - 135ml 
Dimension - Length 78mm; Width 78mm; Height 90mm
No of Pieces - 1 pc
Package content - Swastik Double Wall Power Coffee Mug.",-
RET,RET-10,RET-10-19,RET-10-19-10,RET-10-19-10-10,Swastik Steel,"Swastik Steel Stainless Steel Desert/Ice Cream Bowl, 6 pcs",These bowls thoughtfully shaped to have desserts and ice creams. It comes along with the most elegantly designed spoon to scoop up your favourite flavours in delightful measures.,6 pcs,pcs,6 pcs,6,1,490,349,"Swastik Housewares
Bldg. No. E9, Gala No. 3,4,5. Parasnath Complex, Near Pipeline, Ovali Anjur Mankoli Road, Dapoda, Bhiwandi - 421302.",India,['40172966'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40172966_3-swastik-steel-stainless-steel-desertice-cream-bowl.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 40172966', 'Country of origin: India',  | Address: Innovative Retail Concepts Private Limited, No.18, 2nd & 3rd Floor, 80 Feet Main Road, Koramangala 4th Block, Bangalore - 560034 | Email: customerservice@bigbasket.com']",-,-,-,-,"Brand- Swastik Steel 
Type- Bowls 
Material- Stainless Steel 
Colour- Silver 
Capacity- 120ml 
Dimension- Length 87mm; Width 87mm; Height 65mm; 
No of Pieces- Set of 6 
Package content- Swastik Ice Cream Bowl",-
