L0 Domain,L1 Sub-Domain,L2 Category,L3 Sub-Category,L4 Product Enum-Code,Brand,Product Name,Product Description,Product Quantity,UOM,Net Quantity,Pack Quantity,Pack Size,MRP,Price,Manufacturer,Country Of Origin,UPC/EAN,FSSAI no,Images,Images / Video,Images.3,Images.4,Images.5,Images.6,Images.7,Images.8,Images.9,SKU Code,Customer Care Contact,Time to Ship,Returnable (Y/N),Cancellable (Y/N),COD available (Y/N),Preservatives (Y/N),Preservatives (details),Flavours & Spices,Ready to cook (Y/N),Ready to eat (Y/N),Rice grain type,Recommended Age,Scented/ Flavour,Herbal/ Ayurvedic,Theme/ Occasion Type,Hair Type,Mineral Source,Caffeine Content,Capacity,Composition,Benefits,Usage,Other details,Marketed By,Baby Weight,Absorption Duration (in Hrs),Features,Care Instruction,Ingredients,Specification,About
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Bib With Velcro - For Boys, 6m+, 3 pcs","This bib has a comfortable soft cotton top to absorb food leaks and stains. It has an extra absorbent dribble catcher, to soak up dribble and leaks. This bib is easy to clean. It is really soft on the skin of your babies and does not cause any irritation.",,pcs,3 pcs,3,1,899,899,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy,['8058664128211'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40142584_1-chicco-baby-bib-with-velcro-for-boys-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142584-2_1-chicco-baby-bib-with-velcro-for-boys-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142584-3_1-chicco-baby-bib-with-velcro-for-boys-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142584-4_1-chicco-baby-bib-with-velcro-for-boys-6m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8058664128211'}, {'Manufactured & Marketed by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Imported by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Country of origin': 'Italy'}]","Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",-,-,-,-,-," Brand : Chicco
 Type : Bib
 Material : Fabric
 Colour : Blue & yellow
 Model No. : 00016301200000
 Dimension : 230 X 355 X 20
 Package Content : Set of 3 Bibs
 Colour : WEANING BIB 6M+ 3pcS BOY/NEUTRAL
","This bib has a comfortable soft cotton top to absorb food leaks and stains. It has an extra absorbent dribble catcher, to soak up dribble and leaks. This bib is easy to clean. It is really soft on the skin of your babies and does not cause any irritation."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Bib With Velcro - For Girls, 6m+, 3 pcs","Chicco Baby Bib With Velcro - For Girls, 6m+, 3 pcs",,pcs,3 pcs,3,1,899,899,Chicco,Italy,-,-,https://datalabs.siva3.io/image/Eunimart_groceries_40142585_1-chicco-baby-bib-with-velcro-for-girls-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142585-2_1-chicco-baby-bib-with-velcro-for-girls-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142585-3_1-chicco-baby-bib-with-velcro-for-girls-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142585-4_1-chicco-baby-bib-with-velcro-for-girls-6m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Bottle Teat Food - 6m+, 2 pcs","Chicco Baby Bottle Teat Food is ideal for fruit juices, milk and biscuits etc. The anti-colic valve is designed to prevent air swallowing, helping to reduce irritability, regurgitation and colic after feeding.",,pcs,2 pcs,2,1,479,449,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy,['40142641'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40142641_1-chicco-baby-bottle-teat-food-6m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40142641'}, {'Manufactured & Marketed by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Imported by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Country of origin': 'Italy'}]","Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",-,-,-,-,-," Brand : Chicco
 Type : Step Up Teat
 Material : Silicone
 Colour : Transparent
 Model No. : 00081057200000
 Dimension : 100 X 123 X 75
 Package Content : Set of Two Teats
 Colour : 2 TEAT NATURALFEELING 6M+ F FOOD
","Chicco Baby Bottle Teat Food is ideal for fruit juices, milk and biscuits etc. The anti-colic valve is designed to prevent air swallowing, helping to reduce irritability, regurgitation and colic after feeding."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Bottle Teat Regular Flow - 0m+, 1 pc","Chicco Baby Bottle Teat Regular Flow has a twin anti-colic valve which prevents air ingestion, reducing the risk of colic. It is made of extra soft silicone for natural feeling like the breasts of a mother.",,pcs,1 pc,1,1,299,299,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy,['8058664010424'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40142666_1-chicco-baby-bottle-teat-regular-flow-0m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8058664010424'}, {'Manufactured & Marketed by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Imported by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Country of origin': 'Italy'}]","Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",-,-,-,-,-," Brand : Chicco
 Type : Step Up Teat
 Material : Silicone
 Colour : Transparent
 Model No. : 00081011100000
 Dimension : 100 X 125 X 70
 Package Content : Teat
 Colour : TEAT NATURALFEELING 0M+ F REGULAR
","Chicco Baby Bottle Teat Regular Flow has a twin anti-colic valve which prevents air ingestion, reducing the risk of colic. It is made of extra soft silicone for natural feeling like the breasts of a mother."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Feeding Bottle Teat Fast Flow - 4m+, 2 pcs","It is ideal for babies during the first few months, when their sucking force increases (medium flow). The anti-colic valve is designed to prevent air swallowing, helping to reduce irritability, regurgitation and colic after feeding.",,pcs,2 pcs,2,1,299,299,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy,['8058664122219'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40142788_2-chicco-baby-feeding-bottle-teat-fast-flow-4m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142788-2_1-chicco-baby-feeding-bottle-teat-fast-flow-4m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142788-3_1-chicco-baby-feeding-bottle-teat-fast-flow-4m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142788-4_1-chicco-baby-feeding-bottle-teat-fast-flow-4m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8058664122219'}, {'Manufactured & Marketed by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Imported by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Country of origin': 'Italy'}]","Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",-,-,-,-,-," Brand : Chicco
 Type : Teat
 Material : Silicone
 Colour : Transparent
 Model No. : 00020845200000
 Dimension : 145 X 90 X 557
 Package Content : Teat- 2 pcs
 Colour : WB TEAT 4M+ FAST SIL 2pcS
","It is ideal for babies during the first few months, when their sucking force increases (medium flow). The anti-colic valve is designed to prevent air swallowing, helping to reduce irritability, regurgitation and colic after feeding."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Feeding Bottle With Twin Anti Colic System - Blue, 6m+, 330 ml","Natural Feeling Feeding Bottle range from Chicco is made in Italy. Perfect for growing babies, it helps in maintaining the natural position. It ensures a comfortable latch for tighter lip support. The fast flow nipple is ideal for the growing appetite of a baby. The clinically tested bottle comes with extra soft silicone as natural as the breasts of a mother. It has a rounded teat for growing babies. It also has twin anti-colic valve which prevents air ingestion, reducing the risk of colic. The wide opening resulting in the fast filling of the bottle and easy to clean characteristics make it a perfect product for the new moms. This bottle has a natural feeding feel that makes it really easy for the acceptance of the baby ensuring maximum comfort.",,ml,330 ml,1,1,599,599,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy,['8058664087402'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40142595_1-chicco-baby-feeding-bottle-with-twin-anti-colic-system-blue-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142595-2_1-chicco-baby-feeding-bottle-with-twin-anti-colic-system-blue-6m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 8058664087402', 'Manufactured & Marketed by: Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.', 'Imported by: Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.', 'Country of origin: Italy', '","Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",-,-,-,-,-," Brand : Chicco
 Type : Step Up Feeding Bottle
 Material : Polypropolene
 Colour : Pink
 Model No. : 00080837110580
 Dimension : 85 X 85 X 175
 Package Content : Feeding Bottle with Teat
 Colour : NATURALFEELING FBOTTLE 6M+ 330ml PINKCOL
","Natural Feeling Feeding Bottle range from Chicco is made in Italy. Perfect for growing babies, it helps in maintaining the natural position. It ensures a comfortable latch for tighter lip support. The fast flow nipple is ideal for the growing appetite of a baby. The clinically tested bottle comes with extra soft silicone as natural as the breasts of a mother. It has a rounded teat for growing babies. It also has twin anti-colic valve which prevents air ingestion, reducing the risk of colic. The wide opening resulting in the fast filling of the bottle and easy to clean characteristics make it a perfect product for the new moms. This bottle has a natural feeding feel that makes it really easy for the acceptance of the baby ensuring maximum comfort."
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Baby Washable Bib With Crumb Catcher - Green, 6m+, 1 pc",Chicco Baby Washable Bib With Crumb Catcher is really easy to use and clean. It has a curve in it which can be used as a crumb catcher. It is dishwasher safe. It has an ergonomic shape which made it easy to use. It is made of soft lightweight material so that it does not irritate the baby.,1 pc,pcs,1 pc,1,1,799,749,"Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",Italy/China,['40142606'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40142606_1-chicco-baby-washable-bib-with-crumb-catcher-green-6m.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40142606-2_1-chicco-baby-washable-bib-with-crumb-catcher-green-6m.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '40142606'}, {'Country of origin': 'Italy, China'}, {'Manufactured & Marketed by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}, {'Imported by': 'Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.'}]","Artsana India Private Limited, 7th Floor, Paras Twin Towers, Sector-54, Golf Course Road, Gurgaon 122002.",-,-,-,Hand wash is recommended.,-," Brand : Chicco
 Type : bib
 Colour : Green
 Model No. : 00016302300000
 Dimension : 360 X 215 X 45
 Package Content : Bib
 Colour : HARD BIB 6M+ GREEN
",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco First Cutlery 12M+ - Green, 1 pc","Ergonomic handle with non-slip insert Specific shape of tip allows to introduce into babys mouth the right quantity of meal The shape of the fork has been studied to help the baby to learn how to use a fork without any trouble, in complete safety",1 pc,pcs,1 pc,1,1,249,239,"ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002",Italy,['8058664086627'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012356_1-chicco-first-cutlery-12m-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,BPA free,-,"The first cutlery ideal for self-feeding , has been designed to help the baby to learn how to eat properly and inependently like an adult, with help of its ergonomic handle and non-slip insert.","[{'EAN Code': '8058664086627'}, {'Country of origin': 'Italy'}, {'Manufacturer Name & ': 'ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Manual Breast Pump - Natural Feeling Stepup, 1 pc","Chicco manual breast pump natural feeling stepup new , chicco presents new chicco manual breast pump with ergonomic handle and soft silicone cup cover which fits all breast sizes.",1 pc,pcs,1 pc,1,1,1999,1799.1,"ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002",Italy,['30012261'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012261_1-chicco-manual-breast-pump-natural-feeling-stepup.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"['EAN Code: 30012261', 'Country of origin: Italy', 'Manufacturer Name & : ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002', 'Best to use for 16-09-2024', '",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Chicco,"Chicco Teat Stepup - New Adjustable (4M+ F), 1 pc","Chicco teat stepup new 4m+ f adjustable 2 pcs , chicco step up adjustable flow teats 2pcs - 4months+ featuring non-angled teat is ideal from 2 months onwards, when the colic episodes have subsided. The flow can be adjusted to suit the baby's needs, turning the desired flow rate number on the teat under the baby's nose. Ideal for babies during the first few months, when their eating appetites increase. The step up teat is soft and simulates the wrinkles of a mother??Tms nipple for issueless feeding. Its extra-large and soft base ensures maximum simulation of the maternal breasts.",1 pc,pcs,1 pc,1,1,449,429,"ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002",Italy,['8058664008247'],-,https://datalabs.siva3.io/image/Eunimart_groceries_30012422_1-chicco-teat-stepup-new-adjustable-4m-f.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"[{'EAN Code': '8058664008247'}, {'Country of origin': 'Italy'}, {'Manufacturer Name & ': 'ARTSANA INDIA PVT LTD, Artsana India Pvt. Ltd. 7th Floor, Paras Twin Towers, Sector 54, Gurgaon - 122002'}]",-,-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby 2-In-1 Spout & Straw Sipper Cup - Blue, 210 ml","Complies with EN 14350 and other International standards of safety and hygieneCapacity of 150 ml. Can be used for babies 6 months onwards. Bottle is made from non-toxic, BPA free, polypropylene plastic. Spout and Straw are made from BPA free, durable silicone materials that are bite-resistant.",210 ml,ml,210 ml,1,1,329,299,"Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",China,['8907233174282'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110493_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110493-2_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-blue.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110493-3_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-blue.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"All Mee Mee sippers and cups are carefully made to the highest safety standards and sippers and cups are made of food grade material complied with FDA. Non Spill Cup makes drinking easy and hassle-free for babyMade of food grade material, complies with FDA protective cover seals completely, ensuring utmost hygiene.",-,Non spill cup makes drinking easy and hassle-free for baby.,"['EAN Code: 8907233174282', 'Country of origin: China', ""Manufactured & Marketed by: Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in"", 'Best before 27-02-2033', '","Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",-,-,-,-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby 2-In-1 Spout & Straw Sipper Cup - Green, 210 ml",Making the transition from feeding bottle to spout cup to straw sipping is an important one Mee Mee's 2 in 1 silicone training cup is designed to help your child gradually transit from feeding bottle too drinking thick liquids from spout cups to straw sippers and enjoy all kinds of liquids with more ease.,210 ml,ml,210 ml,1,1,329,299,"Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",China,['8907233174299'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110494_3-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110494-2_3-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110494-3_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110494-4_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110494-5_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110494-6_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110494-7_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-green.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"All Mee Mee sippers and cups are carefully made to the highest safety standards and sippers and cups are made of food-grade material.
Non Spill Cup makes drinking easy and hassle-free for babies, complies with FDA protective cover seals completely, ensuring utmost hygiene.",Non spill cup makes drinking easy and hassle-free for baby.,"['EAN Code: 8907233174299', 'Country of origin: China', ""Manufactured & Marketed by: Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in"", 'Best before 27-02-2033', '","Me'N'Moms Pvt Ltd. Amar Aprt. Khar (W), Mum-52 (India) , Customer Care No. +91 8080335566 , Email: customercare@menmoms.co.in",-,-," Complies with EN 14350 and other international standards of safety and hygiene
 Capacity of 210ml  Can be used for babies 6 months onwards, Recommended for children above 2 years of age
 Bottle is made from non-toxic, BPA free and polypropylene plastic
 Spout and straw are made from BPA free, durable silicone materials that are bite resistant, Twin handle
 Ergonomically designed for your baby's natural mouth cavity",-,-,-,-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby 2-In-1 Spout & Straw Sipper Cup - Orange, 210 ml","Mee Mee's 2 in 1 Spout & Straw Sipper Cup makes this stage a joy for both, your baby and you to enjoy a variety of soups, juices, and other essential liquid foods without any worry. Continuous use results in easy training to drink from a cup in just a few weeks. The spout is designed is designed keeping your baby's natural mouth cavity in mind, thus making for easy use. The unique non-spill function keeps the liquids inside the bottle even if the bottle is in a slanted or sleeping position.",210 ml,ml,210 ml,1,1,329,299,"Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",India,['40110495'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110495_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110495-2_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-orange.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110495-3_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-orange.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Bottle is made from non toxic.
2. BPA free and polypropylene plastic.
3. Durable silicone materials that are bite resistant.
4. Twin handle.","1. Can be used for babies 6 months onwards.
2. Recommended for children above 2 years of age.","['EAN Code: 40110495', 'Manufacturer Name & Marketed by :Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.', 'Country of Origin:India', '","Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",-,-,-,-,-,"1. Brand : Mee Mee.
2. Type : Feeding Mug.
3. Material : Plastic.
4. Colour : ORANGE.
5. Capacity : 180ml
6. Features :Bottle is made from non-toxic, BPA free, polypropylene plastic, Durable silicone materials that are bite-resistant.
7. Package contents : 1 Pc Feeding Mug .",-
to-,to-be-,to-be-sug,to-be-sugges,to-be-suggested,Mee Mee,"Mee Mee Baby 2-In-1 Spout & Straw Sipper Cup - Red, 210 ml","Mee Mee's 2 in 1 Spout & Straw Sipper Cup makes this stage a joy for both, your baby and you to enjoy a variety of soups, juices, and other essential liquid foods without any worry. Continuous use results in easy training to drink from a cup in just a few weeks. The spout is designed is designed keeping your baby's natural mouth cavity in mind, thus making for easy use. The unique non-spill function keeps the liquids inside the bottle even if the bottle is in a slanted or sleeping position.",210 ml,ml,210 ml,1,1,329,299,"Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",India,['8907233145596'],-,https://datalabs.siva3.io/image/Eunimart_groceries_40110496_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110496-2_2-mee-mee-baby-2-in-1-spout-straw-sipper-cup-red.jpg,https://datalabs.siva3.io/image/Eunimart_groceries_40110496-3_1-mee-mee-baby-2-in-1-spout-straw-sipper-cup-red.jpg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1. Bottle is made from non toxic.
2. BPA free and polypropylene plastic.
3. Durable silicone materials that are bite resistant.
4. Twin handle.","1. Can be used for babies 6 months onwards.
2. Recommended for children above 2 years of age.","['EAN Code: 8907233145596', 'Manufacturer Name & Marketed by :Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.', 'Country of Origin:India', '","Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052.",-,-,-,-,-,"1. Brand : Mee Mee.
2. Type : Feeding Mug.
3. Material : Plastic.
4. Colour : RED.
5. Capacity : 180ml.
6. Features : Bottle is made from non-toxic, BPA free, polypropylene plastic, Durable silicone materials that are bite-resistant.
7. Package contents : 1 Pc Feeding Mug .",-
